spec,outcome,outcome_label,exposure_measure,mode,event_time,coefficient,std_error,p_value,ci_low,ci_high,nobs,n_cno,r2_twfe,sample_note
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,12,947.1368065435637,457.3018245319778,0.038856973102956945,50.82523046088727,1843.4483826262401,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,13,1254.9008586500784,483.8513417662045,0.009776489385731979,306.5522287883176,2203.249488511839,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,14,1898.2330331299518,849.4541917942788,0.025880475891902264,233.30281721316533,3563.163249046738,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,15,960.7411143911189,690.3997174101306,0.1646694927388843,-392.442331732737,2313.924560514975,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,16,1308.8632971049178,742.5187911626344,0.07855497841572692,-146.47353357384577,2764.2001277836816,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,17,1633.8567687783109,789.5561640640418,0.03902673486154916,86.32668721278901,3181.3868503438325,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,18,1528.4936818084457,644.6283012458147,0.018111362788973625,265.0222113666489,2791.9651522502427,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,19,1079.4504343742315,492.80548855069054,0.02895399340131089,113.55167681487796,2045.349191933585,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,20,596.6571520914771,458.96285706293844,0.19419467750771144,-302.9100477518822,1496.2243519348362,31607,502,0.9231708892292092,continuous exposure
continuous_cosine_weighted,contracts,Contracts,Cosine weighted,continuous,21,1236.726374064722,651.1126301135359,0.05808535310648518,-39.454380957808326,2512.9071290872525,31607,502,0.9231708892292092,continuous exposure
