spec,outcome,outcome_label,exposure_measure,mode,event_time,coefficient,std_error,p_value,ci_low,ci_high,nobs,n_cno,r2_twfe,sample_note
continuous_cosine_nearest,contracts,Contracts,Cosine nearest,continuous,-20,-366.7881297829263,1450.7344826627887,0.8005038552553415,-3210.227715801992,2476.6514562361394,31607,502,0.9231918083968849,continuous exposure
continuous_cosine_nearest,contracts,Contracts,Cosine nearest,continuous,-19,168.40824943649213,1481.913590241467,0.9095667814889272,-2736.1423874367833,3072.9588863097674,31607,502,0.9231918083968849,continuous exposure
continuous_cosine_nearest,contracts,Contracts,Cosine nearest,continuous,-18,-24.856466303852176,1009.312002285365,0.9803621783140406,-2003.1079907831675,1953.3950581754632,31607,502,0.9231918083968849,continuous exposure
continuous_cosine_nearest,contracts,Contracts,Cosine nearest,continuous,-17,122.50161588518617,927.3279048028727,0.8949568667882114,-1695.0610775284445,1940.0643092988166,31607,502,0.9231918083968849,continuous exposure
continuous_cosine_nearest,contracts,Contracts,Cosine nearest,continuous,-16,-927.0980350649007,872.534456986024,0.2885049576504998,-2637.2655707575077,783.0695006277064,31607,502,0.9231918083968849,continuous exposure
continuous_cosine_nearest,contracts,Contracts,Cosine nearest,continuous,-15,-1118.6565241817304,1326.2386392658802,0.39936226115504364,-3718.0842571428557,1480.7712087793946,31607,502,0.9231918083968849,continuous exposure
continuous_cosine_nearest,contracts,Contracts,Cosine nearest,continuous,-14,-1761.6888506604341,1230.0085893237078,0.15269378834527025,-4172.505685734901,649.1279844140331,31607,502,0.9231918083968849,continuous exposure
continuous_cosine_nearest,contracts,Contracts,Cosine nearest,continuous,-13,-1392.8863485990498,476.29910269357777,0.003607611940447219,-2326.4325898784623,-459.34010731963747,31607,502,0.9231918083968849,continuous exposure
continuous_cosine_nearest,contracts,Contracts,Cosine nearest,continuous,-12,-1702.9356242408658,1228.3033442058058,0.16623750025394124,-4110.410178884245,704.5389304025139,31607,502,0.9231918083968849,continuous exposure
continuous_cosine_nearest,contracts,Contracts,Cosine nearest,continuous,-11,-1672.528632365702,1288.2927430108716,0.19479806309151618,-4197.582408667011,852.5251439356066,31607,502,0.9231918083968849,continuous exposure
