sample,subgroup,outcome,estimator,spec_id,event_time,estimate,se,ci_low,ci_high,p_value,row
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,26,.0636541918596149,.052714027274854,-.0396653015990989,.1669736853183286,116,28
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,27,.0685387035093531,.0492096061848746,-.0279121246130011,.1649895316317073,116,29
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,28,.0695249742277441,.0505886797489841,-.0296288380802647,.1686787865357529,116,30
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,29,.0395363143404523,.0466497554719625,-.0518972063845942,.1309698350654987,116,31
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,30,.1077589955867832,.0533686725578799,.0031563973733386,.2123615938002277,116,32
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,31,.0553672518869836,.0478561972841492,-.0384308947899488,.149165398563916,116,33
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,32,.0170204022690656,.0453239535068886,-.071814546604436,.1058553511425672,116,34
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,33,.0052088197581942,.0456185575180129,-.0842035529771111,.0946211924934996,116,35
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,34,-.0747747672703963,.0538456982882006,-.1803123359152695,.0307628013744769,116,36
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,35,.0772913154452954,.038310308313367,.0022031111510959,.1523795197394948,116,37
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,36,.0514541884722347,.0489083814897037,-.0444062392475846,.147314616192054,116,38
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,37,.0944125637637495,.0574978694384652,-.0182832603356422,.2071083878631413,116,39
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,38,.0989397115935588,.0546377018181495,-.0081501839700143,.2060296071571318,116,40
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,39,.0823323988505028,.0621304369968328,-.0394432576632894,.2041080553642951,116,41
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,40,.0847013211253057,.0534689982621112,-.0200979154684321,.1895005577190436,116,42
total_cno4,all,ln_contratos,sdid,sdid_event_spec1,41,.0772786197505394,.0423626402850506,-.0057521552081597,.1603093947092386,116,43
