ym,exposure_group,ln_parados,ln_contratos,parados_contratos,parados,contratos,ln_total_parados,ln_total_contratos
2022m8,zero,4.7719288,4.5359378,.27934623,254921,178432,12.448709,12.091963
2022m8,middle,4.9565725,4.4377217,.52313906,125263,72855,11.738171,11.196226
2022m8,high,5.0065479,4.3863044,.72341543,171622,46210,12.05305,10.740952
2022m9,zero,4.7428541,4.8404427,-.033260744,257408,209816,12.458418,12.253986
2022m9,middle,4.9618759,4.9382591,.043702029,120939,112444,11.703042,11.630211
2022m9,high,4.9652162,4.7125359,.36129227,167874,63603,12.030969,11.060416
2022m10,zero,4.7221746,4.7079582,.044939894,254280,197222,12.446191,12.192085
2022m10,middle,4.9152284,4.7872019,.16699924,115230,100969,11.654685,11.522569
2022m10,high,5.0622001,4.6758356,.40030184,167606,62926,12.029371,11.049715
2022m11,zero,4.7151451,4.6910963,.10809548,251201,182403,12.434009,12.113974
2022m11,middle,4.909286,4.7034574,.24881306,112900,98321,11.634257,11.495993
2022m11,high,5.0110402,4.5753894,.48005843,164440,59555,12.010301,10.994656
2022m12,zero,4.7122812,4.4037595,.36744168,247568,148687,12.41944,11.909598
2022m12,middle,4.8539009,4.4505258,.46228129,111118,84663,11.618348,11.346434
2022m12,high,4.9608908,4.2843118,.76986098,160871,45478,11.988358,10.724984
2023m1,zero,4.7817655,4.6389117,.17371279,256692,154231,12.455632,11.946207
2023m1,middle,4.8484812,4.5509362,.33728641,113828,88046,11.642444,11.385614
2023m1,high,5.049686,4.4888725,.61791813,168052,48588,12.032029,10.791132
2023m2,zero,4.7680054,4.5958076,.23711057,255351,141149,12.450395,11.857572
2023m2,middle,4.9660997,4.5028353,.36900371,112724,75860,11.632698,11.236645
2023m2,high,5.0047574,4.5077882,.60885155,167315,46536,12.027634,10.747981
2023m3,zero,4.7191453,4.7427869,.028749475,248385,176308,12.422735,12.079988
2023m3,middle,4.9385195,4.7183332,.18158557,109285,89134,11.601714,11.397896
2023m3,high,4.9636755,4.6136312,.44684547,163031,55804,12.001696,10.929601
2023m4,zero,4.690877,4.5618563,.19944862,240384,153866,12.389993,11.943837
2023m4,middle,4.874227,4.5460944,.39590484,106077,78596,11.57192,11.272076
2023m4,high,4.9565697,4.4087486,.63449579,158962,46853,11.97642,10.75477
2023m5,zero,4.6422482,4.6198292,.048570383,233946,182973,12.362845,12.117094
2023m5,middle,4.8173203,4.6329169,.20952,103170,96591,11.544133,11.478241
2023m5,high,4.9448266,4.5526304,.48615271,155143,54654,11.952103,10.908777
2023m6,zero,4.6415954,4.6848664,.019162832,226600,181714,12.330941,12.110189
2023m6,middle,4.790266,4.6012306,.17914075,102574,86167,11.53834,11.364042
2023m6,high,4.940053,4.5667744,.4823257,151438,54439,11.927932,10.904836
2023m7,zero,4.6300745,4.5768032,.10808093,223473,173376,12.317046,12.063218
2023m7,middle,4.7803488,4.5468202,.272854,105231,73550,11.563913,11.205721
2023m7,high,4.968297,4.4131103,.68276018,151759,50360,11.930049,10.826953
2023m8,zero,4.6421757,4.3382711,.33776554,226204,144692,12.329192,11.882362
2023m8,middle,4.8279433,4.2915044,.62389624,108073,61885,11.590562,11.033033
2023m8,high,4.9910073,4.1377664,1.0086491,154744,37899,11.949528,10.54268
2023m9,zero,4.6389184,4.6466169,.054652844,226643,173396,12.331131,12.063334
2023m9,middle,4.7611613,4.5517344,.20942697,104150,89132,11.553588,11.397874
2023m9,high,4.9379072,4.5648289,.53748924,152087,51364,11.932208,10.846693
2023m10,zero,4.6610532,4.6162996,.076507837,231920,177750,12.354148,12.088134
2023m10,middle,4.7574406,4.6412182,.24125943,104243,88579,11.55448,11.39165
2023m10,high,4.9764147,4.4866371,.55999476,155438,56551,11.954002,10.942898
2023m11,zero,4.65133,4.5357723,.14725,230116,168033,12.346339,12.031916
2023m11,middle,4.8234873,4.5364614,.35698029,102927,91618,11.541776,11.425383
2023m11,high,4.9729743,4.4438338,.62767941,152633,57245,11.935792,10.955095
2023m12,zero,4.6569209,4.3036041,.40856075,228210,137214,12.338021,11.829297
2023m12,middle,4.7796741,4.2831049,.65046757,102295,76414,11.535616,11.243921
2023m12,high,4.9756746,4.122211,.9885788,150885,41403,11.924273,10.631108
2024m1,zero,4.6830444,4.603467,.12114892,235445,154281,12.369232,11.946531
2024m1,middle,4.8320351,4.5334578,.34170368,105142,79437,11.563067,11.28272
2024m1,high,5.0057688,4.4644885,.69564599,156454,48879,11.960517,10.797103
2024m2,zero,4.6433301,4.5803366,.12088776,234145,146606,12.363696,11.895504
2024m2,middle,4.838388,4.5266047,.38248709,103636,76963,11.54864,11.251081
2024m2,high,4.9893622,4.4768834,.66253537,154927,48378,11.950709,10.7868
2024m3,zero,4.6138144,4.5109057,.15723041,229643,146538,12.344281,11.895041
2024m3,middle,4.836616,4.5100217,.41952002,101776,72689,11.53053,11.193945
2024m3,high,5.0192075,4.3850803,.72734773,151929,46745,11.931169,10.752462
2024m4,zero,4.5780487,4.5672665,.048638012,223729,164455,12.318191,12.010392
2024m4,middle,4.800045,4.5110312,.29980171,98758,82555,11.500427,11.32122
2024m4,high,5.0027361,4.487999,.60382688,148833,51549,11.91058,10.850288
2024m6,zero,4.5486493,4.5431504,.062978491,210671,165378,12.258053,12.015989
2024m6,middle,4.8305149,4.4836159,.3335489,95142,75349,11.463126,11.229886
2024m6,high,4.9481368,4.3871517,.65820479,142386,48843,11.866297,10.796367
2024m7,zero,4.5341992,4.5796986,-.0057088216,207899,182322,12.244807,12.113529
2024m7,middle,4.7780595,4.4941502,.30112761,97942,74743,11.49213,11.221811
2024m7,high,4.9869304,4.4229527,.66456473,142947,51417,11.870229,10.847724
2024m8,zero,4.562324,4.2690792,.34814954,210875,135772,12.259021,11.818732
2024m8,middle,4.8091397,4.1874337,.69959742,100784,58053,11.520735,10.969111
2024m8,high,5.0351405,3.9208813,1.1647643,146062,35385,11.891787,10.474043
2024m9,zero,4.5694418,4.6336961,-.033356808,209898,175491,12.254377,12.075343
2024m9,middle,4.7648549,4.6582551,.14704996,96492,89043,11.477216,11.396874
2024m9,high,4.9982433,4.5216537,.59613925,143715,54632,11.875587,10.908375
2024m10,zero,4.5778785,4.6757894,-.044346884,214184,191620,12.27459,12.16327
2024m10,middle,4.8006558,4.5596967,.20086735,96050,95027,11.472624,11.461916
2024m10,high,5.0033522,4.5132451,.57001239,144487,57737,11.880945,10.963654
2024m11,zero,4.5795722,4.5384903,.097688586,212735,159832,12.267802,11.981878
2024m11,middle,4.7627335,4.465189,.34157276,94893,90275,11.460505,11.410616
2024m11,high,5.0055537,4.3625422,.74504519,143744,49922,11.87579,10.818217
2024m12,zero,4.5837121,4.2985516,.35166082,211064,141094,12.259916,11.857182
2024m12,middle,4.7734351,4.3435926,.5665257,94208,81723,11.45326,11.31109
2024m12,high,4.9951005,4.2004013,.96234792,142327,41566,11.865883,10.635037
2025m1,zero,4.5912127,4.555922,.081481457,215565,152647,12.281017,11.935884
2025m1,middle,4.7114639,4.4562321,.34440455,95844,83026,11.470477,11.326909
2025m1,high,5.025033,4.418005,.70954889,146521,46966,11.894924,10.757179
2025m2,zero,4.5622902,4.4272075,.16800505,214716,139151,12.277072,11.843315
2025m2,middle,4.6918941,4.3860693,.37705976,94628,74539,11.457708,11.219078
2025m2,high,5.0330186,4.4133101,.74153417,145804,44718,11.890018,10.708132
2025m3,zero,4.5480061,4.517911,.094815783,212625,152395,12.267285,11.934231
2025m3,middle,4.6829205,4.4834547,.2777673,93576,73614,11.446529,11.206591
2025m3,high,5.0237541,4.5012517,.65671927,144372,49145,11.880149,10.80253
2025m4,zero,4.5225062,4.4654741,.13221471,206654,148725,12.238801,11.909854
2025m4,middle,4.6612039,4.4408703,.30725819,90873,72289,11.417218,11.188427
2025m4,high,5.0022907,4.3934188,.70941448,140970,45242,11.856302,10.719781
2025m5,zero,4.4976492,4.5200276,.0061278366,199766,171584,12.204902,12.052828
2025m5,middle,4.7296524,4.5172648,.2900961,88339,82731,11.388937,11.32335
2025m5,high,4.941164,4.4035211,.63053548,138264,49173,11.83692,10.8031
2025m6,zero,4.4634805,4.5616698,-.025385154,192970,175325,12.17029,12.074397
2025m6,middle,4.6944594,4.5284157,.22886306,87070,80470,11.374468,11.29564
2025m6,high,4.9025636,4.3904142,.67691886,135438,50273,11.816269,10.825223
2025m7,zero,4.4690123,4.5561137,-.043247838,192544,188394,12.16808,12.146291
2025m7,middle,4.7370677,4.4992414,.24722441,90464,75206,11.412707,11.227986
2025m7,high,4.9785695,4.4602976,.62333167,137497,50735,11.831357,10.834372
2025m8,zero,4.4863315,4.2274537,.30973971,195022,135939,12.180867,11.819962
2025m8,middle,4.8138342,4.1513085,.73333633,93366,55243,11.444283,10.919497
2025m8,high,4.976191,4.043334,1.1522061,139855,35076,11.848361,10.465272
2025m9,zero,4.4569664,4.6410885,-.13724463,192691,187148,12.168843,12.139655
2025m9,middle,4.6902814,4.6787291,.093037963,85627,91274,11.357756,11.421621
2025m9,high,4.9473176,4.572587,.51772779,137180,55797,11.829049,10.929476
2025m10,zero,4.4855418,4.6203032,-.069638602,195505,187516,12.183341,12.14162
2025m10,middle,4.729825,4.6229615,.16056503,87995,93655,11.385036,11.447373
2025m10,high,4.9904494,4.5305662,.53711319,137482,56022,11.831248,10.933499
2025m11,zero,4.4865475,4.5284433,.039411027,194165,162331,12.176463,11.997393
2025m11,middle,4.7676144,4.3674483,.3881222,86998,81653,11.37364,11.310234
2025m11,high,4.9504333,4.4303074,.7182163,135511,48304,11.816808,10.78527
2025m12,zero,4.5473251,4.2633762,.32990286,193644,148795,12.173777,11.910325
2025m12,middle,4.7600746,4.2426009,.53109777,87094,80407,11.374743,11.294856
2025m12,high,5.0071597,4.1826081,.91071266,134868,42517,11.812052,10.65766
2026m1,zero,4.5258088,4.4773331,.0866317,197288,151095,12.19242,11.925664
2026m1,middle,4.754384,4.417191,.36214143,88143,75168,11.386716,11.227481
2026m1,high,5.0049443,4.3920894,.7206499,138064,43296,11.835473,10.675816
2026m2,zero,4.5202713,4.4280849,.12390364,197201,142953,12.191978,11.870271
2026m2,middle,4.7358904,4.4072819,.32677418,87164,73849,11.375546,11.209778
2026m2,high,4.9724202,4.3452191,.81394947,137729,43237,11.833043,10.674452
2026m3,zero,4.5028448,4.5543466,-.013055877,194681,167709,12.179117,12.029985
2026m3,middle,4.7378883,4.647737,.17831206,86223,83585,11.364693,11.333619
2026m3,high,4.9878969,4.4760051,.66197157,136847,50103,11.826619,10.821836
