sample,subgroup,outcome,estimator,spec_id,event_time,estimate,se,ci_low,ci_high,p_value,row
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,26,.0432483046462142,.0610052613654528,-.0763220076300733,.1628186169225018,116,28
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,27,.0441365748314921,.0621635446862333,-.0777039727535251,.1659771224165094,116,29
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,28,.057536645838641,.0616235836299156,-.0632455780759936,.1783188697532757,116,30
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,29,.0864418541086502,.0519632171122922,-.0154060514314425,.188289759648743,116,31
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,30,.0195612438825359,.060063882857637,-.0981639665184326,.1372864542835043,116,32
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,31,.0781383896753384,.0507752616249539,-.0213811231095713,.177657902460248,116,33
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,32,.124002614096775,.0540598086823694,.0180453890793311,.229959839114219,116,34
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,33,.1448771277639895,.0558478023303707,.0354154351964629,.2543388203315161,116,35
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,34,.2301958247963654,.0665834642038864,.099692234956748,.3606994146359828,116,36
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,35,.0834056308748791,.0529835227480574,-.0204420737113134,.1872533354610715,116,37
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,36,.1043760655794046,.0652889985744834,-.0235903716265829,.2323425027853921,116,38
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,37,.0626544098986307,.0662990661354811,-.0672917597269123,.1926005795241737,116,39
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,38,.0405390898662135,.0640813008783958,-.0850602598554422,.1661384395878691,116,40
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,39,.0741779765584791,.075742853723249,-.0742780167390888,.2226339698560471,116,41
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,40,.0788365480650394,.0641448228769281,-.0468873047737398,.2045604009038185,116,42
total_cno4,all,parados_contratos,sdid,sdid_event_spec1,41,.0986633090730191,.0513855393346208,-.0020523480228377,.199378966168876,116,43
