ym,exposure_group,ln_parados,ln_contratos,parados_contratos,parados,contratos,ln_total_parados,ln_total_contratos
2024m11,middle,4.2002921,3.7526004,.69530326,51554,43308,10.850385,10.676093
2024m11,high,4.445334,3.5267599,1.0519168,80681,18989,11.298259,9.851615
2024m12,zero,4.1396365,3.5912271,.64328557,125327,66591,11.738682,11.106325
2024m12,middle,4.1941748,3.580148,.92693782,51463,39644,10.848619,10.587695
2024m12,high,4.5178552,3.3953912,1.2359526,79705,15799,11.286088,9.6677017
2025m1,zero,4.170774,3.8300734,.44411346,126853,73640,11.750784,11.206944
2025m1,middle,4.2402673,3.7298863,.72184008,51903,39189,10.857132,10.576152
2025m1,high,4.5232415,3.5674109,1.0260189,81444,18163,11.307671,9.8071423
2025m2,zero,4.1793385,3.7644095,.49724427,126076,65760,11.74464,11.093767
2025m2,middle,4.1882396,3.6802459,.8020941,51409,34757,10.847569,10.456137
2025m2,high,4.5251393,3.4470837,1.1759769,81032,17119,11.302599,9.7479439
2025m3,zero,4.1769967,3.7862849,.46556848,125165,70517,11.737389,11.16361
2025m3,middle,4.2462754,3.8112726,.64695364,50953,33648,10.838659,10.423709
2025m3,high,4.5175433,3.5683837,1.065163,80000,18721,11.289782,9.8374014
2025m4,zero,4.1289763,3.7949538,.4688586,122246,67744,11.713791,11.123491
2025m4,middle,4.2355433,3.776377,.74393266,49563,32866,10.811,10.400194
2025m4,high,4.5084324,3.5385354,1.077314,78425,17349,11.269898,9.7612906
2025m5,zero,4.0975232,3.8273013,.38353303,118273,78102,11.680751,11.265771
2025m5,middle,4.2391477,3.8415031,.70396739,48292,37939,10.785021,10.543735
2025m5,high,4.4503641,3.5665972,1.0216312,76885,18911,11.250066,9.8474989
2025m6,zero,4.0545621,3.7771151,.36152336,114790,78370,11.65086,11.269197
2025m6,middle,4.2217379,3.7283733,.68957204,47818,36723,10.775157,10.511159
2025m6,high,4.4387212,3.4260397,1.1080042,75550,18543,11.23255,9.8278475
2025m7,zero,4.097096,3.8764081,.36703786,113677,86393,11.641116,11.366662
2025m7,middle,4.2546811,3.7369099,.74473655,48804,33862,10.795568,10.430049
2025m7,high,4.4575019,3.5100784,1.0504663,76272,18877,11.242062,9.8456993
2025m8,zero,4.0931234,3.5677042,.70909256,114361,62293,11.647116,11.039604
2025m8,middle,4.2846136,3.3833618,1.1159173,49434,24956,10.808393,10.124869
2025m8,high,4.4549422,3.0969746,1.5474072,77294,12981,11.255372,9.471242
2025m9,zero,4.0624466,3.8872666,.2658056,113338,86377,11.63813,11.366477
2025m9,middle,4.2669926,3.8720133,.47059798,46000,41361,10.736397,10.630094
2025m9,high,4.4164443,3.7163498,.90244371,75997,21284,11.238449,9.9657106
2025m10,zero,4.0943565,3.9175782,.26856139,115092,86506,11.653487,11.36797
2025m10,middle,4.2566438,3.9673104,.39664435,47323,42140,10.764751,10.648752
2025m10,high,4.4666605,3.6836736,.91380006,75838,21436,11.236355,9.972827
2025m11,zero,4.0965767,3.7306826,.45094162,114422,73856,11.647649,11.209872
2025m11,middle,4.2475147,3.6388304,.69785535,46777,36616,10.753147,10.508241
2025m11,high,4.4210234,3.4917493,1.0970922,75041,18380,11.22579,9.8190184
2025m12,zero,4.1250033,3.5868032,.62464678,114426,66961,11.647683,11.111866
2025m12,middle,4.2652249,3.619482,.89012271,46904,35869,10.755858,10.487629
2025m12,high,4.4074702,3.3796451,1.2323329,74573,15904,11.219534,9.6743259
2026m1,zero,4.109499,3.7691317,.44444346,115256,69676,11.654911,11.151611
2026m1,middle,4.2761397,3.658093,.68069899,47293,33274,10.764117,10.412532
2026m1,high,4.4492598,3.4510527,1.1193982,75861,16160,11.236658,9.6902943
2026m2,zero,4.0857363,3.6955752,.48600733,114849,64642,11.651374,11.07662
2026m2,middle,4.2325816,3.6165991,.76312524,46958,32725,10.757009,10.395895
2026m2,high,4.4885931,3.4422264,1.1654184,75376,16220,11.230245,9.6940002
2026m3,zero,4.082819,3.7908409,.3526738,113503,74732,11.639585,11.221663
2026m3,middle,4.2324653,3.77881,.5948174,46528,37030,10.747809,10.519484
2026m3,high,4.4737592,3.5343471,1.0627396,74453,18830,11.217923,9.8432064
