sample,subgroup,outcome,estimator,spec_id,event_time,estimate,se,ci_low,ci_high,p_value,row
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-20,-.0042839348654474,.0019929106103144,-.0081900396616636,-.0003778300692312,4388,62
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-19,-.0046608774878715,.0022828798492789,-.0091353219924581,-.0001864329832848,4388,61
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-18,-.0058968376402685,.0020359929564707,-.0098873838349511,-.0019062914455859,4388,60
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-17,-.0043659722756044,.0022985704446597,-.0088711703471374,.0001392257959285,4388,59
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-16,-.0039854619950214,.002547132927772,-.0089778425334546,.0010069185434118,4388,58
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-15,.0070858900053342,.0023733077773717,.0024342067616857,.0117375732489827,4388,57
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-14,.006134352093523,.0028558019049479,.0005369803598251,.0117317238272208,4388,56
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-13,.005808300442269,.0026303506430348,.0006528131819207,.0109637877026173,4388,55
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-12,-.0027352290646492,.0023442384579125,-.0073299364421578,.0018594783128594,4388,54
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-11,-.0013763792016472,.0029095993288389,-.0070791938861715,.004326435482877,4388,53
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-10,-.013115808732993,.0030379805568574,-.0190702506244335,-.0071613668415525,4388,52
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-9,-.0010472369824456,.0022107308703819,-.0053802694883942,.003285795523503,4388,51
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-8,.0006153150735465,.0022194887322484,-.0037348828416603,.0049655129887533,4388,50
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-7,-.0090261165822355,.0024700122911059,-.0138673406728031,-.0041848924916679,4388,49
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-6,-.0063867935636234,.003018987865093,-.0123040097792057,-.0004695773480411,4388,48
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-5,-.0123260134301535,.0026091006894937,-.0174398507815611,-.0072121760787459,4388,47
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-4,-.0046629122688436,.0023634032342069,-.0092951826078891,-.0000306419297982,4388,46
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-3,.0045903093657753,.0030209134493347,-.0013306809949207,.0105112997264713,4388,45
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-2,.0074821074259142,.0025572816946762,.0024698353043488,.0124943795474795,4388,44
province_cno4,all,ln_parados,sdid,sdid_event_spec1,-1,.0061933894778311,.0017299570084792,.0028026737412118,.0095841052144504,4388,43
province_cno4,all,ln_parados,sdid,sdid_event_spec1,0,.0086890642048023,.0044806004201168,-.0000929126186266,.0174710410282312,4388,2
province_cno4,all,ln_parados,sdid,sdid_event_spec1,1,.0090648046204755,.0051375292840507,-.0010047527762639,.019134362017215,4388,3
province_cno4,all,ln_parados,sdid,sdid_event_spec1,2,.0121887730315657,.0058368107483342,.0007486239648307,.0236289220983008,4388,4
province_cno4,all,ln_parados,sdid,sdid_event_spec1,3,.015133139597477,.0054856832538907,.0043812004198513,.0258850787751027,4388,5
province_cno4,all,ln_parados,sdid,sdid_event_spec1,4,.014815822324634,.0052963032002902,.0044350680520651,.0251965765972028,4388,6
province_cno4,all,ln_parados,sdid,sdid_event_spec1,5,.0211657574164833,.0058500698166817,.0096996205757872,.0326318942571794,4388,7
province_cno4,all,ln_parados,sdid,sdid_event_spec1,6,.0131397143172191,.0062349532607445,.0009192059261599,.0253602227082782,4388,8
province_cno4,all,ln_parados,sdid,sdid_event_spec1,7,.016496354067389,.0063600580136245,.0040306403606851,.028962067774093,4388,9
province_cno4,all,ln_parados,sdid,sdid_event_spec1,8,.0239612100036157,.0066191587921271,.0109876587710465,.0369347612361849,4388,10
province_cno4,all,ln_parados,sdid,sdid_event_spec1,9,.0462337216281764,.0068324652716858,.0328420896956722,.0596253535606806,4388,11
province_cno4,all,ln_parados,sdid,sdid_event_spec1,10,.0568803447446423,.0067067346564156,.0437351448180677,.0700255446712169,4388,12
province_cno4,all,ln_parados,sdid,sdid_event_spec1,11,.0630654078849585,.0078384931223874,.0477019613650791,.0784288544048379,4388,13
province_cno4,all,ln_parados,sdid,sdid_event_spec1,12,.0562935077086371,.0072611134685346,.0420617253103093,.0705252901069648,4388,14
province_cno4,all,ln_parados,sdid,sdid_event_spec1,13,.0560903720343431,.0069532590056526,.0424619843832639,.0697187596854223,4388,15
province_cno4,all,ln_parados,sdid,sdid_event_spec1,14,.0481416958105138,.0073601435256075,.033715814500323,.0625675771207045,4388,16
province_cno4,all,ln_parados,sdid,sdid_event_spec1,15,.0376613977472485,.0076368954988559,.0226930825694909,.0526297129250062,4388,17
province_cno4,all,ln_parados,sdid,sdid_event_spec1,16,.0248943766733759,.0078087723064879,.0095891829526595,.0401995703940923,4388,18
province_cno4,all,ln_parados,sdid,sdid_event_spec1,17,.0201455566858038,.0074105728744172,.005620833851946,.0346702795196615,4388,19
province_cno4,all,ln_parados,sdid,sdid_event_spec1,18,.0196944802200356,.0084983161669328,.0030377805328473,.0363511799072239,4388,20
province_cno4,all,ln_parados,sdid,sdid_event_spec1,19,.0330554323028958,.0079219629825443,.017528384857109,.0485824797486826,4388,21
province_cno4,all,ln_parados,sdid,sdid_event_spec1,20,.0487246367396512,.0081500962090661,.0327504481698816,.0646988253094208,4388,22
province_cno4,all,ln_parados,sdid,sdid_event_spec1,21,.0628481083643206,.0085318383475062,.0461257052032084,.0795705115254328,4388,23
province_cno4,all,ln_parados,sdid,sdid_event_spec1,22,.0590309250313236,.0087410068090549,.0418985516855759,.0761632983770713,4388,24
province_cno4,all,ln_parados,sdid,sdid_event_spec1,23,.0527863748881016,.0090920456015311,.0349659655091006,.0706067842671025,4388,25
province_cno4,all,ln_parados,sdid,sdid_event_spec1,24,.0638097063738899,.0083556673428024,.0474325983819972,.0801868143657827,4388,26
province_cno4,all,ln_parados,sdid,sdid_event_spec1,25,.0584235603438912,.0078731253980158,.0429922345637802,.0738548861240022,4388,27
province_cno4,all,ln_parados,sdid,sdid_event_spec1,26,.0579116142642074,.0083458702482017,.0415537085777321,.0742695199506828,4388,28
province_cno4,all,ln_parados,sdid,sdid_event_spec1,27,.0616116788087718,.0096490472788368,.0426995461422516,.080523811475292,4388,29
province_cno4,all,ln_parados,sdid,sdid_event_spec1,28,.0566519390187277,.0090533352912833,.0389074018478124,.0743964761896429,4388,30
province_cno4,all,ln_parados,sdid,sdid_event_spec1,29,.0533254473417475,.009252715429455,.0351901251000157,.0714607695834793,4388,31
province_cno4,all,ln_parados,sdid,sdid_event_spec1,30,.0503982640751537,.0095672449392311,.0316464639942607,.0691500641560466,4388,32
province_cno4,all,ln_parados,sdid,sdid_event_spec1,31,.066991478015101,.0085551230893771,.0502234367599218,.0837595192702802,4388,33
province_cno4,all,ln_parados,sdid,sdid_event_spec1,32,.0826644159786404,.0092986575972835,.0644390470879648,.100889784869316,4388,34
province_cno4,all,ln_parados,sdid,sdid_event_spec1,33,.095335818648227,.0094293557467195,.0768542813846568,.1138173559117973,4388,35
province_cno4,all,ln_parados,sdid,sdid_event_spec1,34,.1008666933873671,.0093003042146296,.0826380971266931,.1190952896480411,4388,36
province_cno4,all,ln_parados,sdid,sdid_event_spec1,35,.0921928420586222,.0092426934036236,.07407716298752,.1103085211297244,4388,37
province_cno4,all,ln_parados,sdid,sdid_event_spec1,36,.0942775909541016,.010306209971404,.0740774194101497,.1144777624980535,4388,38
province_cno4,all,ln_parados,sdid,sdid_event_spec1,37,.0799292570077119,.0098442396882863,.0606345472186708,.099223966796753,4388,39
province_cno4,all,ln_parados,sdid,sdid_event_spec1,38,.0912483798081701,.0103437228467236,.0709746830285919,.1115220765877484,4388,40
province_cno4,all,ln_parados,sdid,sdid_event_spec1,39,.0974615412992214,.0106558399570277,.076576094983447,.1183469876149957,4388,41
province_cno4,all,ln_parados,sdid,sdid_event_spec1,40,.1002823981843071,.0101890904253561,.0803117809506091,.1202530154180051,4388,42
