ym,exposure_group,ln_parados,ln_contratos,parados_contratos,parados,contratos,ln_total_parados,ln_total_contratos
2022m2,zero,3.4771342,4.2364569,-.72096461,107222,150996,11.582657,11.925009
2022m2,middle,3.6471264,3.9596059,-.56287855,45697,65791,10.729788,11.094238
2022m2,high,3.7784472,4.0262656,-.21506724,60499,45594,11.010382,10.727531
2022m3,zero,3.5884824,4.336349,-.82517642,110917,173390,11.616537,12.063298
2022m3,middle,3.6267447,4.2266321,-.78125191,46952,77110,10.756881,11.252988
2022m3,high,3.8126695,4.1885862,-.3783839,61686,56106,11.029812,10.934999
2022m4,zero,3.6031849,4.0934844,-.60698473,105656,165841,11.567944,12.018785
2022m4,middle,3.4103928,4.064178,-.64407933,43860,62776,10.688758,11.047328
2022m4,high,3.7929044,3.9726484,-.21551819,58866,51670,10.983019,10.852633
2022m5,zero,3.4736252,4.3333807,-.9854154,95906,197517,11.471124,12.19358
2022m5,middle,3.2428017,4.2155347,-1.0951823,39282,78851,10.578522,11.275315
2022m5,high,3.5005074,4.1721091,-.61145246,51298,56674,10.845407,10.945071
2022m6,zero,3.4993267,4.4894843,-1.1317616,94202,264086,11.453197,12.48403
2022m6,middle,3.4094598,4.3763614,-1.1032888,40625,91928,10.612139,11.428761
2022m6,high,3.634536,4.3245077,-.77026802,52106,83878,10.861035,11.337119
2022m7,zero,3.3698268,4.5154305,-1.2798043,87575,272265,11.380251,12.514531
2022m7,middle,3.2581005,4.3534079,-1.2823492,39570,80995,10.585827,11.302143
2022m7,high,3.5628805,4.2839293,-.8976016,47867,83433,10.776181,11.3318
2022m8,zero,3.5039945,4.2106438,-.79596531,91448,180087,11.423526,12.101195
2022m8,middle,3.4401693,3.9777288,-.67445546,41912,58203,10.643328,10.971692
2022m8,high,3.60098,3.8546729,-.34350559,51113,54256,10.841794,10.901469
2022m9,zero,3.5059979,4.3694406,-.98237526,98922,199274,11.502087,12.202436
2022m9,middle,3.3431301,4.3547249,-1.1596795,42980,86273,10.66849,11.365272
2022m9,high,3.80018,4.316854,-.74905699,54020,67881,10.89711,11.125511
2022m10,zero,3.523767,4.2468262,-.78280616,99770,184474,11.510623,12.125264
2022m10,middle,3.4556031,4.3101168,-.86814988,42372,74454,10.654243,11.217937
2022m10,high,3.7409792,4.2542591,-.50763226,55989,62172,10.932911,11.03766
2022m11,zero,3.4743795,4.1871653,-.70640498,98293,159168,11.495708,11.977715
2022m11,middle,3.4910131,4.0530782,-.65924007,41397,71813,10.630963,11.181821
2022m11,high,3.7043953,4.1091671,-.34776852,54995,61543,10.914997,11.027492
2022m12,zero,3.439465,4.0558772,-.50007284,92572,134294,11.435742,11.807787
2022m12,middle,3.4866273,3.8550851,-.47829852,39044,61285,10.572445,11.023291
2022m12,high,3.7651904,3.9064374,-.10617189,51893,51000,10.856939,10.839581
2023m1,zero,3.5038466,4.019228,-.52150261,97466,120946,11.487259,11.703099
2023m1,middle,3.572988,3.997319,-.5640707,40014,57679,10.596985,10.962648
2023m1,high,3.7244866,4.0662866,-.29343411,54040,46845,10.89748,10.7546
2023m2,zero,3.5312691,4.0563784,-.48503599,102267,115396,11.535342,11.656125
2023m2,middle,3.5421324,4.0938044,-.53424728,41675,50122,10.637657,10.822215
2023m2,high,3.8390274,3.9575846,-.18317017,58074,40903,10.969473,10.618958
2023m3,zero,3.5183694,4.1895366,-.63119245,101701,145730,11.529793,11.889511
2023m3,middle,3.6524625,4.0899439,-.6599521,41585,59956,10.635495,11.001367
2023m3,high,3.7654696,4.0989027,-.31048962,57505,48005,10.959627,10.77906
2023m4,zero,3.422442,4.1000619,-.67898166,93135,138517,11.441805,11.838748
2023m4,middle,3.4745495,3.872679,-.71093041,37521,55514,10.532656,10.924391
2023m4,high,3.5949187,3.9053416,-.32381994,50294,43412,10.825641,10.678492
2023m5,zero,3.3656182,4.2642546,-.9347018,88879,174641,11.395031,12.070488
2023m5,middle,3.4709404,4.1793342,-1.0111804,36145,73236,10.495294,11.201443
2023m5,high,3.614979,4.0700455,-.47389901,48458,54368,10.788453,10.903531
2023m6,zero,3.3010023,4.4631891,-1.1897529,85741,239575,11.359086,12.386621
2023m6,middle,3.4312406,4.5016189,-1.3558254,35476,82292,10.476612,11.318029
2023m6,high,3.6250374,4.2616386,-.79392701,47398,81076,10.766335,11.303143
2023m7,zero,3.3453569,4.5296988,-1.159657,83751,252977,11.335604,12.441053
2023m7,middle,3.4174769,4.296803,-1.1274873,36097,76692,10.493965,11.247553
2023m7,high,3.7256455,4.1883831,-.60571957,48356,83848,10.786345,11.336761
2023m8,zero,3.4048479,4.0657086,-.67178863,85120,162885,11.351817,12.0008
2023m8,middle,3.5737555,4.1548576,-.6472162,37114,51860,10.521749,10.856303
2023m8,high,3.8872981,3.899847,-.0089658136,50934,49685,10.838286,10.813458
2023m9,zero,3.5406308,4.2747345,-.79379737,93424,179719,11.444903,12.09915
2023m9,middle,3.6371031,4.3840947,-.82089305,39727,72302,10.589787,11.188607
2023m9,high,3.966326,4.1981745,-.34218457,56287,61359,10.938219,11.024497
2023m10,zero,3.5497117,4.1302495,-.62354952,97936,181584,11.492069,12.109473
2023m10,middle,3.6666648,4.3708153,-.73485124,40791,69756,10.616217,11.152759
2023m10,high,4.0859447,4.2285542,-.25235566,58296,63303,10.973289,11.055688
2023m11,zero,3.5556774,4.1697531,-.57978642,96185,157212,11.474029,11.96535
2023m11,middle,3.662467,4.0984564,-.49947029,39998,69888,10.596584,11.154649
2023m11,high,3.9992409,4.1463089,-.19483043,56465,65538,10.941377,11.090385
2023m12,zero,3.5165849,3.8907769,-.34672332,91064,138050,11.419318,11.835371
2023m12,middle,3.6288228,4.0216212,-.33294731,37740,59806,10.538476,10.998861
2023m12,high,3.8923132,3.8699746,.081206471,53029,50327,10.878594,10.826297
2024m1,zero,3.5009565,4.0963717,-.57017064,95417,136391,11.466012,11.823281
2024m1,middle,3.6330359,4.1300812,-.47676191,38899,55885,10.568724,10.931051
2024m1,high,3.8188298,4.0436778,-.13289495,54635,48434,10.90843,10.787957
2024m2,zero,3.6022484,4.0823326,-.51085275,97970,127825,11.492416,11.758417
2024m2,middle,3.5655134,4.0488758,-.54780716,39743,55633,10.590189,10.926532
2024m2,high,3.9363954,4.03438,-.092660651,56445,44517,10.941022,10.703627
2024m3,zero,3.5834327,4.0265961,-.46384659,96204,137611,11.474226,11.832186
2024m3,middle,3.5663679,3.8857324,-.44825706,38841,54238,10.567232,10.901137
2024m3,high,3.9264669,4.0189638,-.036717474,55848,46138,10.930389,10.739392
2024m4,zero,3.4859405,4.1538968,-.71537971,89040,157320,11.396841,11.966037
2024m4,middle,3.4102054,4.0452828,-.73553741,35208,63000,10.469028,11.05089
2024m4,high,3.799298,4.0401149,-.33935964,49332,49951,10.806328,10.818798
2024m6,zero,3.4408462,4.3926578,-1.102005,80574,229844,11.296931,12.345156
2024m6,middle,3.3649735,4.2242436,-1.113717,33021,79344,10.404899,11.281549
2024m6,high,3.7146435,4.3523011,-.70912194,45862,84116,10.733392,11.339952
2024m7,zero,3.4499514,4.5646033,-1.1892642,78571,279692,11.271758,12.541444
2024m7,middle,3.4129169,4.3780007,-1.14443,33644,82453,10.42359,11.319983
2024m7,high,3.7446349,4.2363019,-.57348102,46865,93043,10.755027,11.440817
2024m8,zero,3.4677947,4.0818152,-.57581502,79721,160475,11.286288,11.985893
2024m8,middle,3.4161501,3.9331012,-.5516544,34225,52041,10.440712,10.859787
2024m8,high,3.8413441,3.9096961,.056197621,48342,51303,10.786056,10.845505
2024m9,zero,3.5656738,4.352293,-.83649838,86861,191526,11.372065,12.162779
2024m9,middle,3.6528225,4.4572287,-.82948422,36634,75981,10.508732,11.238238
2024m9,high,3.968704,4.4850869,-.36488095,53524,67245,10.887885,11.116098
2024m10,zero,3.6070402,4.3172112,-.74542993,91792,208634,11.42728,12.248337
2024m10,middle,3.6856997,4.3070397,-.67617774,38112,80757,10.548285,11.2992
2024m10,high,4.0435519,4.3507857,-.29111737,55985,68837,10.932839,11.139497
2024m11,zero,3.5652773,4.1006351,-.56523204,91186,157041,11.420656,11.964262
2024m11,middle,3.735769,4.2241554,-.457113,37483,73349,10.531643,11.202984
2024m11,high,3.9803958,4.0857477,.005099643,54260,58851,10.901543,10.982764
2024m12,zero,3.5183868,3.9681883,-.41754943,86547,152110,11.368443,11.93236
2024m12,middle,3.554934,3.9538281,-.29585472,35385,70457,10.474043,11.162758
2024m12,high,3.9143407,3.8843453,.1390996,50975,56762,10.83909,10.946622
2025m1,zero,3.5596807,4.1653142,-.54848868,88292,140328,11.388405,11.851738
2025m1,middle,3.5206835,4.0780396,-.54731005,35911,64625,10.488799,11.076357
2025m1,high,3.9429827,4.1324983,-.094464995,51891,51179,10.8569,10.843084
2025m2,zero,3.5943201,4.1780853,-.57269919,91503,128784,11.424127,11.765892
2025m2,middle,3.5276263,4.0338855,-.48882228,36580,58718,10.507257,10.980501
2025m2,high,3.961086,4.0853167,-.010197232,53622,44190,10.889714,10.696254
2025m3,zero,3.6006868,4.1729922,-.58345044,92265,143056,11.43242,11.870992
2025m3,middle,3.5951426,4.2291174,-.53561515,36989,59128,10.518375,10.98746
2025m3,high,3.9220526,4.0690889,-.1026705,54223,49011,10.900861,10.7998
2025m4,zero,3.4358873,4.1284056,-.68038017,83283,151185,11.33,11.92626
2025m4,middle,3.3689702,4.0742197,-.66328877,32698,57780,10.395069,10.964398
2025m4,high,3.6828356,4.0374708,-.27660593,47042,48647,10.758796,10.792345
2025m5,zero,3.4606855,4.2450066,-.82423097,79892,183857,11.288431,12.121914
2025m5,middle,3.3246562,4.2420392,-.96262658,31344,71952,10.352778,11.183755
2025m5,high,3.7019312,4.0514126,-.34973747,45111,56831,10.716882,10.947837
2025m6,zero,3.3832455,4.5166903,-1.2453407,75852,263590,11.236539,12.48215
2025m6,middle,3.3415773,4.4343648,-1.1887711,30867,90698,10.337443,11.415291
2025m6,high,3.6812789,4.3235588,-.61129105,44160,92367,10.695575,11.433525
2025m7,zero,3.3710902,4.5840144,-1.3017538,73545,299237,11.205653,12.608992
2025m7,middle,3.2579927,4.4977031,-1.2598625,30836,90138,10.336438,11.409097
2025m7,high,3.8203111,4.4272561,-.62220448,43789,96179,10.687138,11.473967
2025m8,zero,3.4081922,4.0776811,-.69161993,74954,167519,11.224629,12.028852
2025m8,middle,3.4218218,3.9807172,-.52690923,31795,53156,10.367064,10.880986
2025m8,high,3.8802822,3.8310363,.076856501,45749,51232,10.730926,10.84412
2025m9,zero,3.5190859,4.5383835,-1.0152128,82711,215439,11.323108,12.280433
2025m9,middle,3.5658939,4.4541721,-.87929916,33372,80247,10.415472,11.292865
2025m9,high,4.0861263,4.3218594,-.39916,51219,76924,10.843865,11.250573
2025m10,zero,3.5897546,4.3677311,-.81047386,88280,210031,11.388268,12.255011
2025m10,middle,3.6098089,4.2601409,-.66974765,35867,84435,10.487573,11.343738
2025m10,high,4.1350989,4.4012313,-.24179082,54388,71416,10.903899,11.176277
2025m11,zero,3.569335,4.2172966,-.62340623,86750,169249,11.370786,12.039126
2025m11,middle,3.6078541,4.1439357,-.51730609,35048,74512,10.464474,11.218716
2025m11,high,4.0645304,4.1196046,.012339995,52512,63221,10.868797,11.054392
2025m12,zero,3.5292158,4.0415292,-.49313763,82148,169173,11.316278,12.038677
2025m12,middle,3.585516,4.0377221,-.42791045,33296,75077,10.413193,11.22627
2025m12,high,4.0422921,4.0790067,.00063486426,48655,61538,10.79251,11.027411
2026m1,zero,3.5180829,4.1389298,-.622648,84544,143438,11.345027,11.873658
2026m1,middle,3.7318654,4.1507692,-.42326173,34045,62528,10.435438,11.043369
2026m1,high,4.028862,3.9890082,.0081296042,49983,50021,10.819438,10.820198
2026m2,zero,3.5677261,4.1991391,-.62448621,87853,138354,11.38342,11.837571
2026m2,middle,3.629384,4.0938611,-.45894998,35273,62003,10.470873,11.034938
2026m2,high,4.0142608,4.167263,-.0068095606,52562,47529,10.869749,10.769095
2026m3,zero,3.5497344,4.2340856,-.73672068,86990,172539,11.373549,12.058378
2026m3,middle,3.6548717,4.1954169,-.52804446,34889,71634,10.459927,11.179325
2026m3,high,4.0326476,4.1108451,-.084514253,52531,55328,10.869159,10.921035
