category,period,period_date,exposure_group,ln_parados,ln_contratos,ln_parados_contratos
30-39,2022-06,2022-06-01,middle,4.8503305094230535,4.731551371510729,0.13111580593717806
30-39,2022-06,2022-06-01,zero,4.73726091321307,4.862874441401033,-0.12878711677072788
30-39,2022-07,2022-07-01,high,4.9820604140791325,4.641611670981963,0.43665694193529675
30-39,2022-07,2022-07-01,middle,4.895665256714688,4.735655843724122,0.1854512637076697
30-39,2022-07,2022-07-01,zero,4.747604147734888,4.780424560336328,-0.03791926251922622
30-39,2022-08,2022-08-01,high,5.006548144543896,4.386304295278607,0.7234154084654264
30-39,2022-08,2022-08-01,middle,4.9565726746671155,4.437721619792519,0.523139080121493
30-39,2022-08,2022-08-01,zero,4.771928613983676,4.5359376311654405,0.2793462325786738
30-39,2022-09,2022-09-01,high,4.965216216064755,4.712535883642037,0.3612922570541967
30-39,2022-09,2022-09-01,middle,4.961875756055547,4.938258918311163,0.04370202504886739
30-39,2022-09,2022-09-01,zero,4.742854090554991,4.84044264423991,-0.033260747565224735
30-39,2022-10,2022-10-01,high,5.0621999138534965,4.67583537789385,0.40030183616016035
30-39,2022-10,2022-10-01,middle,4.915228307641426,4.7872020915585916,0.16699923638213002
30-39,2022-10,2022-10-01,zero,4.722174869236491,4.707958301707041,0.0449398891931793
30-39,2022-11,2022-11-01,high,5.011040261589647,4.575389390152853,0.480058438914879
30-39,2022-11,2022-11-01,middle,4.909286188540512,4.703457278649739,0.2488130703817921
30-39,2022-11,2022-11-01,zero,4.715145075850726,4.69109634311652,0.10809548396353912
30-39,2022-12,2022-12-01,high,4.96089093570693,4.284311592868636,0.7698609541133519
30-39,2022-12,2022-12-01,middle,4.853900908480779,4.450525825748653,0.46228128679334485
30-39,2022-12,2022-12-01,zero,4.712281026591613,4.403759388136781,0.36744167422426655
30-39,2023-01,2023-01-01,high,5.0496860401619035,4.488872690864438,0.6179181144052782
30-39,2023-01,2023-01-01,middle,4.8484811773394405,4.550936417395488,0.3372864089385379
30-39,2023-01,2023-01-01,zero,4.7817653163436225,4.638911668636603,0.17371278449615324
30-39,2023-02,2023-02-01,high,5.00475734511498,4.507788258519634,0.6088515785668094
30-39,2023-02,2023-02-01,middle,4.966099629064049,4.502835253295416,0.36900369924738186
30-39,2023-02,2023-02-01,zero,4.768005285424829,4.595807679510317,0.23711056712158005
30-39,2023-03,2023-03-01,high,4.963675274126964,4.613631222236061,0.44684547331266317
30-39,2023-03,2023-03-01,middle,4.938519237245277,4.7183331990329025,0.18158555635838491
30-39,2023-03,2023-03-01,zero,4.719145276329215,4.742786708566645,0.028749468797871405
30-39,2023-04,2023-04-01,high,4.956569466150707,4.408748737488943,0.6344957845607577
30-39,2023-04,2023-04-01,middle,4.8742268965949345,4.546094466874752,0.39590484227298073
30-39,2023-04,2023-04-01,zero,4.690876920199034,4.561856455620994,0.19944861053102714
30-39,2023-05,2023-05-01,high,4.944826473838082,4.552630344360516,0.4861526874834709
30-39,2023-05,2023-05-01,middle,4.817320195030463,4.632917018397179,0.2095199999186693
30-39,2023-05,2023-05-01,zero,4.642248345456478,4.619829321332248,0.04857038230418222
30-39,2023-06,2023-06-01,high,4.9400528833221395,4.566774266383496,0.4823257014509273
30-39,2023-06,2023-06-01,middle,4.790265878759917,4.601230425767913,0.17914075127193896
30-39,2023-06,2023-06-01,zero,4.641595384246199,4.684866529895752,0.019162829660263943
30-39,2023-07,2023-07-01,high,4.96829680587655,4.413110294161714,0.6827601703151558
30-39,2023-07,2023-07-01,middle,4.780348791161996,4.546820212669276,0.27285401470591175
30-39,2023-07,2023-07-01,zero,4.630074315942951,4.576803214129292,0.10808093558505288
30-39,2023-08,2023-08-01,high,4.991007317540132,4.137766372341947,1.0086490831086643
30-39,2023-08,2023-08-01,middle,4.827943442918804,4.2915042391056115,0.6238962561647932
30-39,2023-08,2023-08-01,zero,4.642175843057585,4.338271191222837,0.33776554236431516
30-39,2023-09,2023-09-01,high,4.937907277080471,4.56482862312633,0.5374892653671307
30-39,2023-09,2023-09-01,middle,4.761161237282202,4.551734283486175,0.209426953796027
30-39,2023-09,2023-09-01,zero,4.638918616266181,4.646616801836462,0.054652843679966284
30-39,2023-10,2023-10-01,high,4.976414487784353,4.486637210064513,0.5599947745595838
30-39,2023-10,2023-10-01,middle,4.75744070494202,4.641218038560862,0.2412594257897656
30-39,2023-10,2023-10-01,zero,4.661053062074513,4.616299756719308,0.07650784091239116
30-39,2023-11,2023-11-01,high,4.972974409069397,4.443833749144101,0.6276794281373139
30-39,2023-11,2023-11-01,middle,4.823487348784225,4.536461380278571,0.3569802773597709
30-39,2023-11,2023-11-01,zero,4.651329751727423,4.535772264506311,0.1472499946948409
30-39,2023-12,2023-12-01,high,4.9756747369711345,4.122211118587151,0.9885787808320711
30-39,2023-12,2023-12-01,middle,4.77967411747871,4.283104693031861,0.6504675486990091
30-39,2023-12,2023-12-01,zero,4.656920663480158,4.303603939708441,0.4085607439224777
30-39,2024-01,2024-01-01,high,5.005768564628908,4.464488555751105,0.6956459660497434
30-39,2024-01,2024-01-01,middle,4.832034923048027,4.533457539637009,0.3417036791337255
30-39,2024-01,2024-01-01,zero,4.683044272346694,4.603467036864453,0.12114891670770038
30-39,2024-02,2024-02-01,high,4.989362213803041,4.476883428217701,0.6625353757806255
30-39,2024-02,2024-02-01,middle,4.838387943066394,4.526604853891896,0.3824871023289241
30-39,2024-02,2024-02-01,zero,4.643330190975688,4.58033655347364,0.12088776320302436
30-39,2024-03,2024-03-01,high,5.019207660257775,4.385080109506636,0.7273477338333507
30-39,2024-03,2024-03-01,middle,4.836616032952669,4.510021803561508,0.4195200032669345
30-39,2024-03,2024-03-01,zero,4.613814245118642,4.510905774554225,0.15723040761967944
30-39,2024-04,2024-04-01,high,5.002736229587005,4.487998711452469,0.6038268562614083
30-39,2024-04,2024-04-01,middle,4.800045054009129,4.511030984281472,0.2998017052843148
30-39,2024-04,2024-04-01,zero,4.578048787115781,4.5672665034950635,0.04863800869442069
30-39,2024-06,2024-06-01,high,4.948136997834294,4.387151869388098,0.6582047714724878
30-39,2024-06,2024-06-01,middle,4.8305149576206015,4.483615690372681,0.3335489092675732
30-39,2024-06,2024-06-01,zero,4.548649130655662,4.543150558235362,0.06297848857201398
30-39,2024-07,2024-07-01,high,4.986930293621339,4.422952401673743,0.6645647179723284
30-39,2024-07,2024-07-01,middle,4.778059306869303,4.494150316357525,0.3011276240436708
30-39,2024-07,2024-07-01,zero,4.534199366744428,4.579698508741562,-0.005708819793180148
30-39,2024-08,2024-08-01,high,5.035140674565947,3.9208812520678276,1.1647642291000095
30-39,2024-08,2024-08-01,middle,4.809139511135003,4.18743351969657,0.69959744372962
30-39,2024-08,2024-08-01,zero,4.562323794227003,4.269079009266858,0.34814954714354396
30-39,2024-09,2024-09-01,high,4.998243293391876,4.521653801004718,0.5961392308796775
30-39,2024-09,2024-09-01,middle,4.7648548997400475,4.658254912020918,0.1470499578491495
30-39,2024-09,2024-09-01,zero,4.569441910335425,4.633696089875846,-0.033356809219106116
30-39,2024-10,2024-10-01,high,5.003352375113507,4.513245004227201,0.5700124124755391
30-39,2024-10,2024-10-01,middle,4.800655707973595,4.559696539454857,0.20086735857775168
30-39,2024-10,2024-10-01,zero,4.577878578933957,4.675789269743423,-0.04434688539293119
30-39,2024-11,2024-11-01,high,5.005553516413935,4.36254226689309,0.7450451814125273
30-39,2024-11,2024-11-01,middle,4.762733282583364,4.465189014983453,0.3415727767790556
30-39,2024-11,2024-11-01,zero,4.579572240621656,4.538490150614261,0.09768858398312703
30-39,2024-12,2024-12-01,high,4.995100576685796,4.2004013703672065,0.9623479015095968
30-39,2024-12,2024-12-01,middle,4.77343511433546,4.34359269783638,0.5665257146339588
30-39,2024-12,2024-12-01,zero,4.583712247737072,4.298551469076513,0.3516608104859274
30-39,2025-01,2025-01-01,high,5.0250330194134,4.4180050564738025,0.7095488824062673
30-39,2025-01,2025-01-01,middle,4.711463889873455,4.456232225300428,0.3444045302403562
30-39,2025-01,2025-01-01,zero,4.59121278664866,4.555922161607174,0.08148145502443342
30-39,2025-02,2025-02-01,high,5.033018409655718,4.413310134296504,0.7415341916235298
30-39,2025-02,2025-02-01,middle,4.69189420735373,4.386069208769873,0.37705976279818
30-39,2025-02,2025-02-01,zero,4.5622902844876005,4.427207264568291,0.16800503941326655
30-39,2025-03,2025-03-01,high,5.02375411993807,4.501251809791379,0.6567192668183468
30-39,2025-03,2025-03-01,middle,4.682920368139301,4.48345469637864,0.27776730936281885
30-39,2025-03,2025-03-01,zero,4.548006246310556,4.517911099561877,0.09481578044758894
30-39,2025-04,2025-04-01,high,5.002290554413308,4.393418742613842,0.7094144482058934
30-39,2025-04,2025-04-01,middle,4.661203923564106,4.440870337363695,0.30725818014993717
30-39,2025-04,2025-04-01,zero,4.52250619592707,4.465474141079313,0.13221471244881033
30-39,2025-05,2025-05-01,high,4.9411641059600155,4.40352100045458,0.6305354474841459
30-39,2025-05,2025-05-01,middle,4.729652286143485,4.5172647131663926,0.2900960976478573
30-39,2025-05,2025-05-01,zero,4.497649325296604,4.520027565157353,0.006127831661466371
30-39,2025-06,2025-06-01,high,4.902563707807751,4.390414097997296,0.6769188851096168
30-39,2025-06,2025-06-01,middle,4.694459423037742,4.528415871420128,0.22886305460932224
30-39,2025-06,2025-06-01,zero,4.463480346004163,4.561669902954397,-0.02538515651570657
30-39,2025-07,2025-07-01,high,4.978569314104109,4.460297477178772,0.6233316429881205
30-39,2025-07,2025-07-01,middle,4.73706761506145,4.499241334343341,0.24722439512378705
30-39,2025-07,2025-07-01,zero,4.46901227824936,4.556113882334267,-0.04324784000866467
30-39,2025-08,2025-08-01,high,4.976191193384526,4.043334007861773,1.1522060742085292
30-39,2025-08,2025-08-01,middle,4.813834039585586,4.151308457768209,0.7333363356360078
30-39,2025-08,2025-08-01,zero,4.4863313963736475,4.22745346480045,0.30973970066771034
30-39,2025-09,2025-09-01,high,4.947317373127397,4.5725869256897065,0.5177277648349166
30-39,2025-09,2025-09-01,middle,4.690281550329399,4.678728837945445,0.09303796123443608
30-39,2025-09,2025-09-01,zero,4.4569666106763455,4.641088618424982,-0.1372446348430566
30-39,2025-10,2025-10-01,high,4.990449500871588,4.530566001190166,0.5371132165810766
30-39,2025-10,2025-10-01,middle,4.729825186436025,4.622961592486648,0.16056503392644475
30-39,2025-10,2025-10-01,zero,4.4855417413710645,4.620302960526073,-0.06963860828300754
30-39,2025-11,2025-11-01,high,4.950433295877945,4.430307360220669,0.7182162999923478
30-39,2025-11,2025-11-01,middle,4.767614521868303,4.36744812077993,0.38812220428727856
30-39,2025-11,2025-11-01,zero,4.4865474554331914,4.528443181273419,0.03941102594806228
30-39,2025-12,2025-12-01,high,5.0071596350162535,4.182608232595908,0.9107126330697161
30-39,2025-12,2025-12-01,middle,4.760074694346649,4.242600845747955,0.5310977577341449
30-39,2025-12,2025-12-01,zero,4.547325250628742,4.263376377568073,0.3299028565169062
30-39,2026-01,2026-01-01,high,5.00494441804303,4.3920894440020515,0.720649904978055
30-39,2026-01,2026-01-01,middle,4.754384239833436,4.4171908147350925,0.3621414288292088
30-39,2026-01,2026-01-01,zero,4.525808923474161,4.477332936022008,0.08663169619748219
30-39,2026-02,2026-02-01,high,4.972420094232943,4.345218906372574,0.8139494495540619
30-39,2026-02,2026-02-01,middle,4.735890212736724,4.407281989806101,0.32677417006093556
30-39,2026-02,2026-02-01,zero,4.520271418362415,4.428085042813732,0.12390363405693677
30-39,2026-03,2026-03-01,high,4.987896904123151,4.476004828058002,0.6619715552306377
30-39,2026-03,2026-03-01,middle,4.737888190958106,4.6477370890243455,0.17831205602131495
30-39,2026-03,2026-03-01,zero,4.50284467097735,4.554346505202478,-0.0130558789127559
40-44,2021-01,2021-01-01,high,4.9980125645443625,3.5542854051276476,1.4840293657642598
40-44,2021-01,2021-01-01,middle,4.881310489291275,3.911828279597525,1.2376029720124562
40-44,2021-01,2021-01-01,zero,4.849466297028526,4.119706812188461,0.8354951218884923
40-44,2021-02,2021-02-01,high,4.997147026454437,3.563322283000393,1.5691064079886419
40-44,2021-02,2021-02-01,middle,4.881279917226087,3.7743228943304508,1.256175666613632
40-44,2021-02,2021-02-01,zero,4.880369062075336,4.006355304578486,0.9520523824642408
40-44,2021-03,2021-03-01,high,5.010897898911858,3.7673874582673803,1.3497110255898221
40-44,2021-03,2021-03-01,middle,4.857556211269014,4.040767735512815,1.0746853313713585
40-44,2021-03,2021-03-01,zero,4.87035518277492,4.189874311531325,0.7355638085690512
40-44,2021-04,2021-04-01,high,5.031227011743264,3.6800379611157306,1.4324807694807968
40-44,2021-04,2021-04-01,middle,4.826944889231174,3.884155198928606,1.13012195598725
40-44,2021-04,2021-04-01,zero,4.832336831360779,4.1136609656756145,0.7720293471850356
40-44,2021-05,2021-05-01,high,4.962637236012416,3.676478150542005,1.390420693797528
40-44,2021-05,2021-05-01,middle,4.784179626759484,3.829028982793635,1.0920562131819802
40-44,2021-05,2021-05-01,zero,4.798308826040728,4.137996131095599,0.7304073844335314
40-44,2021-06,2021-06-01,high,4.969055809557272,3.770419704565289,1.2271663839189533
40-44,2021-06,2021-06-01,middle,4.739120296865779,4.0319193350908025,0.9350140918652469
40-44,2021-06,2021-06-01,zero,4.750222336588852,4.244673899531734,0.5701260344045379
40-44,2021-07,2021-07-01,high,4.937958857560169,3.696661892920512,1.2516411060116548
40-44,2021-07,2021-07-01,middle,4.7290432771995805,3.9106084372886687,0.9589193649505717
40-44,2021-07,2021-07-01,zero,4.688918169611766,4.172523152552979,0.5431512886013767
40-44,2021-08,2021-08-01,high,4.962942157395032,3.4369420012854377,1.5341316241264862
40-44,2021-08,2021-08-01,middle,4.743815350661841,3.7215886221264887,1.2442607922463187
40-44,2021-08,2021-08-01,zero,4.632395665520285,3.9953090061423273,0.7359001563877635
40-44,2021-09,2021-09-01,high,4.875364172606392,3.917702078295571,0.9616081965455878
40-44,2021-09,2021-09-01,middle,4.647613665138305,4.164215360741111,0.6424549990774483
40-44,2021-09,2021-09-01,zero,4.605164324224719,4.263731074673514,0.3769496941380459
40-44,2021-10,2021-10-01,high,4.867347121583858,3.9007011044915947,0.9546187124224637
40-44,2021-10,2021-10-01,middle,4.644316747238223,4.16071065601093,0.6842167863448736
40-44,2021-10,2021-10-01,zero,4.605166812329291,4.243225060045549,0.38468160745184476
40-44,2021-11,2021-11-01,high,4.866499751491709,3.8101510280105892,0.9568579106207822
40-44,2021-11,2021-11-01,middle,4.6178017535875595,4.176238496145918,0.5595768299791816
40-44,2021-11,2021-11-01,zero,4.547190809092499,4.339658431282689,0.22502326748449566
40-44,2021-12,2021-12-01,high,4.727585677355418,3.7788235120327887,1.042252067977556
40-44,2021-12,2021-12-01,middle,4.635140971070909,3.947366015433592,0.8214913650515464
40-44,2021-12,2021-12-01,zero,4.5399564440873235,4.031237463802572,0.5760479527310693
40-44,2022-01,2022-01-01,high,4.769825967790165,3.812787420553353,1.015026737202905
40-44,2022-01,2022-01-01,middle,4.681913192459487,4.105252818170393,0.6981048966689206
40-44,2022-01,2022-01-01,zero,4.487250200031081,4.208634019788695,0.38641934562024066
40-44,2022-02,2022-02-01,high,4.742289539994057,3.8907672418252335,0.9466171199062956
40-44,2022-02,2022-02-01,middle,4.62867183073767,4.066238470703929,0.6738354831073206
40-44,2022-02,2022-02-01,zero,4.515199736335892,4.100456803570924,0.4419502451099731
40-44,2022-03,2022-03-01,high,4.718322052350996,4.022003622894414,0.7523188948554242
40-44,2022-03,2022-03-01,middle,4.566301134172106,4.1831288274935945,0.48145340040229834
40-44,2022-03,2022-03-01,zero,4.512133093947674,4.307530604888621,0.25537243419545036
40-44,2022-04,2022-04-01,high,4.718475970247963,3.743815411759236,0.9746605584887263
40-44,2022-04,2022-04-01,middle,4.568524111872629,3.9744095019485477,0.7349892849519659
40-44,2022-04,2022-04-01,zero,4.465377875735755,4.152196270269236,0.4222074735849175
40-44,2022-05,2022-05-01,high,4.646175665323802,3.7801190218278973,0.8532913215850503
40-44,2022-05,2022-05-01,middle,4.514398982943456,3.969091185149271,0.6300040705433586
40-44,2022-05,2022-05-01,zero,4.428444591665529,4.167751100655605,0.34748557534665786
40-44,2022-06,2022-06-01,high,4.673353104856491,3.8362725253623737,0.8426954968442004
40-44,2022-06,2022-06-01,middle,4.477732515340653,4.0627998472825,0.5455988444290392
40-44,2022-06,2022-06-01,zero,4.428818446459847,4.169660888085316,0.28498913648054813
40-44,2022-07,2022-07-01,high,4.712076751014419,3.790187824927672,0.9196818315345127
40-44,2022-07,2022-07-01,middle,4.514246943111097,3.9324956257425456,0.6236387324718135
40-44,2022-07,2022-07-01,zero,4.42274457826876,4.113386039807955,0.3488358580594021
40-44,2022-08,2022-08-01,high,4.67993965302378,3.493797625180453,1.2325272373657732
40-44,2022-08,2022-08-01,middle,4.5818086436685075,3.843351814247009,0.9574856929804958
40-44,2022-08,2022-08-01,zero,4.414802030333101,3.9829354838649493,0.576594584909899
40-44,2022-09,2022-09-01,high,4.623801505290232,3.797125435565771,0.8463473952523954
40-44,2022-09,2022-09-01,middle,4.450154926805121,4.133612250730966,0.4939674596360505
40-44,2022-09,2022-09-01,zero,4.407377203394637,4.117575010100483,0.3705373291343393
40-44,2022-10,2022-10-01,high,4.6304027147734494,3.839123437096645,0.8448123337410969
40-44,2022-10,2022-10-01,middle,4.4917769307805,4.065284310622787,0.5638178029641047
40-44,2022-10,2022-10-01,zero,4.392597191338707,4.085291260102806,0.4008514635494034
40-44,2022-11,2022-11-01,high,4.621578710046618,3.710058780786695,0.964019300239245
40-44,2022-11,2022-11-01,middle,4.4806334393627285,3.905684389922838,0.7056968724261651
40-44,2022-11,2022-11-01,zero,4.397250829492672,3.9535820956484424,0.48276875706646005
40-44,2022-12,2022-12-01,high,4.621617659317015,3.404309815231139,1.2557773339068445
40-44,2022-12,2022-12-01,middle,4.469276141110789,3.716975147570082,0.9110343771822345
40-44,2022-12,2022-12-01,zero,4.4005822737977285,3.72639866096624,0.7816647040571377
40-44,2023-01,2023-01-01,high,4.639370729621365,3.6850871530159286,1.0159997938852774
40-44,2023-01,2023-01-01,middle,4.453692358828451,3.911725009378483,0.7331758511187279
40-44,2023-01,2023-01-01,zero,4.407473132616319,3.8990869342599668,0.5803162736589121
40-44,2023-02,2023-02-01,high,4.56258446616053,3.649491225719567,1.0508462329464305
40-44,2023-02,2023-02-01,middle,4.43578195731779,3.939667467448612,0.7432329255714143
40-44,2023-02,2023-02-01,zero,4.377821646398109,3.8877259582974224,0.5686471179437268
40-44,2023-03,2023-03-01,high,4.5552360923061155,3.795320086020325,0.8426496617744158
40-44,2023-03,2023-03-01,middle,4.386323750106842,3.9555691897869565,0.5772198347282534
40-44,2023-03,2023-03-01,zero,4.338033557174918,4.049508457160744,0.40442534575575717
40-44,2023-04,2023-04-01,high,4.528623271419644,3.475346808162891,1.125978368631554
40-44,2023-04,2023-04-01,middle,4.401872224677086,3.882445324546983,0.73678337328468
40-44,2023-04,2023-04-01,zero,4.322338442312976,3.8790200242629487,0.5530163984485357
40-44,2023-05,2023-05-01,high,4.572703269788716,3.745192595918519,0.9015879339507217
40-44,2023-05,2023-05-01,middle,4.331594834803976,3.885628206106327,0.5824855544517895
40-44,2023-05,2023-05-01,zero,4.28202033168422,3.986185579826056,0.40639818520112764
40-44,2023-06,2023-06-01,high,4.5670416257034505,3.617747325954411,0.9681647708549512
40-44,2023-06,2023-06-01,middle,4.331110845313357,3.942577650341744,0.6421701327034809
40-44,2023-06,2023-06-01,zero,4.27163694025785,3.976523748246757,0.40011088973410447
40-44,2023-07,2023-07-01,high,4.592122224587118,3.535192411599401,1.0951974981926091
40-44,2023-07,2023-07-01,middle,4.356001047205791,3.752685863927156,0.771598801380243
40-44,2023-07,2023-07-01,zero,4.2647782528050815,3.9373882869561543,0.4744694964275404
40-44,2023-08,2023-08-01,high,4.491381633148608,3.1725073043470293,1.5031479144949236
40-44,2023-08,2023-08-01,middle,4.423768965512309,3.5970997852270403,1.0266506447463242
40-44,2023-08,2023-08-01,zero,4.240545960580322,3.642370596962114,0.687181012917419
40-44,2023-09,2023-09-01,high,4.492870248266898,3.600673722765249,1.0012268266594138
40-44,2023-09,2023-09-01,middle,4.345976953933794,3.8645460043497164,0.6178545715830105
40-44,2023-09,2023-09-01,zero,4.217730107363403,3.9470189679186283,0.39111315820154957
40-44,2023-10,2023-10-01,high,4.512618645655806,3.708277801066459,0.9317366666458763
40-44,2023-10,2023-10-01,middle,4.29146946125154,3.803242466870301,0.6853787750398938
40-44,2023-10,2023-10-01,zero,4.27596736353511,3.8721266150143987,0.4501612104953398
40-44,2023-11,2023-11-01,high,4.495454695516455,3.635444188374579,0.9986220662177226
40-44,2023-11,2023-11-01,middle,4.318896687123739,3.8865545358961064,0.6927484847120531
40-44,2023-11,2023-11-01,zero,4.2433825308546025,3.879655079793839,0.5056303832451792
40-44,2023-12,2023-12-01,high,4.495307687232155,3.4143468193760733,1.2567267894554945
40-44,2023-12,2023-12-01,middle,4.309506071373056,3.6217162317443283,0.9242977699745075
40-44,2023-12,2023-12-01,zero,4.244248736713802,3.654226227448441,0.7765981972830451
40-44,2024-01,2024-01-01,high,4.513480416231356,3.542060448792096,1.0829025718270204
40-44,2024-01,2024-01-01,middle,4.288305192793407,3.8722817525480075,0.6660655112388545
40-44,2024-01,2024-01-01,zero,4.2875516604399975,3.860867850086917,0.5119756025239058
40-44,2024-02,2024-02-01,high,4.475518773518908,3.685810370070935,1.0153060474327242
40-44,2024-02,2024-02-01,middle,4.3044297244401655,3.8026103772986106,0.6569712014871489
40-44,2024-02,2024-02-01,zero,4.285185366329746,3.8390384058334672,0.5647424498341411
40-44,2024-03,2024-03-01,high,4.457025142009349,3.558699226450725,1.0936792163260936
40-44,2024-03,2024-03-01,middle,4.323697143141754,3.719641635309141,0.7801829367491065
40-44,2024-03,2024-03-01,zero,4.260530313463506,3.769658454429227,0.5805432476954145
40-44,2024-04,2024-04-01,high,4.449741762358571,3.6257251596487943,0.9842742075958689
40-44,2024-04,2024-04-01,middle,4.281778895738959,3.852337567923625,0.6540474192295752
40-44,2024-04,2024-04-01,zero,4.240910600508874,3.8535757833052324,0.44661965033853174
40-44,2024-06,2024-06-01,high,4.387160467209038,3.4906736590388827,1.086518877175004
40-44,2024-06,2024-06-01,middle,4.310019573640757,3.676704190169492,0.7591316425753803
40-44,2024-06,2024-06-01,zero,4.159586855492793,3.7855551196482597,0.4815272578929621
40-44,2024-07,2024-07-01,high,4.463372133007253,3.5094594225722235,0.9962835489928425
40-44,2024-07,2024-07-01,middle,4.329575529460939,3.6264181324600457,0.7315376603856629
40-44,2024-07,2024-07-01,zero,4.162116213715582,3.8095190330584474,0.4384744594387014
40-44,2024-08,2024-08-01,high,4.462359573728036,3.1919698236900365,1.4041808024374716
40-44,2024-08,2024-08-01,middle,4.319629995300334,3.5729314702120014,1.0520634740135812
40-44,2024-08,2024-08-01,zero,4.188943992891032,3.5951760124305903,0.7599685926951004
40-44,2024-09,2024-09-01,high,4.470885695438141,3.5986412533852126,0.9790234340113836
40-44,2024-09,2024-09-01,middle,4.194123451511168,3.8392448282600524,0.5420581942693584
40-44,2024-09,2024-09-01,zero,4.171737192649899,3.8963422971003694,0.37029485802930184
40-44,2024-10,2024-10-01,high,4.435011400476508,3.7039137743245663,0.917615375383369
40-44,2024-10,2024-10-01,middle,4.240414769718792,3.8711687047152936,0.582027361116742
40-44,2024-10,2024-10-01,zero,4.158024463824479,3.99998268881132,0.29220258793751913
40-44,2024-11,2024-11-01,high,4.445334099243224,3.5267599414349884,1.051916790530233
40-44,2024-11,2024-11-01,middle,4.200291901438767,3.752600426826635,0.6953032424105365
40-44,2024-11,2024-11-01,zero,4.169076063412662,3.7868569681882467,0.48896877855002674
40-44,2024-12,2024-12-01,high,4.5178553114774544,3.3953912236368633,1.2359526252386075
40-44,2024-12,2024-12-01,middle,4.194174585488975,3.5801478992282125,0.9269378345153308
40-44,2024-12,2024-12-01,zero,4.139636317843427,3.591226947513838,0.6432855716021284
40-44,2025-01,2025-01-01,high,4.523241594185568,3.567410875986969,1.0260188161001214
40-44,2025-01,2025-01-01,middle,4.2402670805659435,3.7298863985962227,0.7218400765024391
40-44,2025-01,2025-01-01,zero,4.170774160502927,3.8300732437624476,0.4441134748812375
40-44,2025-02,2025-02-01,high,4.525139347438117,3.447083590976065,1.175976847544144
40-44,2025-02,2025-02-01,middle,4.188239733855547,3.6802459891935704,0.8020941062760742
40-44,2025-02,2025-02-01,zero,4.17933865835288,3.7644095019617487,0.49724427194726123
40-44,2025-03,2025-03-01,high,4.517543077776291,3.5683837223084853,1.0651629608492343
40-44,2025-03,2025-03-01,middle,4.246275431315658,3.81127260861247,0.6469536421337901
40-44,2025-03,2025-03-01,zero,4.1769966242516245,3.7862849669619556,0.46556847470655754
40-44,2025-04,2025-04-01,high,4.508432338714276,3.5385352424041905,1.0773139980828341
40-44,2025-04,2025-04-01,middle,4.235543360756079,3.776376922091807,0.7439326602171619
40-44,2025-04,2025-04-01,zero,4.128976249976727,3.79495389856879,0.4688585839774689
40-44,2025-05,2025-05-01,high,4.450364310261376,3.5665970740772424,1.0216312227631434
40-44,2025-05,2025-05-01,middle,4.239147835843178,3.8415032213971463,0.7039673800678651
40-44,2025-05,2025-05-01,zero,4.0975233581181705,3.827301276469894,0.38353304023809404
40-44,2025-06,2025-06-01,high,4.438721191121908,3.4260397318348415,1.1080042016722256
40-44,2025-06,2025-06-01,middle,4.22173771085689,3.7283732894395993,0.6895720082307757
40-44,2025-06,2025-06-01,zero,4.054562011476537,3.7771150253969377,0.36152335368776156
40-44,2025-07,2025-07-01,high,4.457501747956518,3.5100783848014374,1.0504663008136734
40-44,2025-07,2025-07-01,middle,4.254680857381122,3.7369098557493525,0.7447365765667614
40-44,2025-07,2025-07-01,zero,4.097095724510551,3.8764081132169266,0.3670378550335207
40-44,2025-08,2025-08-01,high,4.4549421480924085,3.096974603455614,1.5474071652814345
40-44,2025-08,2025-08-01,middle,4.284613395806449,3.3833618421345104,1.1159173754385414
40-44,2025-08,2025-08-01,zero,4.09312324923951,3.5677041292776432,0.709092524610991
40-44,2025-09,2025-09-01,high,4.416444142113191,3.7163498923935183,0.9024437249356162
40-44,2025-09,2025-09-01,middle,4.266992726994788,3.872013424575494,0.4705979790547147
40-44,2025-09,2025-09-01,zero,4.062446738801845,3.887266511936147,0.2658055931956167
