category,period,period_date,exposure_group,ln_parados,ln_contratos,ln_parados_contratos
18-24,2024-02,2024-02-01,middle,3.5655134248720883,4.048875997261414,-0.5478071399546829
18-24,2024-02,2024-02-01,zero,3.6022483587260994,4.082332819135489,-0.5108527612468584
18-24,2024-03,2024-03-01,high,3.926467032710026,4.018963854427127,-0.036717475690000854
18-24,2024-03,2024-03-01,middle,3.5663678498887075,3.8857323313681906,-0.4482570704588
18-24,2024-03,2024-03-01,zero,3.5834325933878235,4.026596136373737,-0.46384659638703096
18-24,2024-04,2024-04-01,high,3.799297936895338,4.040114765635713,-0.339359652975014
18-24,2024-04,2024-04-01,middle,3.410205326132656,4.045282720469175,-0.7355374250734669
18-24,2024-04,2024-04-01,zero,3.4859405202482168,4.153896863093316,-0.7153796922085037
18-24,2024-06,2024-06-01,high,3.714643524559573,4.352301023148508,-0.7091219169194348
18-24,2024-06,2024-06-01,middle,3.3649735832103156,4.2242437497431675,-1.1137169344656241
18-24,2024-06,2024-06-01,zero,3.4408461711950946,4.3926579206764425,-1.1020049768138296
18-24,2024-07,2024-07-01,high,3.7446347378445806,4.236301759261659,-0.5734810047391818
18-24,2024-07,2024-07-01,middle,3.412916874549157,4.37800053141459,-1.1444300303087052
18-24,2024-07,2024-07-01,zero,3.4499513554547763,4.564603168541967,-1.1892641387251965
18-24,2024-08,2024-08-01,high,3.841344079023888,3.909696091764951,0.056197617810545525
18-24,2024-08,2024-08-01,middle,3.4161500526656923,3.93310121220542,-0.5516543835103873
18-24,2024-08,2024-08-01,zero,3.4677945539422845,4.081815140809999,-0.5758150365291735
18-24,2024-09,2024-09-01,high,3.9687038884186747,4.485087137716655,-0.3648809620891439
18-24,2024-09,2024-09-01,middle,3.652822536977031,4.457228605551247,-0.8294842448101445
18-24,2024-09,2024-09-01,zero,3.5656737015477695,4.352292962574921,-0.8364983512630718
18-24,2024-10,2024-10-01,high,4.043552015723832,4.350785916058366,-0.2911173862901008
18-24,2024-10,2024-10-01,middle,3.6856996851484496,4.307039819670637,-0.6761777487330642
18-24,2024-10,2024-10-01,zero,3.6070400923413843,4.317211149587079,-0.7454299530723487
18-24,2024-11,2024-11-01,high,3.9803958375429627,4.085747613125189,0.005099644402429448
18-24,2024-11,2024-11-01,middle,3.7357689659741444,4.22415545099758,-0.45711301587563036
18-24,2024-11,2024-11-01,zero,3.5652773700300524,4.100635052785931,-0.5652320540678801
18-24,2024-12,2024-12-01,high,3.914340648588977,3.8843451766433352,0.1390995960459586
18-24,2024-12,2024-12-01,middle,3.5549340228908775,3.9538281471064556,-0.2958547274294425
18-24,2024-12,2024-12-01,zero,3.5183867719921538,3.968188219103669,-0.417549429663072
18-24,2025-01,2025-01-01,high,3.9429825791493047,4.132498116314513,-0.09446500398310169
18-24,2025-01,2025-01-01,middle,3.5206835383664408,4.07803950537844,-0.5473100608415329
18-24,2025-01,2025-01-01,zero,3.5596808008005683,4.16531401061539,-0.5484886647957792
18-24,2025-02,2025-02-01,high,3.9610860707073585,4.08531659395806,-0.01019723460985494
18-24,2025-02,2025-02-01,middle,3.5276262602973656,4.033885646230325,-0.48882228392992644
18-24,2025-02,2025-02-01,zero,3.594320066354013,4.178085255836006,-0.57269916543963
18-24,2025-03,2025-03-01,high,3.9220526767049493,4.069088728504699,-0.10267049631743135
18-24,2025-03,2025-03-01,middle,3.5951424980383013,4.229117283260217,-0.5356151549204086
18-24,2025-03,2025-03-01,zero,3.600686828749961,4.172992369190523,-0.5834504641656307
18-24,2025-04,2025-04-01,high,3.682835645174274,4.037470910881552,-0.2766059338169327
18-24,2025-04,2025-04-01,middle,3.368970123678908,4.07421964365302,-0.6632887495951167
18-24,2025-04,2025-04-01,zero,3.435887439471582,4.128405782968424,-0.6803801495772895
18-24,2025-05,2025-05-01,high,3.701931218755059,4.051412525787619,-0.3497374517669642
18-24,2025-05,2025-05-01,middle,3.324656155686383,4.242039172001286,-0.9626265910013738
18-24,2025-05,2025-05-01,zero,3.460685445492716,4.245006388802846,-0.824230952507002
18-24,2025-06,2025-06-01,high,3.6812790020978547,4.323558948137043,-0.611291035679564
18-24,2025-06,2025-06-01,middle,3.341577321239946,4.434364906760851,-1.1887711257427724
18-24,2025-06,2025-06-01,zero,3.383245445873946,4.516690231011542,-1.2453407278188493
18-24,2025-07,2025-07-01,high,3.820311096579262,4.4272559753652905,-0.622204502122616
18-24,2025-07,2025-07-01,middle,3.2579926747752,4.497702976147283,-1.2598625563709553
18-24,2025-07,2025-07-01,zero,3.3710901314823327,4.584014239780377,-1.3017538168149554
18-24,2025-08,2025-08-01,high,3.880282217356468,3.8310362672855676,0.07685650548718174
18-24,2025-08,2025-08-01,middle,3.4218218775648617,3.980717195234354,-0.526909251194835
18-24,2025-08,2025-08-01,zero,3.408192107161545,4.0776809635586115,-0.6916199524795691
18-24,2025-09,2025-09-01,high,4.086126464006616,4.321859579223964,-0.3991599847437377
18-24,2025-09,2025-09-01,middle,3.565893804999671,4.454172147542888,-0.8792991750098197
18-24,2025-09,2025-09-01,zero,3.5190858974904913,4.538383590851769,-1.0152128202939465
18-24,2025-10,2025-10-01,high,4.13509909923517,4.401231085136809,-0.2417908171060109
18-24,2025-10,2025-10-01,middle,3.6098088108821034,4.260140862181314,-0.6697476284098164
18-24,2025-10,2025-10-01,zero,3.589754472890549,4.367730884583979,-0.8104738798757645
18-24,2025-11,2025-11-01,high,4.0645303704151585,4.119604464819007,0.012339992652261657
18-24,2025-11,2025-11-01,middle,3.60785400365168,4.143935725865112,-0.517306100425569
18-24,2025-11,2025-11-01,zero,3.56933506772946,4.21729655038918,-0.6234062324355508
18-24,2025-12,2025-12-01,high,4.04229222961837,4.07900661946894,0.0006348588583410803
18-24,2025-12,2025-12-01,middle,3.585516056173659,4.037722275401079,-0.42791045851424214
18-24,2025-12,2025-12-01,zero,3.529215711719464,4.041529374407394,-0.49313763592535936
18-24,2026-01,2026-01-01,high,4.0288617753989255,3.9890082115742675,0.008129602006469935
18-24,2026-01,2026-01-01,middle,3.73186540506894,4.150769173122613,-0.4232617276376215
18-24,2026-01,2026-01-01,zero,3.518082831555899,4.138929776452963,-0.6226480187490837
18-24,2026-02,2026-02-01,high,4.014260668523096,4.167263229880116,-0.006809560195469751
18-24,2026-02,2026-02-01,middle,3.62938407794476,4.0938611276975765,-0.45894999367132083
18-24,2026-02,2026-02-01,zero,3.5677262032267922,4.199138916802258,-0.6244861872253127
18-24,2026-03,2026-03-01,high,4.032647606089834,4.1108452576518495,-0.08451425684232101
18-24,2026-03,2026-03-01,middle,3.6548718139426355,4.195416826978358,-0.5280444669547452
18-24,2026-03,2026-03-01,zero,3.549734402049653,4.234085718004592,-0.736720677514958
25-29,2021-01,2021-01-01,high,4.738363102953351,4.052411126303423,0.8076000068796362
25-29,2021-01,2021-01-01,middle,4.58554850467381,4.218936669211366,0.41666362254452977
25-29,2021-01,2021-01-01,zero,4.271614324025611,4.188995568220124,0.11161663092618196
25-29,2021-02,2021-02-01,high,4.760016054990999,4.02039686150383,0.886996133522577
25-29,2021-02,2021-02-01,middle,4.569722940417775,4.103488474053151,0.5119023890382631
25-29,2021-02,2021-02-01,zero,4.294640361635794,4.106658756874878,0.19407627785442652
25-29,2021-03,2021-03-01,high,4.6872202883127025,4.263356096943027,0.6466166311018278
25-29,2021-03,2021-03-01,middle,4.515934002364983,4.359383874879548,0.2488341065006515
25-29,2021-03,2021-03-01,zero,4.222184459783597,4.276380172466286,-0.05272398389252879
25-29,2021-04,2021-04-01,high,4.683593957948419,4.209053661478399,0.6321592918015257
25-29,2021-04,2021-04-01,middle,4.509958298264875,4.243411244896311,0.281869696104835
25-29,2021-04,2021-04-01,zero,4.158226217858417,4.247855452374398,-0.06755369409739463
25-29,2021-05,2021-05-01,high,4.569367632866295,4.2677793780745725,0.47532115605076014
25-29,2021-05,2021-05-01,middle,4.397017001609045,4.448609875689337,0.10344419620352817
25-29,2021-05,2021-05-01,zero,4.110921670183795,4.294978886752631,-0.14263665539148696
25-29,2021-06,2021-06-01,high,4.4681673681244884,4.415794470495466,0.24022606282194955
25-29,2021-06,2021-06-01,middle,4.295220878512512,4.3766548420117255,0.007290605600637733
25-29,2021-06,2021-06-01,zero,4.032505659597929,4.355743211159906,-0.3114460393064483
25-29,2021-07,2021-07-01,high,4.386060267429917,4.285255020244366,0.1962494033000603
25-29,2021-07,2021-07-01,middle,4.264044601240173,4.484202765915248,-0.14883801861819054
25-29,2021-07,2021-07-01,zero,3.914215254884905,4.409773377079389,-0.47696867319144565
25-29,2021-08,2021-08-01,high,4.4120271648468465,3.956615601963916,0.5569414380509095
25-29,2021-08,2021-08-01,middle,4.322425700563202,4.1580971938225115,0.22017068773364135
25-29,2021-08,2021-08-01,zero,3.9217789328642505,4.2110040304401135,-0.239943772152024
25-29,2021-09,2021-09-01,high,4.44061632303533,4.405392643193435,0.09933249374482096
25-29,2021-09,2021-09-01,middle,4.050611432602548,4.585248985923268,-0.417607630912468
25-29,2021-09,2021-09-01,zero,3.8496047470606944,4.479094584920666,-0.593087758527249
25-29,2021-10,2021-10-01,high,4.413563474846077,4.456236996256699,0.044909332970093606
25-29,2021-10,2021-10-01,middle,4.168119152749675,4.47598202731832,-0.29857764040939777
25-29,2021-10,2021-10-01,zero,3.8829925452851977,4.41312571309829,-0.5300976853458818
25-29,2021-11,2021-11-01,high,4.378793108593169,4.3872105343088075,0.027013036494867207
25-29,2021-11,2021-11-01,middle,4.106419166776514,4.577239827452492,-0.3746614138857764
25-29,2021-11,2021-11-01,zero,3.8368118143915035,4.52710745612294,-0.6360527282554956
25-29,2021-12,2021-12-01,high,4.371139809250495,4.192301754027785,0.19476377229363298
25-29,2021-12,2021-12-01,middle,4.08543237435828,4.409301274070982,-0.26140761643412874
25-29,2021-12,2021-12-01,zero,3.833985084062471,4.230580745034134,-0.38293946920164335
25-29,2022-01,2022-01-01,high,4.323320548904266,4.265593019466887,0.1400816248199087
25-29,2022-01,2022-01-01,middle,4.176014033117987,4.426351771377528,-0.28435668649130835
25-29,2022-01,2022-01-01,zero,3.816267697240397,4.2978387007917105,-0.47824499691134215
25-29,2022-02,2022-02-01,high,4.379211082822608,4.260997659401283,0.10936166919573755
25-29,2022-02,2022-02-01,middle,4.090518130778972,4.362586978434494,-0.2910530128563366
25-29,2022-02,2022-02-01,zero,3.809834738960238,4.310682580929755,-0.4671673973851883
25-29,2022-03,2022-03-01,high,4.355193039546444,4.560316375267041,-0.16344744343739023
25-29,2022-03,2022-03-01,middle,4.101487760268801,4.468210306182413,-0.47949724903072144
25-29,2022-03,2022-03-01,zero,3.831238876728937,4.48043311659018,-0.6643065060118701
25-29,2022-04,2022-04-01,high,4.303708131488806,4.3393003030103845,0.01259282951346302
25-29,2022-04,2022-04-01,middle,4.046490768918354,4.393836236668445,-0.27004159401866235
25-29,2022-04,2022-04-01,zero,3.8398385230294223,4.249707864003159,-0.44689165217939025
25-29,2022-05,2022-05-01,high,4.240373603493746,4.347779888218183,-0.09046195022413095
25-29,2022-05,2022-05-01,middle,4.075465387762272,4.337542944851604,-0.37742968763102724
25-29,2022-05,2022-05-01,zero,3.7377668063912086,4.309568755973928,-0.5928134431899231
25-29,2022-06,2022-06-01,high,4.283603078251964,4.384119762175946,-0.11602506304054452
25-29,2022-06,2022-06-01,middle,4.041853322062198,4.426034133528924,-0.4914584920403562
25-29,2022-06,2022-06-01,zero,3.6724365537350887,4.427307016313167,-0.7533162574919593
25-29,2022-07,2022-07-01,high,4.267734227474321,4.363737053372134,-0.06500937047496604
25-29,2022-07,2022-07-01,middle,4.066464578637747,4.463982582159744,-0.4258529242374624
25-29,2022-07,2022-07-01,zero,3.677601775544784,4.316211557314805,-0.7062897096062956
25-29,2022-08,2022-08-01,high,4.26432380283521,4.0389004529489725,0.24717535064421092
25-29,2022-08,2022-08-01,middle,4.183072033210171,4.251298653788211,-0.06493944771009076
25-29,2022-08,2022-08-01,zero,3.7241949371963146,4.105783013336703,-0.3249731720065022
25-29,2022-09,2022-09-01,high,4.187268105551487,4.5286510678181715,-0.2503151773595557
25-29,2022-09,2022-09-01,middle,4.20504107696122,4.621844987520899,-0.4437638068275908
25-29,2022-09,2022-09-01,zero,3.6958979156046907,4.342719152145323,-0.596360255193638
25-29,2022-10,2022-10-01,high,4.239049822504538,4.42464918167999,-0.09765912122623056
25-29,2022-10,2022-10-01,middle,4.151489885711079,4.509567808859797,-0.33691896331927595
25-29,2022-10,2022-10-01,zero,3.7166126053496407,4.264028891965111,-0.5074816917586786
25-29,2022-11,2022-11-01,high,4.328577168183594,4.256704563506305,0.0786617806468878
25-29,2022-11,2022-11-01,middle,4.175910738948688,4.394655884249764,-0.3070535141862167
25-29,2022-11,2022-11-01,zero,3.7899842482505206,4.149721873539876,-0.36952830672806347
25-29,2022-12,2022-12-01,high,4.25902515203606,3.995698876802673,0.29964313690179717
25-29,2022-12,2022-12-01,middle,4.017066667410343,4.10814609553098,-0.031912084554089046
25-29,2022-12,2022-12-01,zero,3.7507312926366865,3.936770939112414,-0.1790214134912706
25-29,2023-01,2023-01-01,high,4.34062604909713,4.155811369518402,0.20867172244976748
25-29,2023-01,2023-01-01,middle,3.983329184188452,4.3680692682273765,-0.2199560865980567
25-29,2023-01,2023-01-01,zero,3.791347175094301,4.145533382264249,-0.3288774309388799
25-29,2023-02,2023-02-01,high,4.301977950091779,4.146302383685763,0.1558761516633073
25-29,2023-02,2023-02-01,middle,4.095913829270781,4.187135556378554,-0.1137347580712541
25-29,2023-02,2023-02-01,zero,3.826967922764583,4.055897341787977,-0.1863489571004321
25-29,2023-03,2023-03-01,high,4.276163894409165,4.34327692784152,0.019331273760641282
25-29,2023-03,2023-03-01,middle,4.103479319685206,4.318908914900115,-0.30862330010195865
25-29,2023-03,2023-03-01,zero,3.8145298975760418,4.221253663029798,-0.42004387808767446
25-29,2023-04,2023-04-01,high,4.23246563820996,4.232142054666527,0.11447991395180036
25-29,2023-04,2023-04-01,middle,4.022293823969331,4.214028888387206,-0.21184939136439304
25-29,2023-04,2023-04-01,zero,3.738084289628381,4.0279112411455165,-0.2949372449805339
25-29,2023-05,2023-05-01,high,4.150978291589751,4.2089323675707755,-0.013890685561743814
25-29,2023-05,2023-05-01,middle,3.907204693257982,4.370548316736748,-0.4814582152265608
25-29,2023-05,2023-05-01,zero,3.7416197385619316,4.1768683766527355,-0.500037378426356
25-29,2023-06,2023-06-01,high,4.110560647324956,4.274180015006567,-0.115258722017962
25-29,2023-06,2023-06-01,middle,3.8971609443008677,4.340352776394481,-0.5021994347520695
25-29,2023-06,2023-06-01,zero,3.7167334391766302,4.177652904757359,-0.5433182285881106
25-29,2023-07,2023-07-01,high,4.111094297231622,4.202497968154502,0.05699420236893945
25-29,2023-07,2023-07-01,middle,3.938076090250943,4.3173020842470695,-0.31127591634760055
25-29,2023-07,2023-07-01,zero,3.6502861414155925,4.1780510617737505,-0.5191187241009706
25-29,2023-08,2023-08-01,high,4.208926929671443,3.932846283790523,0.4853127960750505
25-29,2023-08,2023-08-01,middle,3.9640269824760357,4.135134444227743,-0.04994638632250381
25-29,2023-08,2023-08-01,zero,3.6621712046783976,3.9485239973009896,-0.2805636615011132
25-29,2023-09,2023-09-01,high,4.235768767482266,4.179651439407755,0.06490814335676016
25-29,2023-09,2023-09-01,middle,3.938722673904408,4.377601139049926,-0.39006634291597136
25-29,2023-09,2023-09-01,zero,3.74663345087321,4.172979379882211,-0.43660126846242064
25-29,2023-10,2023-10-01,high,4.273653829301711,4.289907400877194,0.0732601387921006
25-29,2023-10,2023-10-01,middle,4.022516895291841,4.390409136895481,-0.30693437726992495
25-29,2023-10,2023-10-01,zero,3.7375669088054364,4.152346408100081,-0.4153575866021861
25-29,2023-11,2023-11-01,high,4.297861880392511,4.2098235191642015,0.1733948221489052
25-29,2023-11,2023-11-01,middle,4.089901433656083,4.207956677002575,-0.19438065943720248
25-29,2023-11,2023-11-01,zero,3.705532780432863,4.109283642788356,-0.3960186970291601
25-29,2023-12,2023-12-01,high,4.3283382747534835,3.874254681446922,0.4601677688630832
25-29,2023-12,2023-12-01,middle,4.083687666742459,3.9138883560165056,0.05564694485209295
25-29,2023-12,2023-12-01,zero,3.7001201175776806,3.856726107956235,-0.11860696770216933
25-29,2024-01,2024-01-01,high,4.380538240163366,4.234000618187282,0.15029266129748864
25-29,2024-01,2024-01-01,middle,4.0816327775029135,4.265251347732911,-0.1784273862535446
25-29,2024-01,2024-01-01,zero,3.7694736000079394,4.060247736719968,-0.32415356436836823
25-29,2024-02,2024-02-01,high,4.352390286569567,4.232576512326535,0.2673475841193475
25-29,2024-02,2024-02-01,middle,4.107093686972139,4.2453372151764075,-0.16804902019847337
25-29,2024-02,2024-02-01,zero,3.7570063688689483,4.047325868333566,-0.28915137091598575
25-29,2024-03,2024-03-01,high,4.355879610729144,4.0534917781933215,0.24888849455314255
25-29,2024-03,2024-03-01,middle,4.043513129746306,4.199650984297895,-0.12946974301679393
25-29,2024-03,2024-03-01,zero,3.7039456467668717,4.0364091578446235,-0.28949223750274916
25-29,2024-04,2024-04-01,high,4.210172436780145,4.209934513514636,0.07433999218865772
25-29,2024-04,2024-04-01,middle,4.008795606393721,4.145952106021274,-0.17724499806627203
25-29,2024-04,2024-04-01,zero,3.6574812122569544,4.126179057591159,-0.43634332968180456
25-29,2024-06,2024-06-01,high,4.248242142973193,4.075746231904786,0.11907077461741727
25-29,2024-06,2024-06-01,middle,3.8460005515839533,4.242792309329796,-0.3616458840164749
25-29,2024-06,2024-06-01,zero,3.590751509827556,4.098410874804051,-0.529085847579608
25-29,2024-07,2024-07-01,high,4.2116840042990695,4.089458958436374,0.09044935225647573
25-29,2024-07,2024-07-01,middle,3.826462019632789,4.329752019815398,-0.4040822060933071
25-29,2024-07,2024-07-01,zero,3.603203274676075,4.099438760067332,-0.5670715324309914
25-29,2024-08,2024-08-01,high,4.223061881726117,3.8710997491818993,0.5547179716049299
25-29,2024-08,2024-08-01,middle,3.7917426352974832,3.9941992375660607,0.006935678347113055
25-29,2024-08,2024-08-01,zero,3.632105304514552,3.7840517760078716,-0.16008071083577302
25-29,2024-09,2024-09-01,high,4.188063660759648,4.3435066289849615,0.03986307383811206
25-29,2024-09,2024-09-01,middle,3.9176441010953096,4.423998879039466,-0.46102311938877993
25-29,2024-09,2024-09-01,zero,3.656694838964882,4.165641617092192,-0.5108506683620295
25-29,2024-10,2024-10-01,high,4.273632290948818,4.382250306095738,0.056225100910498656
25-29,2024-10,2024-10-01,middle,4.005819592388086,4.407027100965215,-0.4560232492148963
25-29,2024-10,2024-10-01,zero,3.661940402284146,4.201549501335372,-0.5329235201704877
25-29,2024-11,2024-11-01,high,4.29600474247851,4.138128565360784,0.208531235929886
25-29,2024-11,2024-11-01,middle,3.976927952169003,4.175938601968568,-0.24811240344150015
25-29,2024-11,2024-11-01,zero,3.668634908120346,4.041156772801008,-0.3788636659568516
25-29,2024-12,2024-12-01,high,4.213007479234337,3.8749244546816146,0.4554078830320607
25-29,2024-12,2024-12-01,middle,3.9718379606872682,3.949493985123348,0.03637075092612452
25-29,2024-12,2024-12-01,zero,3.671010047153576,3.8115879717544483,-0.09713333612917073
25-29,2025-01,2025-01-01,high,4.276169782610969,4.126065305478343,0.2057599603315736
25-29,2025-01,2025-01-01,middle,3.986683357058014,4.2261938525760065,-0.18712984832434498
25-29,2025-01,2025-01-01,zero,3.702443888871863,4.048314140582453,-0.3520944670177042
25-29,2025-02,2025-02-01,high,4.342572118879612,4.151670450014813,0.2542100991631276
25-29,2025-02,2025-02-01,middle,3.9773995922135597,4.154802978299285,-0.1544967841923341
25-29,2025-02,2025-02-01,zero,3.722066648743563,3.9631424108747773,-0.27157428009522727
25-29,2025-03,2025-03-01,high,4.2873300591608015,4.17888424759713,0.19113469295718966
25-29,2025-03,2025-03-01,middle,4.029623107576111,4.345950868186539,-0.25435756353849404
25-29,2025-03,2025-03-01,zero,3.685068028061423,4.043493371566051,-0.37694174730208635
25-29,2025-04,2025-04-01,high,4.257880209720529,4.102852513127673,0.163682290963939
25-29,2025-04,2025-04-01,middle,3.9320737172401907,4.274347770537442,-0.22576984164991964
25-29,2025-04,2025-04-01,zero,3.636784813068719,3.969807654651936,-0.33819719770678636
25-29,2025-05,2025-05-01,high,4.228003438360563,4.250051639892194,0.08677502660899643
25-29,2025-05,2025-05-01,middle,3.9096175263807584,4.232821763236309,-0.31056263284275676
25-29,2025-05,2025-05-01,zero,3.613965272236941,4.099628218544863,-0.5018297802744461
25-29,2025-06,2025-06-01,high,4.2104160705850235,4.177302271071539,0.07978937214716512
25-29,2025-06,2025-06-01,middle,3.848973286588731,4.169424762661129,-0.38449352375749046
25-29,2025-06,2025-06-01,zero,3.5655089247063083,4.2003345774552265,-0.6792999977614195
25-29,2025-07,2025-07-01,high,4.247202422960032,4.178412683545063,0.12321242185316376
25-29,2025-07,2025-07-01,middle,3.8815163821071343,4.305261307998004,-0.39492985892567006
25-29,2025-07,2025-07-01,zero,3.598087641459128,4.2034486422781265,-0.6016192996120275
25-29,2025-08,2025-08-01,high,4.256038125239884,3.804465195577515,0.6331151015327227
25-29,2025-08,2025-08-01,middle,3.9788620578010874,4.000176191793013,0.05123248988559805
25-29,2025-08,2025-08-01,zero,3.63770979484367,3.8276683827862925,-0.21808058644875314
25-29,2025-09,2025-09-01,high,4.316019143457448,4.337350429147497,0.04240302523035053
25-29,2025-09,2025-09-01,middle,3.878821380387923,4.30983979350366,-0.4811169672335772
25-29,2025-09,2025-09-01,zero,3.618409832296271,4.24640940918823,-0.6572060160203391
25-29,2025-10,2025-10-01,high,4.2905100386323785,4.311238600455584,0.07713576606549463
25-29,2025-10,2025-10-01,middle,3.9521462081491485,4.279748350748623,-0.3441766756113851
25-29,2025-10,2025-10-01,zero,3.651552812747086,4.2366053878039525,-0.5757847042422909
25-29,2025-11,2025-11-01,high,4.268998710751839,4.230206853523836,0.19319386957666243
25-29,2025-11,2025-11-01,middle,3.9696577648689706,4.179167892874299,-0.22743486505550847
25-29,2025-11,2025-11-01,zero,3.6542601771751104,4.089878423895005,-0.4402283488778027
25-29,2025-12,2025-12-01,high,4.251494939110215,3.9399087506323767,0.4335780133256604
25-29,2025-12,2025-12-01,middle,3.9587428239876554,3.972937739736083,-0.017863682985508625
25-29,2025-12,2025-12-01,zero,3.678733289226114,3.9494905437375665,-0.24390220764311757
25-29,2026-01,2026-01-01,high,4.32083061368209,4.086108194811057,0.28352505719106724
25-29,2026-01,2026-01-01,middle,4.021030324180612,4.295300368271417,-0.20634618434683505
25-29,2026-01,2026-01-01,zero,3.7257983112338975,4.0171043010949985,-0.3223318271239511
25-29,2026-02,2026-02-01,high,4.348587010540318,4.145968410363444,0.28752990710281917
25-29,2026-02,2026-02-01,middle,4.00337690342782,4.196289416234635,-0.1725087665231385
25-29,2026-02,2026-02-01,zero,3.721727520844062,4.058774142910649,-0.34248420583507627
25-29,2026-03,2026-03-01,high,4.348079426130746,4.219451172801148,0.2020054424436389
25-29,2026-03,2026-03-01,middle,3.9816623664447888,4.358940488784813,-0.3583598695429655
25-29,2026-03,2026-03-01,zero,3.7161260003966543,4.155980997840027,-0.4525486363360602
30-39,2021-01,2021-01-01,high,5.481010288394368,4.50361224391701,1.127808959472403
30-39,2021-01,2021-01-01,middle,5.36067519880674,4.532074586472696,0.8895659832119632
30-39,2021-01,2021-01-01,zero,5.248001135225777,4.6873501654145695,0.583807967765497
30-39,2021-02,2021-02-01,high,5.437442469513445,4.408053859333504,1.18611971228343
30-39,2021-02,2021-02-01,middle,5.368546627671314,4.525939540745189,0.9490909596229645
30-39,2021-02,2021-02-01,zero,5.248087379966995,4.737134960825388,0.5985442262741729
30-39,2021-03,2021-03-01,high,5.401141528131564,4.568469449155193,0.9843668184002372
30-39,2021-03,2021-03-01,middle,5.345840525763641,4.570534273925357,0.7381474366031178
30-39,2021-03,2021-03-01,zero,5.208034836544997,4.898497360244517,0.374484187066972
30-39,2021-04,2021-04-01,high,5.356457080201719,4.578599655157188,0.9587380135233616
30-39,2021-04,2021-04-01,middle,5.324461716248512,4.5561486461169505,0.7935834572984163
30-39,2021-04,2021-04-01,zero,5.215264086692737,4.748960035781229,0.46367600182659274
30-39,2021-05,2021-05-01,high,5.3286229310247295,4.507117246651284,0.9817977692269383
30-39,2021-05,2021-05-01,middle,5.282400885885908,4.642316308422382,0.7314029503156613
30-39,2021-05,2021-05-01,zero,5.155111516052882,4.851558827716526,0.3353183035762546
30-39,2021-06,2021-06-01,high,5.3270993493126975,4.687190154700673,0.7451769482282268
30-39,2021-06,2021-06-01,middle,5.2154328712875975,4.703719650874282,0.5566674685062839
30-39,2021-06,2021-06-01,zero,5.1147165636771,4.897929178921246,0.21881386717923615
30-39,2021-07,2021-07-01,high,5.327399710813664,4.544654486540525,0.7850327765000611
30-39,2021-07,2021-07-01,middle,5.194452870718191,4.686517829629359,0.5493337248181469
30-39,2021-07,2021-07-01,zero,5.020466498256212,4.853661756563774,0.16411521307605734
30-39,2021-08,2021-08-01,high,5.260657603256901,4.268522017822672,1.0837562609924682
30-39,2021-08,2021-08-01,middle,5.1736346889242695,4.478783070761471,0.810236904172441
30-39,2021-08,2021-08-01,zero,5.0042914730409755,4.592312887716827,0.4136264996654459
30-39,2021-09,2021-09-01,high,5.218225328067731,4.642728436577407,0.5486753552908843
30-39,2021-09,2021-09-01,middle,5.030825464731658,4.89108380352504,0.20039310318074052
30-39,2021-09,2021-09-01,zero,4.937552555586863,4.93726437822003,0.016979036385929062
30-39,2021-10,2021-10-01,high,5.170274657285257,4.6668144010095105,0.5774623633290573
30-39,2021-10,2021-10-01,middle,5.104800098549263,4.845823067755204,0.29975847662820604
30-39,2021-10,2021-10-01,zero,4.943670080625379,4.914362595071579,0.05088933819628712
30-39,2021-11,2021-11-01,high,5.137433731115989,4.659659147102879,0.5026714321923225
30-39,2021-11,2021-11-01,middle,5.0569366576720345,4.913106471481806,0.2105079264476266
30-39,2021-11,2021-11-01,zero,4.903180701591636,5.06513225128898,-0.09569315670402073
30-39,2021-12,2021-12-01,high,5.107481478493715,4.469491887537944,0.6900544439720636
30-39,2021-12,2021-12-01,middle,4.991885449951176,4.6740974469769005,0.40363432716491376
30-39,2021-12,2021-12-01,zero,4.872303043892796,4.727561253100425,0.20623128663417162
30-39,2022-01,2022-01-01,high,5.131698841124238,4.558416739716948,0.6074116266581017
30-39,2022-01,2022-01-01,middle,4.950324796169171,4.707185802575753,0.3064355385202243
30-39,2022-01,2022-01-01,zero,4.893258348998739,4.885438399972199,0.07197289712098938
30-39,2022-02,2022-02-01,high,5.067771006371796,4.538135575013977,0.5520076187944584
30-39,2022-02,2022-02-01,middle,4.891113298903133,4.826911904906613,0.30161848572745736
30-39,2022-02,2022-02-01,zero,4.8716523592595395,4.812373198666856,0.10620794328268608
30-39,2022-03,2022-03-01,high,5.035428304650637,4.764375169802424,0.29252777318206896
30-39,2022-03,2022-03-01,middle,4.911742820778187,4.906721336760243,0.07016691357595253
30-39,2022-03,2022-03-01,zero,4.859441603435508,4.9583488994364995,-0.0908332356199404
30-39,2022-04,2022-04-01,high,5.009433500008708,4.6225562464890935,0.5005606380104999
30-39,2022-04,2022-04-01,middle,4.940319574833228,4.700445553808846,0.3124895101980016
30-39,2022-04,2022-04-01,zero,4.823583460811354,4.751872270101282,0.08389510291616072
30-39,2022-05,2022-05-01,high,4.971004092836454,4.724768444550506,0.349803195191959
30-39,2022-05,2022-05-01,middle,4.885353146651363,4.765289525121179,0.1790028691639646
30-39,2022-05,2022-05-01,zero,4.7559924319581315,4.859828035961654,-0.056399455814268806
30-39,2022-06,2022-06-01,high,4.936993848155108,4.741873253452618,0.34018839926410704
