event_time,term,estimate,se,p_value,ci95_low,ci95_high,sample,label,outcome
15,memo_bevent_p15,0.014552802619322265,0.02197721183340928,0.507857838706157,-0.028522532574159924,0.05762813781280445,age3_40_to_gt44,Age 40 to >44,ln_parados
16,memo_bevent_p16,0.008146090127262494,0.022867563292743146,0.7216690454816095,-0.03667433392651407,0.05296651418103906,age3_40_to_gt44,Age 40 to >44,ln_parados
17,memo_bevent_p17,0.009660737217234852,0.01970344841812072,0.6239167270343762,-0.02895802168228176,0.04827949611675146,age3_40_to_gt44,Age 40 to >44,ln_parados
18,memo_bevent_p18,0.013945618113786052,0.02041976313536904,0.49464026723292376,-0.026077117631537264,0.053968353859109364,age3_40_to_gt44,Age 40 to >44,ln_parados
19,memo_bevent_p19,0.02874694724380129,0.022267126655398276,0.19670232688084033,-0.01489662100077933,0.0723905154883819,age3_40_to_gt44,Age 40 to >44,ln_parados
21,memo_bevent_p21,0.030818658890896983,0.02126629977160957,0.14728781248103262,-0.010863288661457773,0.07250060644325174,age3_40_to_gt44,Age 40 to >44,ln_parados
22,memo_bevent_p22,0.045972676672261174,0.021269944079647222,0.03066510893687946,0.0042835862761526206,0.08766176706836973,age3_40_to_gt44,Age 40 to >44,ln_parados
23,memo_bevent_p23,0.05478697766510408,0.022391165628773257,0.014412590699838246,0.010900293032708494,0.09867366229749966,age3_40_to_gt44,Age 40 to >44,ln_parados
24,memo_bevent_p24,0.04520447357350162,0.02333431653535732,0.052714430393208556,-0.0005307868357987203,0.09093973398280197,age3_40_to_gt44,Age 40 to >44,ln_parados
25,memo_bevent_p25,0.03933668946347486,0.024986912717073647,0.11542002621676906,-0.009637659461989488,0.0883110383889392,age3_40_to_gt44,Age 40 to >44,ln_parados
26,memo_bevent_p26,0.0427089251388991,0.025202218203302505,0.0901419409664348,-0.006687422539573808,0.09210527281737202,age3_40_to_gt44,Age 40 to >44,ln_parados
27,memo_bevent_p27,0.034860725163824,0.025793160550709807,0.1765195749247792,-0.01569386951556722,0.08541531984321521,age3_40_to_gt44,Age 40 to >44,ln_parados
28,memo_bevent_p28,0.03755045875119451,0.026415267960848775,0.1551587477760472,-0.014223466452069088,0.0893243839544581,age3_40_to_gt44,Age 40 to >44,ln_parados
29,memo_bevent_p29,0.05414021491547487,0.026020135325884614,0.03746095401231275,0.0031407496767410226,0.10513968015420871,age3_40_to_gt44,Age 40 to >44,ln_parados
30,memo_bevent_p30,0.05495374881985097,0.026571526051008532,0.03862646076414933,0.0028735577598742457,0.10703393987982769,age3_40_to_gt44,Age 40 to >44,ln_parados
31,memo_bevent_p31,0.06318171809402288,0.02657044843509561,0.017411815848650036,0.011103639161235489,0.11525979702681027,age3_40_to_gt44,Age 40 to >44,ln_parados
32,memo_bevent_p32,0.07318050591187895,0.02736836872038835,0.007497296829731548,0.01953850321991779,0.12682250860384012,age3_40_to_gt44,Age 40 to >44,ln_parados
33,memo_bevent_p33,0.08267804985323379,0.027523041539889635,0.0026649245944259103,0.028732888435050112,0.13662321127141747,age3_40_to_gt44,Age 40 to >44,ln_parados
34,memo_bevent_p34,0.09363668208880796,0.027652570034360228,0.0007087192263268705,0.03943764482146191,0.147835719356154,age3_40_to_gt44,Age 40 to >44,ln_parados
35,memo_bevent_p35,0.10226660951492383,0.027748748541469564,0.00022829941119106856,0.04787906237364349,0.1566541566562042,age3_40_to_gt44,Age 40 to >44,ln_parados
36,memo_bevent_p36,0.10008342599943747,0.02853881353892571,0.0004533200405061333,0.04414735146314308,0.15601950053573185,age3_40_to_gt44,Age 40 to >44,ln_parados
37,memo_bevent_p37,0.09102038384572794,0.02953459386940212,0.002057372928184753,0.03313257986169978,0.1489081878297561,age3_40_to_gt44,Age 40 to >44,ln_parados
38,memo_bevent_p38,0.09058977794811317,0.03089577249892251,0.003366683740533727,0.03003406385022505,0.15114549204600128,age3_40_to_gt44,Age 40 to >44,ln_parados
39,memo_bevent_p39,0.07485977960378279,0.030174553825776107,0.013105443464510591,0.015717654105261623,0.13400190510230395,age3_40_to_gt44,Age 40 to >44,ln_parados
40,memo_bevent_p40,0.0804769628112293,0.03125535139334714,0.010029171836147821,0.019216474080268914,0.1417374515421897,age3_40_to_gt44,Age 40 to >44,ln_parados
41,memo_bevent_p41,0.08900507661998697,0.031662480261553015,0.004937884408555027,0.02694661530734306,0.1510635379326309,age3_40_to_gt44,Age 40 to >44,ln_parados
42,memo_bevent_p42,0.10156447753702878,0.03339776255634813,0.0023574971388080623,0.03610486292658645,0.1670240921474711,age3_40_to_gt44,Age 40 to >44,ln_parados
-20,memo_bevent_m20,-0.029531880018589002,0.024199530252202565,0.22233248489183266,-0.07696295931290603,0.01789919927572802,gender_hombre,Men,ln_parados
-19,memo_bevent_m19,-0.024682665391526,0.022745370477694593,0.2778449725542851,-0.0692635915278074,0.019898260744755404,gender_hombre,Men,ln_parados
-18,memo_bevent_m18,-0.014788639654055552,0.021045750435713908,0.48224892304372236,-0.05603831050805481,0.026461031199943703,gender_hombre,Men,ln_parados
-17,memo_bevent_m17,-0.022349707529752072,0.02101145911718939,0.28746853962402863,-0.06353216739944328,0.018832752339939134,gender_hombre,Men,ln_parados
-16,memo_bevent_m16,-0.026529803312495964,0.0216643051186039,0.2207312703941975,-0.06899184134495961,0.01593223471996768,gender_hombre,Men,ln_parados
-15,memo_bevent_m15,-0.016405265928172624,0.018892742571828578,0.38520991534717375,-0.05343504136895664,0.02062450951261139,gender_hombre,Men,ln_parados
-14,memo_bevent_m14,0.01228330014489315,0.015647969831127838,0.43246691409420435,-0.01838672072411741,0.042953321013903714,gender_hombre,Men,ln_parados
-13,memo_bevent_m13,0.007909892797797968,0.015609383468019872,0.6123375383218099,-0.02268449879952098,0.03850428439511692,gender_hombre,Men,ln_parados
-12,memo_bevent_m12,0.0017919179412667074,0.01686129501811563,0.915364928004424,-0.031256220294239925,0.03484005617677334,gender_hombre,Men,ln_parados
-11,memo_bevent_m11,-0.015772477744419283,0.016066278300874388,0.3262411525210043,-0.047262383214133084,0.015717427725294518,gender_hombre,Men,ln_parados
-10,memo_bevent_m10,-0.0172876538591617,0.017208179728838462,0.31508063735291736,-0.05101568612768508,0.016440378409361682,gender_hombre,Men,ln_parados
-9,memo_bevent_m9,-0.03114003670438048,0.016326397616376217,0.05647621313554829,-0.06313977603247786,0.0008597026237169014,gender_hombre,Men,ln_parados
-8,memo_bevent_m8,-0.023208352283139805,0.017362661589164448,0.1813265527174326,-0.05723916899790212,0.010822464431622512,gender_hombre,Men,ln_parados
-7,memo_bevent_m7,-0.02744682409036664,0.016491326901049836,0.09604875320929707,-0.059769824816424316,0.004876176635691037,gender_hombre,Men,ln_parados
-6,memo_bevent_m6,-0.03122019168191917,0.015487007436287881,0.04381088346097384,-0.06157472625704341,-0.0008656571067949224,gender_hombre,Men,ln_parados
-5,memo_bevent_m5,-0.04529964442336781,0.014445235799928353,0.0017129407035816335,-0.07361230659122739,-0.01698698225550824,gender_hombre,Men,ln_parados
-4,memo_bevent_m4,-0.049884020312293775,0.013897469536540315,0.0003313994041578283,-0.07712306060391279,-0.02264498002067476,gender_hombre,Men,ln_parados
-3,memo_bevent_m3,-0.03868687750654651,0.01138164081096491,0.0006761793537475302,-0.06099489349603773,-0.016378861517055286,gender_hombre,Men,ln_parados
-2,memo_bevent_m2,-0.00045648677272319693,0.005858771495259599,0.937895587076989,-0.011939678903432012,0.011026705357985618,gender_hombre,Men,ln_parados
-1,reference,0.0,,,,,gender_hombre,Men,ln_parados
0,memo_bevent_0,0.002707273081440309,0.010252984324628883,0.791743452491513,-0.0173885761948323,0.022803122357712917,gender_hombre,Men,ln_parados
1,memo_bevent_p1,0.002271563185187342,0.0136016144906093,0.8673646362997645,-0.024387601216406884,0.028930727586781568,gender_hombre,Men,ln_parados
2,memo_bevent_p2,0.0014827117243721155,0.01538112568424851,0.9232043787439594,-0.028664294616754963,0.03162971806549919,gender_hombre,Men,ln_parados
3,memo_bevent_p3,0.003189096693450383,0.014218528452372446,0.8225304011583052,-0.024679219073199612,0.031057412460100377,gender_hombre,Men,ln_parados
4,memo_bevent_p4,-0.0011336857710637083,0.014967207947098864,0.9396222607512061,-0.03046941334737748,0.028202041805250065,gender_hombre,Men,ln_parados
5,memo_bevent_p5,0.0026844308854679644,0.01704211744931016,0.8748370563462577,-0.030718119315179954,0.03608698108611588,gender_hombre,Men,ln_parados
6,memo_bevent_p6,0.006342223270014824,0.018951619304324003,0.7378865803070285,-0.03080295056646022,0.04348739710648987,gender_hombre,Men,ln_parados
7,memo_bevent_p7,0.006566497073356076,0.018809455467810425,0.7270096000580302,-0.03030003564355236,0.04343302979026451,gender_hombre,Men,ln_parados
8,memo_bevent_p8,0.010265463388832247,0.01892766334524307,0.5875757733583493,-0.02683275676784417,0.04736368354550866,gender_hombre,Men,ln_parados
9,memo_bevent_p9,0.025192025596396106,0.020754192645766674,0.2248133114971531,-0.015486191989306577,0.06587024318209879,gender_hombre,Men,ln_parados
10,memo_bevent_p10,0.053186108251663894,0.018372672786291594,0.003793413037280091,0.01717566959053237,0.08919654691279541,gender_hombre,Men,ln_parados
11,memo_bevent_p11,0.053373494796358556,0.018385631859668843,0.00369606283553936,0.017337656351407625,0.08940933324130948,gender_hombre,Men,ln_parados
12,memo_bevent_p12,0.05301478657452613,0.02037816455227009,0.009280389993390203,0.013073584052076752,0.0929559890969755,gender_hombre,Men,ln_parados
13,memo_bevent_p13,0.034802199050356974,0.024765765900640856,0.1599456722265884,-0.013738702114899103,0.08334310021561306,gender_hombre,Men,ln_parados
14,memo_bevent_p14,0.04305887736111452,0.02448194159431856,0.07861121770596746,-0.004925728163749851,0.0910434828859789,gender_hombre,Men,ln_parados
15,memo_bevent_p15,0.04368565920827555,0.023069022740161493,0.058265700031569834,-0.0015296253624409728,0.08890094377899208,gender_hombre,Men,ln_parados
16,memo_bevent_p16,0.033934003221691544,0.023548538765394138,0.14957797823167218,-0.012221132758480968,0.08008913920186406,gender_hombre,Men,ln_parados
17,memo_bevent_p17,0.03849220780949361,0.025615734940586554,0.13292203347907017,-0.011714632674056036,0.08869904829304326,gender_hombre,Men,ln_parados
18,memo_bevent_p18,0.03758887386437823,0.026747592152642524,0.15992672532636476,-0.014836406754801114,0.09001415448355757,gender_hombre,Men,ln_parados
19,memo_bevent_p19,0.049971116087042494,0.027325969135561488,0.06744392439460478,-0.003587783418658022,0.10353001559274301,gender_hombre,Men,ln_parados
20,memo_bevent_p20,0.056834336035572586,0.027097494738707692,0.03595801602865989,0.0037232463477055097,0.10994542572343965,gender_hombre,Men,ln_parados
21,memo_bevent_p21,0.05640077277027611,0.025442623860719916,0.026637932566702105,0.00653323000326507,0.10626831553728715,gender_hombre,Men,ln_parados
22,memo_bevent_p22,0.07567486263662682,0.02695036506106858,0.004986035091734786,0.022852147116932398,0.12849757815632123,gender_hombre,Men,ln_parados
23,memo_bevent_p23,0.08929485744494774,0.02685126136940275,0.0008824845412458426,0.03666638516091835,0.14192332972897712,gender_hombre,Men,ln_parados
24,memo_bevent_p24,0.08150659153994932,0.029072928047928163,0.005054779352451355,0.024523652566010128,0.13848953051388851,gender_hombre,Men,ln_parados
25,memo_bevent_p25,0.07554067724765068,0.0315328721521298,0.016592428346777766,0.013736247829476272,0.13734510666582508,gender_hombre,Men,ln_parados
26,memo_bevent_p26,0.07822391965096279,0.03090104522847052,0.011359758035022871,0.017657871003160568,0.138789968298765,gender_hombre,Men,ln_parados
27,memo_bevent_p27,0.07601117870085447,0.029641450272774084,0.01033679858270009,0.017913936166217267,0.13410842123549166,gender_hombre,Men,ln_parados
28,memo_bevent_p28,0.07466555111137677,0.030003462910918134,0.012825998837914021,0.01585876380597722,0.1334723384167763,gender_hombre,Men,ln_parados
29,memo_bevent_p29,0.09733518820184757,0.03124784820215326,0.0018398201199787412,0.03608940572562718,0.15858097067806795,gender_hombre,Men,ln_parados
30,memo_bevent_p30,0.08916251562595683,0.03202275450132443,0.005363533398698772,0.026397916803360955,0.1519271144485527,gender_hombre,Men,ln_parados
31,memo_bevent_p31,0.08984717360305677,0.03308068670673103,0.006607574605615785,0.025009027657863947,0.1546853195482496,gender_hombre,Men,ln_parados
32,memo_bevent_p32,0.09776166223792608,0.03439386126851349,0.004477302516912918,0.030349694151639642,0.1651736303242125,gender_hombre,Men,ln_parados
33,memo_bevent_p33,0.11811649827265636,0.03319634885722218,0.0003735227211674186,0.05305165451250088,0.18318134203281183,gender_hombre,Men,ln_parados
34,memo_bevent_p34,0.13819897855206073,0.03255943189353832,2.1906726959342038e-05,0.07438249204072563,0.20201546506339585,gender_hombre,Men,ln_parados
35,memo_bevent_p35,0.13457599450506627,0.03322579956914729,5.114189103361255e-05,0.06945342734953758,0.19969856166059496,gender_hombre,Men,ln_parados
36,memo_bevent_p36,0.1410776950215425,0.03369723651785821,2.8313295335369304e-05,0.0750311114465404,0.2071242785965446,gender_hombre,Men,ln_parados
37,memo_bevent_p37,0.12460528063230147,0.035630076432376034,0.00047018021456324277,0.05477033082484445,0.1944402304397585,gender_hombre,Men,ln_parados
38,memo_bevent_p38,0.1272243084070358,0.03488685447627511,0.0002655581886255032,0.05884607363353658,0.19560254318053502,gender_hombre,Men,ln_parados
39,memo_bevent_p39,0.1132877392622329,0.03425321143242069,0.0009417940224822896,0.04615144485468835,0.18042403366977744,gender_hombre,Men,ln_parados
40,memo_bevent_p40,0.1147366820226514,0.03574289304986693,0.0013270919603081133,0.04468061164491223,0.18479275240039056,gender_hombre,Men,ln_parados
41,memo_bevent_p41,0.13155046766214906,0.03633479753938829,0.00029402383000931565,0.06033426448494801,0.20276667083935013,gender_hombre,Men,ln_parados
42,memo_bevent_p42,0.14729097534911578,0.03621011944287106,4.7484670704589504e-05,0.0763191412410885,0.21826280945714305,gender_hombre,Men,ln_parados
-20,memo_bevent_m20,-0.02859389128060133,0.0239231652740986,0.23199380971517614,-0.07548329521783459,0.01829551265663193,gender_mujer,Women,ln_parados
-19,memo_bevent_m19,-0.039771853915694405,0.02450273869883685,0.10455530585029837,-0.08779722176541463,0.008253513934025819,gender_mujer,Women,ln_parados
-18,memo_bevent_m18,-0.028519836386122044,0.02397765996302848,0.23426905307227885,-0.07551604991365786,0.018476377141413772,gender_mujer,Women,ln_parados
-17,memo_bevent_m17,-0.04863741411711103,0.023012120032256656,0.03455317104240874,-0.09374116938033408,-0.00353365885388799,gender_mujer,Women,ln_parados
-16,memo_bevent_m16,-0.0487987899330089,0.022318844836737687,0.028783512289019653,-0.09254372581301476,-0.005053854053003036,gender_mujer,Women,ln_parados
-15,memo_bevent_m15,-0.028429649540832908,0.022146718900447296,0.19924842239806484,-0.0718372185857096,0.014977919504043792,gender_mujer,Women,ln_parados
-14,memo_bevent_m14,-0.00800749732185041,0.019975833263008665,0.6885237614060746,-0.047160130517347396,0.031145135873646576,gender_mujer,Women,ln_parados
-13,memo_bevent_m13,0.0030394330423938742,0.019905122314067523,0.8786379960747803,-0.03597460669317847,0.04205347277796622,gender_mujer,Women,ln_parados
-12,memo_bevent_m12,-0.018983204267280646,0.02022203874373618,0.347865073448101,-0.058618400205003564,0.020651991670442273,gender_mujer,Women,ln_parados
-11,memo_bevent_m11,-0.019269997152902008,0.019918553980443284,0.33332434046641346,-0.058310362954570844,0.01977036864876683,gender_mujer,Women,ln_parados
-10,memo_bevent_m10,-0.02923556591620649,0.01889994055397553,0.12189695889017527,-0.06627944940199854,0.0078083175695855475,gender_mujer,Women,ln_parados
-9,memo_bevent_m9,-0.03942112589074806,0.017172237617371248,0.021696972465092834,-0.07307871162079571,-0.005763540160700416,gender_mujer,Women,ln_parados
-8,memo_bevent_m8,-0.03097897042025144,0.017882974594861954,0.08321724108169781,-0.06602960062618088,0.004071659785677993,gender_mujer,Women,ln_parados
-7,memo_bevent_m7,-0.03932620571477133,0.017415338266115004,0.023937169576323747,-0.07346026871635673,-0.005192142713185924,gender_mujer,Women,ln_parados
-6,memo_bevent_m6,-0.03308527118297558,0.01724381125404935,0.05502546538072539,-0.0668831412409123,0.000712598874961147,gender_mujer,Women,ln_parados
-5,memo_bevent_m5,-0.04944847157281437,0.015649620572330505,0.0015791900790593782,-0.08012172789458216,-0.018775215251046584,gender_mujer,Women,ln_parados
-4,memo_bevent_m4,-0.05294531857963608,0.01617227091906694,0.0010609919420632163,-0.08464296958100728,-0.02124766757826488,gender_mujer,Women,ln_parados
-3,memo_bevent_m3,-0.05028953757168325,0.014100449936454021,0.00036175312854536124,-0.07792641944713313,-0.02265265569623337,gender_mujer,Women,ln_parados
-2,memo_bevent_m2,-0.025464569551383515,0.009756971147659213,0.009057274865155174,-0.04458823300079557,-0.006340906101971459,gender_mujer,Women,ln_parados
-1,reference,0.0,,,,,gender_mujer,Women,ln_parados
0,memo_bevent_0,-0.028545364336878043,0.011879291373395955,0.016263331832054195,-0.05182877542873411,-0.005261953245021971,gender_mujer,Women,ln_parados
1,memo_bevent_p1,-0.033472634329908074,0.015107981799615856,0.026721677312501413,-0.06308427865715516,-0.003860990002660998,gender_mujer,Women,ln_parados
2,memo_bevent_p2,-0.03212109668733126,0.016577471296013804,0.052667709624380166,-0.06461294042751832,0.0003707470528557938,gender_mujer,Women,ln_parados
3,memo_bevent_p3,-0.024355289651755374,0.017134552680639334,0.15519649669123048,-0.05793901290580847,0.00922843360229772,gender_mujer,Women,ln_parados
4,memo_bevent_p4,-0.03089372525399503,0.01990430837153782,0.12063531445425624,-0.06990616966220917,0.0081187191542191,gender_mujer,Women,ln_parados
5,memo_bevent_p5,-0.0256097233608516,0.020491514729945134,0.2113828112761298,-0.06577309223154407,0.014553645509840861,gender_mujer,Women,ln_parados
6,memo_bevent_p6,-0.017117188605218103,0.020449854930737137,0.40257442626171724,-0.05719890426946289,0.022964527059026685,gender_mujer,Women,ln_parados
7,memo_bevent_p7,0.0015119513424757258,0.019950883455264076,0.939591201253539,-0.03759178022984186,0.04061568291479331,gender_mujer,Women,ln_parados
8,memo_bevent_p8,0.0027892567813189995,0.020613184937915266,0.8923634525293911,-0.037612585696994924,0.04319109925963292,gender_mujer,Women,ln_parados
9,memo_bevent_p9,0.0013017072572220623,0.01947032104203743,0.9466963630597593,-0.0368601219851713,0.039463536499615426,gender_mujer,Women,ln_parados
10,memo_bevent_p10,0.022024195766099514,0.01826445544361355,0.22787528669493518,-0.013774136903383048,0.057822528435582075,gender_mujer,Women,ln_parados
11,memo_bevent_p11,0.03888537711412435,0.01748575446791592,0.026159761919499758,0.004613298357009146,0.07315745587123955,gender_mujer,Women,ln_parados
12,memo_bevent_p12,0.026369130566711238,0.020056613916720863,0.18859900840794852,-0.012941832710061656,0.06568009384348414,gender_mujer,Women,ln_parados
13,memo_bevent_p13,0.030617555311540423,0.02224987127724291,0.16879752840660545,-0.01299219239185568,0.07422730301493652,gender_mujer,Women,ln_parados
14,memo_bevent_p14,0.035380470502577394,0.022630131267168178,0.11795310486674859,-0.008974586781072234,0.07973552778622703,gender_mujer,Women,ln_parados
15,memo_bevent_p15,0.03790925946143106,0.02285127837668433,0.0971247110405864,-0.006879246156870224,0.08269776507973234,gender_mujer,Women,ln_parados
16,memo_bevent_p16,0.03749016934732506,0.02378575630429472,0.11498882106940012,-0.009129913009092591,0.08411025170374271,gender_mujer,Women,ln_parados
17,memo_bevent_p17,0.023176590768036187,0.025466221999268727,0.36277428609057294,-0.026737204350530515,0.07309038588660288,gender_mujer,Women,ln_parados
18,memo_bevent_p18,0.03468163795917187,0.025496408824967676,0.17374899047082937,-0.015291323337764777,0.08465459925610852,gender_mujer,Women,ln_parados
19,memo_bevent_p19,0.031429249756801086,0.027006984890122963,0.2445272751260874,-0.02150444062783992,0.08436294014144209,gender_mujer,Women,ln_parados
20,memo_bevent_p20,0.025088264838582758,0.02869488024657187,0.3819486183915042,-0.031153700444698104,0.08133023012186362,gender_mujer,Women,ln_parados
21,memo_bevent_p21,0.03337664956592605,0.02694102386393648,0.21539057486192004,-0.01942775720738945,0.08618105633924156,gender_mujer,Women,ln_parados
22,memo_bevent_p22,0.04762792250998696,0.0272144634922803,0.08010175741782621,-0.0057124259348824286,0.10096827095485635,gender_mujer,Women,ln_parados
23,memo_bevent_p23,0.05830385878677263,0.026732980539708382,0.029185551870803073,0.005907216928944206,0.11070050064460106,gender_mujer,Women,ln_parados
24,memo_bevent_p24,0.03676440432378607,0.02978499234631475,0.21708127796186139,-0.021614180674990845,0.09514298932256299,gender_mujer,Women,ln_parados
25,memo_bevent_p25,0.04160174862874917,0.030836521798963148,0.17730279584003172,-0.0188378340972186,0.10204133135471694,gender_mujer,Women,ln_parados
26,memo_bevent_p26,0.045093977302118046,0.030598379032681273,0.14055229354673537,-0.014878845601937245,0.10506680020617334,gender_mujer,Women,ln_parados
27,memo_bevent_p27,0.038026961116519625,0.030156640257868482,0.20731556453355937,-0.021080053788902597,0.09713397602194185,gender_mujer,Women,ln_parados
28,memo_bevent_p28,0.03912683672300203,0.031686572226256635,0.2169019241240282,-0.02297884484046097,0.10123251828646504,gender_mujer,Women,ln_parados
29,memo_bevent_p29,0.04834043429168797,0.03203666412556092,0.13132185237116478,-0.014451427394411437,0.11113229597778737,gender_mujer,Women,ln_parados
30,memo_bevent_p30,0.05865978859431742,0.033772134086367527,0.08239975872071037,-0.007533594214962927,0.12485317140359777,gender_mujer,Women,ln_parados
31,memo_bevent_p31,0.06708577594430691,0.03434311191490372,0.05077241919993769,-0.0002267234089043807,0.1343982752975182,gender_mujer,Women,ln_parados
32,memo_bevent_p32,0.06110584833726038,0.035133046210839076,0.08198730640279939,-0.007754922235984216,0.12996661891050498,gender_mujer,Women,ln_parados
33,memo_bevent_p33,0.0730045209677642,0.03369271704052799,0.030252050811012676,0.006966795568329354,0.13904224636719906,gender_mujer,Women,ln_parados
34,memo_bevent_p34,0.08788271195921736,0.03231259914517457,0.006532810703656633,0.02455001763467521,0.1512154062837595,gender_mujer,Women,ln_parados
35,memo_bevent_p35,0.08890895662838112,0.032574457906382415,0.0063448323667116835,0.02506301913187159,0.15275489412489066,gender_mujer,Women,ln_parados
36,memo_bevent_p36,0.08753907923243517,0.0343589340441714,0.010841014323995868,0.020195568505859227,0.1548825899590111,gender_mujer,Women,ln_parados
37,memo_bevent_p37,0.08029542548756181,0.03637586326042214,0.02728738342797521,0.008998733497134426,0.1515921174779892,gender_mujer,Women,ln_parados
38,memo_bevent_p38,0.08133805200394595,0.03628151339631107,0.024970460477755863,0.010226285747176253,0.15244981826071563,gender_mujer,Women,ln_parados
39,memo_bevent_p39,0.07967552031220301,0.0354975352201952,0.024797890806723233,0.010100351280620423,0.1492506893437856,gender_mujer,Women,ln_parados
40,memo_bevent_p40,0.08394177418281765,0.038046476576583936,0.02736330868548653,0.009370680092713135,0.15851286827292216,gender_mujer,Women,ln_parados
41,memo_bevent_p41,0.07910587127626689,0.03866935639805599,0.040785974947866954,0.0033139327360771492,0.15489780981645662,gender_mujer,Women,ln_parados
42,memo_bevent_p42,0.09556252353192313,0.03930818940526865,0.015052653136511163,0.018518472297596567,0.1726065747662497,gender_mujer,Women,ln_parados
