sample,subgroup,event_time,estimate,std_error,ci_low,ci_high,overall_att,overall_se
age3_cno4,<18 to 29,-20,0.0012087840050527612,0.0011882751247786379,-0.002710739846228434,0.005128307856333956,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-19,0.005993971656667901,0.0015971521553919154,7.25767486905479e-4,0.011262175826430323,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-18,0.0012871795841311864,0.0016335044745649887,-0.004100932660013244,0.006675291828275617,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-17,-0.0010944778039157594,0.0022844109295537787,-0.008629604087217763,0.0064406484793862444,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-16,0.008137232236149119,0.002094389921792371,0.0012288899834427842,0.015045574488855453,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-15,-0.0028343378307082324,0.0025877186825500266,-0.011369924316666388,0.005701248655249923,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-14,0.0018163427239451643,0.002031253735110939,-0.00488374490454448,0.008516430352434809,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-13,5.204175502545468e-4,0.002612250023383735,-0.00809608552942557,0.009136920629934665,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-12,-0.00813030507236273,0.001972043921127676,-0.014635089211535827,-0.0016255209331896307,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-11,-0.003381637412486308,0.001960321255813339,-0.009847754356376083,0.0030844795314034675,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-10,-0.003450729885486305,0.0016943838199901164,-0.009039652566093105,0.0021381927951204956,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-9,0.003303080560902991,0.0025106109438459926,-0.004978166155866508,0.01158432727767249,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-8,0.006469057353290955,0.0018441010178452339,3.8629270317441095e-4,0.012551822003407499,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-7,-0.001442302167649397,0.002197217476553585,-0.008689820967142891,0.005805216631844097,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-6,0.004672048054055995,0.0015001328653413133,-2.7613812201280046e-4,0.009620234230124789,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-5,-0.003955791366406773,0.002389890534090568,-0.011838841979003032,0.003927259246189486,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-4,0.0015127004599968053,0.0028881975665186995,-0.008014015208052885,0.011039416128046495,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-3,-0.004599409613837497,0.003122706183680451,-0.014899651630398171,0.005700832402723177,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-2,0.0023447416733422353,0.003039091387771804,-0.007679697054863814,0.012369180401548285,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,-1,-0.0079898030566871291,0.003433197575767993,-0.019314200499484915,0.003334594386110657,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,0,0.005929041525841314,0.002612274278957575,-0.002687541560815479,0.014545624612498108,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,1,-6.195340121903077e-4,0.003170251421280145,-0.011076603929041792,0.009837535904661177,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,2,0.006922464600454755,0.003682830186613072,-0.0052253456630457756,0.019070274863955287,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,3,0.007898612173717155,0.0037970401616304293,-0.004625919534001233,0.02042314388143554,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,4,0.014508351670591406,0.003920312296460586,0.0015772069970792953,0.027439496344103517,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,5,0.01693540333949856,0.0037008706487189863,0.004728086636758683,0.029142720042238435,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,6,0.026866377521056833,0.004406997348924372,0.012329902876887287,0.04140285216522638,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,7,0.04078510061619167,0.004761370192571794,0.0250797276386659,0.05649047359371744,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,8,0.04875153988106308,0.005982606205824421,0.029017921607332076,0.06848515815479408,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,9,0.04289289103953666,0.005512041776223227,0.024711428884305574,0.06107435319476775,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,10,0.04321259773784234,0.005326367363283732,0.02564358237621434,0.06078161309947035,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,11,0.042292966021947445,0.006083102202489349,0.02222786184257667,0.06235807020131822,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,12,0.041683279739744,0.005658092782569767,0.023020068542610243,0.06034649093687776,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,13,0.02904961085294454,0.005300836341373212,0.011564809531684091,0.046534412174204995,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,14,0.02501560077225903,0.005640166513260994,0.006411519349581601,0.04361968219493646,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,15,0.022944577883482607,0.0041073644041313305,0.009396442092206855,0.036492713674758356,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,16,0.02823251383145903,0.0071510905493583484,0.004644651570938303,0.05182037609197976,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,17,0.031338067648225505,0.006203300904496881,0.010876488216964453,0.05179964707948656,0.03932371782979836,0.005254549232082454
age3_cno4,<18 to 29,18,0.0411449677807106,0.005757958948672223,0.022152348173173984,0.06013758738824721,0.03932371782979836,0.005254549232082454
