spec,outcome,beta_log_points,se,p_value,ci95_low,ci95_high,effect_pct,nobs,clusters,periods,notes,rate_proxy_mean,rate_proxy_note
cno2_rate_proxy_continuous,ln_rate_proxy,0.02845331326583813,0.011422977098747273,0.012742564047471922,0.006064278152293476,0.050842348379382785,2.8861975507686655,1302,62,21,"SEPE parados / (SEPE parados + EPA ocupados). CNO2-quarter proxy, not official unemployment rate.",0.034278823474921914,Denominator uses INE EPA table 65134 occupied persons; numerator uses SEPE registered unemployed aggregated to CNO2-quarter.
cno2_rate_proxy_continuous_trends,ln_rate_proxy,-0.0048508619514178505,0.007845866875564742,0.5363975555168501,-0.020228761027524744,0.010527037124689043,-0.4839115521693693,1302,62,21,Adds CNO2-specific linear trends to the SEPE/EPA denominator proxy model.,0.034278823474921914,Denominator uses INE EPA table 65134 occupied persons; numerator uses SEPE registered unemployed aggregated to CNO2-quarter.
