event_time,term,estimate,se,p_value,ci95_low,ci95_high,sample,outcome
16,bevent_p16,0.03542370956260371,0.020146078184858168,0.07868921594450695,-0.0040626036797183004,0.07491002280492573,sample3_gender_ocup4d,ln_parados
17,bevent_p17,0.030595190649704618,0.022133220155995264,0.1668734986931033,-0.012785920856046101,0.07397630215545534,sample3_gender_ocup4d,ln_parados
18,bevent_p18,0.03580238755205989,0.023156818749168827,0.12208427621443363,-0.00958497719631101,0.0811897523004308,sample3_gender_ocup4d,ln_parados
19,bevent_p19,0.040449176651536745,0.0243258186768707,0.09635078626682003,-0.007229427955129826,0.08812778125820331,sample3_gender_ocup4d,ln_parados
20,bevent_p20,0.04076816082960519,0.024948997745652447,0.10224623950590339,-0.00813187475187361,0.08966819641108398,sample3_gender_ocup4d,ln_parados
21,bevent_p21,0.04468960714882314,0.02338549644804292,0.05600500163307065,-0.0011459658893409816,0.09052518018698727,sample3_gender_ocup4d,ln_parados
22,bevent_p22,0.0614776219361004,0.02345229243826868,0.008757183089674214,0.01551112875709379,0.10744411511510701,sample3_gender_ocup4d,ln_parados
23,bevent_p23,0.07363873460903458,0.0236654389080726,0.0018604036006701907,0.027254474349212292,0.12002299486885687,sample3_gender_ocup4d,ln_parados
24,bevent_p24,0.05900339548968887,0.02626816457301831,0.024691579920452122,0.007517792926572987,0.11048899805280477,sample3_gender_ocup4d,ln_parados
25,bevent_p25,0.058394379842536426,0.027842285255885377,0.035964628056242454,0.0038235007410010874,0.11296525894407176,sample3_gender_ocup4d,ln_parados
26,bevent_p26,0.06148264994956042,0.028068071865463104,0.028489185891008573,0.006469229093252732,0.1164960708058681,sample3_gender_ocup4d,ln_parados
27,bevent_p27,0.05683752135368311,0.027231782832607646,0.03687223543877938,0.0034632270017721303,0.1102118157055941,sample3_gender_ocup4d,ln_parados
28,bevent_p28,0.05676758403082412,0.028244535710314572,0.044445927784398265,0.001408294038607559,0.11212687402304067,sample3_gender_ocup4d,ln_parados
29,bevent_p29,0.07272543706776276,0.02887395561871966,0.01177819583876949,0.016132484055072227,0.1293183900804533,sample3_gender_ocup4d,ln_parados
