sample,subgroup,event_time,estimate,std_error,ci_low,ci_high,overall_att,overall_se
age3_cno4,30-39,-20,-0.002677475438044851,0.001723794236622292,-0.008148847653039129,0.002793896776949427,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-19,-0.0028820651301764933,0.0012950031824484024,-0.006992442273948019,0.0012283120135950327,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-18,-1.3250124677256336e-4,0.00134725926848906,-0.004408740702386737,0.00414373820884161,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-17,0.003964758564346166,8.5683755918259e-4,0.0012451316422482915,0.006684385486444041,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-16,0.0013587325087207852,0.00197375171073671,-0.004906011878975242,0.007623476896416811,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-15,-0.006134339185315961,0.0016366247377046378,-0.01132903291732171,-9.396454533102134e-4,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-14,0.0029231233780330056,0.001855294329406563,-0.002965633892928761,0.008811880648994772,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-13,0.0067782382601628555,0.0015124843673545983,0.001977569614598519,0.011578906905727191,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-12,-0.004357219379403618,0.0014573892334070442,-0.008983014493859794,2.685757350525588e-4,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-11,1.908032040977074e-4,0.001908219478781453,-0.005865940004867659,0.006247546413063074,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-10,-0.004606360504441117,0.0015328433599835379,-0.009471649174964767,2.589281660825334e-4,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-9,-0.0023034334802444776,0.002274202948934594,-0.009521818692182757,0.004914951731693803,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-8,-0.00056069525221436945,0.0012154032178222811,-0.004418419831360042,0.003297029326931303,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-7,0.0012733776790411556,0.002228886966978753,-0.005801173309936615,0.008347928668018926,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-6,0.006699468309233996,0.002884682162537763,-0.0024565953890211007,0.01585553200748909,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-5,-5.897338614543322e-4,0.0016198092395179635,-0.005731054721219752,0.004551586998311086,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-4,0.004867107509094832,0.0014207515130263894,3.576015671237862e-4,0.009376613451065878,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-3,9.766796557459123e-4,0.002915456850577785,-0.008277063782637118,0.010230423094128941,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-2,-6.250747298699965e-5,0.0021840671123693044,-0.006994798961393095,0.006869784015419097,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,-1,4.1179362846877017e-4,0.002096499352782155,-0.006242555286191844,0.0070661425431293836,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,0,0.007515941457834133,0.001716385738579647,0.0020680840275422293,0.012963798888126037,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,1,0.010150438155723841,0.002627777767190266,0.001809796356876215,0.018491079954571468,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,2,0.007653654497359067,0.003002376172505273,-0.0018759733550895623,0.017183282349807698,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,3,0.010632616361323122,0.0029303165480389563,0.001331707818146852,0.019933524904499393,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,4,0.010552392645587506,0.004257905442042581,-0.002962321021928555,0.02406710631310357,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,5,0.008141332900732105,0.002874328371988349,-9.818675701560552e-4,0.017264533371620264,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,6,0.014396013080940679,0.0036690537551659816,0.0027503315112706907,0.026041694650610667,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,7,0.016465862059080454,0.004053218098794049,0.003600831873976685,0.029330892244184222,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,8,0.02329697716868789,0.0024386439867628814,0.01555665139895921,0.03103730293841657,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,9,0.024916986387846108,0.003538954265949189,0.013684244318357127,0.03614972845733509,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,10,0.019073865336021113,0.003870191826494101,0.006789765774538716,0.03135796489750351,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,11,0.022694463488776368,0.005711769583860854,0.004565143448339724,0.04082378352921301,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,12,0.024698571420296,0.004592373105671967,0.01012224782120151,0.039274895019390486,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,13,0.022391240610696746,0.006903456092166635,4.79473505520054e-4,0.044303007715873435,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,14,0.028199124130668517,0.004616908764676524,0.013544923648067822,0.04285332461326921,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,15,0.024613641022808917,0.007239520980055611,0.0016351943505663533,0.04759208769505148,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,16,0.021313589788738693,0.004155017683614369,0.008125444809507734,0.03450173476796965,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,17,0.027269996947589633,0.005706323954398161,0.00915796149083608,0.04538203240434319,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,18,0.0397619913256093,0.006282423567938214,0.019821399216544206,0.0597025834346744,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,19,0.046510966827433324,0.005995862018437019,0.02747992927338215,0.0655420043814845,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,20,0.04783251256656631,0.009569573634850457,0.01745841211844239,0.07820661301469023,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,21,0.04621365551400223,0.008827822268724566,0.018193895119252384,0.07423341590875207,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,22,0.046733313916204396,0.008072860453229429,0.021109823919002478,0.07235680391340632,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,23,0.04804530558985053,0.009366976397708,0.018314254567572172,0.0777763566121289,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,24,0.05132753185639498,0.008392794716939697,0.02468856135467588,0.07796650235811407,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,25,0.05274565842792273,0.009342880774798985,0.023091087601996397,0.08240022925384907,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,26,0.05138754771963305,0.007934320090513274,0.02620378879654453,0.07657130664272158,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,27,0.05343823772940182,0.007893454235161952,0.02838418820013824,0.0784922872586654,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,28,0.055371855491636854,0.0077096059734654354,0.03090134560385179,0.07984236537942191,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,29,0.05927382995275469,0.007839026043086924,0.03439253706201845,0.08415512284349093,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,30,0.05686307758448763,0.009019147881831441,0.02823604422099826,0.085490110947977,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,31,0.059660607815844806,0.008192543782352032,0.03365723950854797,0.08566397612314164,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,32,0.06323083613056689,0.010122368528684445,0.031102148877094046,0.09535952338403973,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,33,0.05727037094547235,0.00867045974713595,0.029750083695492067,0.08479065819545263,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,34,0.05981575814743317,0.00821499032998951,0.03374114385586685,0.0858903724389995,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,35,0.05594281011883198,0.007643505147152634,0.03168210614453268,0.08020351409313128,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,36,0.060324582727550605,0.006317161139380492,0.04027373257308325,0.08037543288201796,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,37,0.0643755790982307,0.0063154211405159755,0.0443302517499308,0.08442090644653061,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,38,0.07071109229805898,0.00907941731915255,0.04189276201654638,0.09952942257957159,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,39,0.07771043526172534,0.008137535309155355,0.05188166542183452,0.10353920510161617,0.039764857783645524,0.005876786642287152
age3_cno4,30-39,40,0.08183490462314305,0.00659747213987904,0.06089433933498886,0.10277546991129724,0.039764857783645524,0.005876786642287152
