sample,subgroup,event_time,estimate,std_error,ci_low,ci_high,overall_att,overall_se
age3_cno4,40 to >44,12,0.012711614667934718,0.002031604530772915,0.006189419025372667,0.019233810310496768,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,13,0.013791705141195432,0.0027746253128435425,0.00488414028245507,0.022699269999935795,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,14,0.01372783236982627,0.0040578598991094965,7.006138579487113e-4,0.026755050881703827,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,15,0.01345694158228599,0.003251940845504572,0.003017018806395006,0.023896864358176974,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,16,0.01128955927302173,0.004020544203302855,-0.0016178621696414496,0.024196980715684907,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,17,0.014347380046907028,0.004853420223784911,-0.0012338788819896748,0.02992863897580373,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,18,0.016752039660559874,0.0036985779720661535,0.00487824790252101,0.028625831418598736,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,19,0.013364022128126771,0.004722139678229589,-0.0017957781018919875,0.02852382235814553,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,20,0.016113736818400597,0.004585812232523734,0.001391597687713051,0.030835875949088144,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,21,0.014057718573986135,0.005951716015025955,-0.005049472649002929,0.0331649097969752,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,22,0.011427836497452692,0.007904486094508407,-0.0139484628666176,0.03680413586152299,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,23,0.011444155779137702,0.0047058346523579505,-0.003663299337902102,0.026551610896177504,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,24,0.012051024328409408,0.005668360757192303,-0.006146492595302231,0.030248541252121047,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,25,0.014384421902602999,0.004996959504193371,-0.0016576507599884108,0.03042649456519441,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,26,0.015330323358856274,0.004817069697038738,-1.3423704748962047e-4,0.030794883765202168,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,27,0.019836209114095782,0.004880926638036064,0.0041666445073695844,0.035505773720821976,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,28,0.022490297003225128,0.005293913989290916,0.005494891534270258,0.03948570247218,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,29,0.019388855292090234,0.0050906842138102185,0.0030458919377307596,0.03573181864644971,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,30,0.021657331919080813,0.005126546825729524,0.005199236427709419,0.03811542741045221,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,31,0.023089866121665577,0.008099655903150293,-0.0029129999074236704,0.049092732150754825,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,32,0.024681834977747175,0.006135059146383498,0.004986045061301313,0.044377624894193037,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,33,0.027748291774607674,0.0067943904664274175,0.005935806508521543,0.04956077704069381,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,34,0.030272634737551932,0.0058414330083294535,0.01151949241277581,0.04902577706232805,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,35,0.025693385191641042,0.005630921907923896,0.007616060704923055,0.04377070967835903,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,36,0.02778023422630665,0.005705285098519776,0.009464176624789527,0.04609629182782378,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,37,0.026944437028857036,0.0070594800725968234,0.00428091690433376,0.049607957153380317,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,38,0.027184131929753667,0.007499195528612515,0.003108963924084128,0.051259299935423205,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,39,0.02900475310741622,0.004232533344068044,0.015416768775063493,0.04259273743976895,0.015785640742297123,0.003588520191938951
age3_cno4,40 to >44,40,0.036078338276862756,0.005444533172212901,0.018599389990563268,0.05355728656316225,0.015785640742297123,0.003588520191938951
