spec,outcome,outcome_label,exposure_measure,mode,event_time,coefficient,std_error,p_value,ci_low,ci_high,nobs,n_cno,r2_twfe,sample_note
continuous_rf,unemployment,Registered unemployment,RF,continuous,-20,-0.601258016635553,0.11834233925043254,5.317242535033261e-07,-0.8332090015664008,-0.36930703170470525,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-19,-0.5939750262661722,0.11789638992496805,6.57481830500107e-07,-0.8250519505191095,-0.3628981020132348,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-18,-0.5534635354044642,0.11490835902952787,1.937893605599749e-06,-0.7786839191023389,-0.32824315170658963,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-17,-0.5723544097253117,0.1095369291029077,2.556748686305377e-07,-0.7870467907670108,-0.35766202868361263,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-16,-0.5778753550192597,0.10822081912830851,1.4138028087710023e-07,-0.7899881605107444,-0.365762549527775,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-15,-0.4167441387735637,0.10241109467735741,5.4769674200788104e-05,-0.6174698843411842,-0.21601839320594318,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-14,-0.13859827064063918,0.08211405097905235,0.09205754662193241,-0.29954181055958173,0.02234526927830341,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-13,-0.04584474894706883,0.08423258830240468,0.586502091522971,-0.210940622019782,0.11925112412564434,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-12,-0.1666011315354655,0.08614321686893212,0.05367575165789449,-0.3354418365985724,0.002239573527641453,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-11,-0.3174120627002063,0.08652675926335286,0.0002702405494868246,-0.48700451085637786,-0.14781961454403467,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-10,-0.35868902094172694,0.08763573457670605,4.9637833387334057e-05,-0.5304550607120708,-0.1869229811713831,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-9,-0.5656477690163183,0.08426963598913619,5.198974153925498e-11,-0.7308162555550253,-0.4004792824776114,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-8,-0.5301606413891279,0.07814607343991857,3.302005298514926e-11,-0.6833269453313683,-0.3769943374468875,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-7,-0.5767628524540533,0.07934068268331199,1.3956911344006394e-12,-0.7322705905133449,-0.4212551143947618,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-6,-0.6314234832269403,0.08161991569209939,5.6806552750213e-14,-0.7913985179834551,-0.4714484484704255,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-5,-0.6044631996905949,0.07526110834638378,6.92837007016537e-15,-0.7519749720495071,-0.4569514273316827,31607,502,0.9954601091244814,continuous exposure
continuous_rf,unemployment,Registered unemployment,RF,continuous,-4,-0.5219609782364216,0.07637381455495242,2.4013992284049448e-11,-0.6716536547641283,-0.3722683017087149,31607,502,0.9954601091244814,continuous exposure
