cno4,occupation_title,exposure_nearest,exposure_weighted,exposure_rf,exposure_group,mean_parados,mean_contratos,pre_mean_parados
2931,Artistas de artes plásticas y visuales,0.3565,0.3565,0.119159161031746,high,3661.3492063492063,1013.1269841269841,4076.0
3739,Otros técnicos y profesionales de apoyo de actividades culturales y artísticas,0.3565,0.3565,0.1298554465079364,high,714.7619047619048,10012.682539682539,688.8095238095239
2939,Artistas creativos e interpretativos no clasificados bajo otros epígrafes,0.3565,0.3565,0.0611491361904761,high,289.4761904761905,8220.396825396825,442.3809523809524
2612,Asesores financieros y en inversiones,0.3504,0.2137100239005849,0.2028807978571427,high,1157.015873015873,124.53968253968254,1233.952380952381
2611,Especialistas en contabilidad,0.3478,0.2060981271040964,0.20598423,high,3167.285714285714,635.5714285714286,3684.095238095238
3811,Técnicos en operaciones de sistemas informáticos,0.3373,0.3373,0.1236772792857142,high,1099.3650793650793,2197.7301587301586,1050.904761904762
2722,Administradores de sistemas y redes,0.3373,0.2541698568926847,0.1826089128210677,high,696.3968253968254,357.0952380952381,748.6190476190476
2721,Diseñadores y administradores de bases de datos,0.3315,0.4540065463806685,0.1963370882539682,high,1563.6349206349207,121.66666666666667,1228.6190476190477
5220,Vendedores en tiendas y almacenes,0.3222,0.3222,0.1014016864141414,high,326744.4126984127,70640.76190476191,382176.1904761905
5300,Comerciantes propietarios de tiendas,0.3222,0.3222,0.1239345676190476,high,513.3968253968254,12.396825396825397,566.0952380952381
3521,Mediadores y agentes de seguros,0.3188,0.1751095172436939,0.0966098638095238,high,1401.015873015873,217.11111111111111,1575.6666666666667
3129,"Otros técnicos de las ciencias físicas, químicas, medioambientales y de las ingenierías",0.3148,0.0,0.0741099645238095,high,6410.746031746032,1007.5873015873016,7451.190476190476
3160,"Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías",0.3148,0.3148,0.0877752828571428,high,3491.126984126984,1072.6031746031747,3921.285714285714
3127,Técnicos y analistas de laboratorio en química industrial,0.3148,0.3148,0.1220957802380952,high,2768.9841269841268,1035.888888888889,3165.714285714286
3121,Técnicos en ciencias físicas y químicas,0.3148,0.0845297700095152,0.1122928995238095,high,454.53968253968253,189.84126984126985,543.2380952380952
2513,Jueces y magistrados,0.3109,0.3081758120261904,0.1231717541269841,high,83.34920634920636,13.444444444444445,89.9047619047619
4111,Empleados de contabilidad,0.3104,0.1792227681417556,0.1902971118253967,high,7071.650793650793,1733.6190476190477,8042.809523809524
3403,Tenedores de libros,0.3104,0.3104,0.1349764423015872,high,1947.1904761904761,25.53968253968254,2243.904761904762
3322,Técnicos superiores en documentación sanitaria,0.3063,0.3063,0.1000781074603173,high,254.12698412698413,29.396825396825395,233.8095238095238
2321,Especialistas en métodos didácticos y pedagógicos,0.3043,0.3043,0.1705537626984128,high,3229.4603174603176,610.015873015873,3836.2380952380954
2325,Instructores en tecnologías de la información en enseñanza no reglada,0.3043,0.3043,0.2094899762698413,high,40.04761904761905,146.3015873015873,41.42857142857143
4445,"Cobradores de facturas, deudas y empleados afines",0.2989,0.2989,0.1159990867460317,high,208.9206349206349,108.96825396825396,253.0952380952381
2230,Profesores de enseñanza secundaria (excepto materias específicas de formación profesional),0.2901,0.1268611722633385,0.1248724102380952,high,8091.75,2316.133333333333,9145.0
3813,Técnicos en redes,0.2867,0.2867,0.1879479992857142,high,477.95238095238096,317.1746031746032,410.0
5420,Operadores de telemarketing,0.2852,0.2852,0.0978598703968253,high,1585.5714285714287,2189.285714285714,1834.6190476190477
3534,Agentes y administradores de la propiedad inmobiliaria,0.2828,0.2364911840385542,0.1338604121428572,high,4354.730158730159,581.0,4813.9047619047615
2625,Especialistas en formación de personal,0.2793,0.3243203403433002,0.1607917758730158,high,31.444444444444443,165.03174603174602,30.142857142857142
2711,Analistas de sistemas,0.2763,0.2763,0.278040347063492,high,2327.5238095238096,1038.142857142857,2055.809523809524
2712,Analistas y diseñadores de software,0.2763,0.288,0.2586998011904761,high,1931.3333333333333,575.3650793650794,1821.2857142857142
2640,Profesionales de ventas técnicas y médicas (excepto las tic),0.2706,0.408359243465146,0.2143308654473302,high,7685.063492063492,508.87301587301585,9073.285714285714
2653,Profesionales de la venta de tecnologías de la información y las comunicaciones,0.2706,0.2706,0.2436761525396825,high,725.6031746031746,244.34920634920636,852.2857142857143
5210,Jefes de sección de tiendas y almacenes,0.2627,0.2627,0.0997822646031746,high,5591.873015873016,1216.920634920635,6314.9047619047615
1432,Directores y gerentes de empresas de comercio al por menor,0.2627,0.2627,0.1363873719841271,high,1012.3650793650794,74.82539682539682,1120.2857142857142
2329,Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes,0.2621,0.204008989102234,0.138201279047619,high,4590.666666666667,7497.412698412699,5447.190476190476
2413,Químicos,0.2614,0.1549329008506393,0.1597572159523808,high,2061.9523809523807,250.96825396825398,2357.095238095238
2713,"Analistas, programadores y diseñadores web y multimedia",0.249,0.2489999999999999,0.2747243151587301,high,2525.4444444444443,1664.968253968254,2138.3333333333335
2921,Escritores,0.2462,0.3189705039045737,0.1956785883333333,high,620.936507936508,103.58730158730158,669.6666666666666
3323,Técnicos superiores en dietética,0.2446,0.2446,0.1229857723809523,high,893.1428571428571,25.88888888888889,1020.3809523809524
2621,Analistas de gestión y organización,0.2435,0.3271673981633952,0.2305139437301587,high,319.9047619047619,1125.031746031746,269.8095238095238
2810,Economistas,0.2418,0.1367176011992244,0.2180727488888888,high,3587.3015873015875,162.8095238095238,4041.4285714285716
1222,Directores de publicidad y relaciones públicas,0.2315,0.2315,0.1637166805555558,high,605.6349206349206,135.79365079365078,698.4285714285714
3128,Técnicos en metalurgia y minas,0.229,0.229,0.1193291192063493,high,1147.8253968253969,861.0,1339.952380952381
2323,Profesores de enseñanza no reglada de música y danza,0.2142,0.2142,0.1191563192857142,high,1701.3103448275863,1232.1724137931035,2125.1052631578946
2324,Profesores de enseñanza no reglada de artes,0.2142,0.2142,0.1236127361904762,high,673.063492063492,228.23809523809524,823.047619047619
2416,Estadísticos,0.2107,0.3144818981522839,0.1497432067460317,high,203.71428571428572,46.04761904761905,227.71428571428572
3404,"Profesionales de apoyo en servicios estadísticos, matemáticos y afines",0.2107,0.5099,0.2282813730158732,high,123.61904761904762,114.76190476190476,132.71428571428572
2922,Periodistas,0.2098,0.2098,0.1508683848412699,high,6368.650793650793,1579.031746031746,7030.761904761905
2427,Enólogos,0.2038,0.2038,0.1129802845238095,high,80.77777777777777,14.793650793650794,84.19047619047619
2912,"Bibliotecarios, documentalistas y afines",0.2032,0.2032,0.1357644686507937,high,1346.7936507936508,145.28571428571428,1555.142857142857
3522,Agentes de compras,0.2004,0.2212453090698213,0.1700493785714285,high,6272.158730158731,417.7936507936508,7092.857142857143
3312,Técnicos en imagen para el diagnóstico,0.199,0.0519619309515201,0.0701991157936507,high,1652.2380952380952,884.984126984127,1531.5714285714287
2723,Analistas de redes informáticas,0.1987,0.3327290045256978,0.2459904230952379,high,247.42857142857142,226.1904761904762,174.47619047619048
3731,Fotógrafos,0.195,0.195,0.1364589277777776,high,3436.4126984126983,414.1111111111111,4058.714285714286
5833,Conserjes de edificios,0.1875,0.067,0.0397435887301587,high,23683.68253968254,5280.142857142857,24386.904761904763
5891,Asistentes personales o personas de compañía,0.1875,0.0,0.1018079826190477,high,9972.36507936508,923.2857142857143,9819.619047619048
3402,Comerciales de préstamos y créditos,0.1857,0.1884124852794337,0.1170950546031746,high,506.92063492063494,79.6984126984127,565.5238095238095
3611,Supervisores de secretaría,0.1856,0.1563861201224199,0.1653747324603173,high,31.857142857142858,47.904761904761905,29.952380952380953
1113,Directores de organizaciones de interés social,0.1808,0.1808,0.1220273286507936,high,154.4920634920635,37.93650793650794,174.61904761904762
1324,Directores de servicios sociales para personas mayores,0.1808,0.1808,0.1037007752380953,high,61.111111111111114,42.77777777777778,70.38095238095238
1325,Directores de otros servicios sociales,0.1808,0.1808,0.1077934740476189,high,39.15873015873016,29.047619047619047,37.80952380952381
4222,Codificadores y correctores de imprenta,0.1781,0.1781,0.1377668068253967,high,253.46031746031747,71.19047619047619,276.8095238095238
5412,Vendedores en mercados ocasionales y mercadillos,0.1758,0.1758,0.0828516138095238,high,2945.5238095238096,761.5555555555555,3374.095238095238
9420,"Repartidores de publicidad, limpiabotas y otros trabajadores de oficios callejeros",0.1758,0.1758,0.0328760633333333,high,1456.8253968253969,833.7619047619048,1640.5714285714287
5499,Vendedores no clasificados bajo otros epígrafes,0.1758,0.1758,0.1200045508730158,high,344.3968253968254,2457.5396825396824,357.1904761904762
5411,Vendedores en quioscos,0.1758,0.1758,0.1304257214285714,high,340.23809523809524,264.031746031746,386.6666666666667
5491,Vendedores a domicilio,0.1758,0.1758,0.1158715963275614,high,96.46031746031746,304.7936507936508,108.42857142857143
9410,Vendedores callejeros,0.1758,0.1757999999999999,0.1308648626190476,high,77.22222222222223,256.3809523809524,87.19047619047619
2651,Profesionales de la publicidad y la comercialización,0.1731,0.3234391229227905,0.1937074695454542,high,6857.476190476191,1914.3650793650793,6740.285714285715
4422,Recepcionistas de hoteles,0.1725,0.1798927600975328,0.1351090821717171,high,8692.968253968254,3216.4444444444443,10771.619047619048
2511,Abogados,0.1673,0.1673,0.1449370964718614,high,7555.269841269841,756.3809523809524,8910.904761904761
2599,Profesionales del derecho no clasificados bajo otros epígrafes,0.1673,0.3106,0.1418532629365081,high,2981.3174603174602,287.6984126984127,3274.6666666666665
2592,Procuradores,0.1673,0.1673,0.1772495270634922,high,84.42857142857143,2.2698412698412698,92.80952380952381
3313,Técnicos en anatomía patológica y citología,0.1577,0.1577,0.0968859129365078,high,661.6349206349206,119.34920634920636,641.8571428571429
5894,Instructores de autoescuela,0.1563,0.1563,0.0744445811904762,high,449.8412698412698,271.57142857142856,503.9047619047619
1321,Directores de servicios de tecnologías de la información y las comunicaciones (tic),0.1559,0.1559,0.1920343827777777,high,651.6031746031746,167.28571428571428,650.5714285714286
2326,Profesionales de la educación ambiental,0.1444,0.0232,0.0663820057142856,high,223.20634920634922,224.0,252.95238095238096
2426,Profesionales de la protección ambiental,0.1444,0.0686506991440145,0.0725418311904762,high,126.58730158730158,96.31746031746032,151.8095238095238
1509,Directores y gerentes de empresas de gestión de residuos y de otras empresas de servicios no clasificados bajo otros epígrafes,0.1378,0.0686,0.0815076897619048,high,1140.4285714285713,122.34920634920636,1262.7142857142858
1431,Directores y gerentes de empresas de comercio al por mayor,0.1378,0.1378,0.1305295033333332,high,547.5238095238095,47.80952380952381,573.8571428571429
2153,Dietistas y nutricionistas,0.1328,0.1328,0.1100168451587301,high,839.952380952381,305.3492063492063,872.047619047619
5923,Policías locales,0.1234,0.1234,0.074698483001443,high,136.3015873015873,27.682539682539684,140.14285714285714
5921,Policías nacionales,0.1234,0.1234,0.0798795794444444,high,35.42857142857143,0.07936507936507936,36.333333333333336
5922,Policías autonómicos,0.1234,0.1234,0.0675974432395382,high,18.206349206349206,2.015873015873016,16.761904761904763
1411,Directores y gerentes de hoteles,0.1215,0.1215,0.1176656816666666,high,547.968253968254,128.15873015873015,670.2857142857143
1419,Directores y gerentes de otras empresas de servicios de alojamiento,0.1215,0.1215,0.088430734047619,high,52.26984126984127,35.79365079365079,70.42857142857143
5840,Trabajadores propietarios de pequeños alojamientos,0.1215,0.1215,0.0722918443650793,high,15.793650793650794,3.015873015873016,13.571428571428571
3139,Técnicos en control de procesos no clasificados bajo otros epígrafes,0.1207,0.1207,0.1403425429365078,high,4601.349206349207,1613.3333333333333,5833.428571428572
3202,Supervisores de la construcción,0.1186,0.086197946646061,0.0571119261111111,high,3903.0158730158732,1096.8253968253969,4964.238095238095
1316,Directores de empresas de construcción,0.1186,0.0306,0.0968045827777778,high,541.3015873015873,35.714285714285715,645.7142857142857
3539,Representantes artísticos y deportivos y otros agentes de servicios comerciales no clasificados bajo otros epígrafes,0.118,0.118,0.1907563872222223,high,286.8412698412698,79.44444444444444,320.3809523809524
5821,"Auxiliares de vuelo y camareros de avión, barco y tren",0.1169,0.0716335880586365,0.036513627063492,middle,1245.936507936508,622.6984126984127,1670.6190476190477
5822,Revisores y cobradores de transporte terrestre,0.1169,0.0,0.0884556157142856,middle,112.25396825396825,128.34920634920636,145.95238095238096
2830,Sacerdotes de las distintas religiones,0.1116,0.1116,0.1032352183333333,middle,23.365079365079364,10.666666666666666,25.80952380952381
3716,Auxiliares laicos de las religiones,0.1116,0.1116,0.0988656083333333,middle,7.650793650793651,23.03174603174603,8.238095238095237
2240,Profesores de enseñanza primaria,0.103,0.103,0.1065099326190476,middle,12077.08064516129,3195.6451612903224,14000.35
3532,Organizadores de conferencias y eventos,0.1023,0.0790544919618009,0.1228221545238095,middle,1441.5238095238096,597.3968253968254,1626.3809523809523
3623,Profesionales de apoyo de la administración pública de servicios de expedición de licencias,0.102,0.102,0.115080102994228,middle,32.03174603174603,6.2063492063492065,28.761904761904763
2512,Fiscales,0.102,0.102,0.122855917128427,middle,19.365079365079364,11.857142857142858,19.476190476190474
7621,Trabajadores de procesos de preimpresión,0.1018,0.2595899969748263,0.0567729904761904,middle,445.93650793650795,124.28571428571429,537.4761904761905
2935,Actores,0.1011,0.1011,0.1108791128571429,middle,2205.9523809523807,14684.698412698413,2495.9523809523807
2442,Ingenieros electrónicos,0.0999,0.1202184990266389,0.0959337107936507,middle,495.04761904761904,195.04761904761904,512.5238095238095
2311,Profesores de educación especial,0.0989,0.0625355033743253,0.1226783845238095,middle,1710.952380952381,347.53968253968253,2040.0
2312,Técnicos educadores de educación especial,0.0989,0.0989,0.1235623912698413,middle,465.57142857142856,1491.984126984127,559.8095238095239
4210,Empleados de bibliotecas y archivos,0.0978,0.100352156367876,0.1029277479365079,middle,1865.4285714285713,284.5238095238095,1873.2380952380952
2453,Urbanistas e ingenieros de tráfico,0.0959,0.0498979943862411,0.0776654447474747,middle,64.7936507936508,3.9206349206349205,85.57142857142857
4123,Empleados de logística y transporte de pasajeros y mercancías,0.0956,0.08463883115135,0.0936908292857142,middle,2210.6984126984125,4481.920634920635,2468.3333333333335
1315,"Directores de empresas de abastecimiento, transporte, distribución y afines",0.0956,0.0956,0.1117091149999999,middle,1829.142857142857,201.61904761904762,2035.952380952381
2122,Enfermeros especializados (excepto matronos),0.0944,0.0944,0.0759467333333334,middle,442.06349206349205,2292.3015873015875,392.04761904761904
4122,Empleados de oficina de servicios de apoyo a la producción,0.0934,0.0666812397662978,0.0769931804761905,middle,5863.238095238095,1833.6825396825398,6133.714285714285
2130,Veterinarios,0.0926,0.0925999999999999,0.0881288684848485,middle,1440.3015873015872,521.3333333333334,1499.047619047619
2934,"Directores de cine, de teatro y afines",0.092,0.14652815261537,0.1323882142857142,middle,2259.5238095238096,1067.3015873015872,2432.2380952380954
2140,Farmacéuticos,0.0896,0.0533863125788285,0.1223101171428571,middle,2511.84126984127,1329.015873015873,2698.6190476190477
5500,Cajeros y taquilleros (excepto bancos),0.0846,0.0452897788739257,0.0556907646031745,middle,36232.269841269845,9271.380952380952,40766.09523809524
4441,Cajeros de bancos y afines,0.0846,0.0231,0.0702739515079365,middle,2255.7619047619046,971.7619047619048,2882.3333333333335
2433,Ingenieros mecánicos,0.0813,0.205854383814282,0.0777722101587301,middle,1083.7142857142858,263.12698412698415,1299.857142857143
2463,Ingenieros técnicos mecánicos,0.0813,0.0358,0.0666887119047618,middle,881.1587301587301,101.22222222222223,1133.4285714285713
2933,Coreógrafos y bailarines,0.0801,0.0414959087369633,0.1249519433333334,middle,713.4126984126984,2097.6984126984125,935.4285714285714
2454,Ingenieros geógrafos y cartógrafos,0.08,0.0400224415086789,0.0568798452380952,middle,37.82539682539682,13.761904761904763,44.0
5492,Promotores de venta,0.0788,0.0788,0.1119650521428571,middle,1744.2539682539682,6193.460317460317,2062.8571428571427
3714,Promotores de igualdad de oportunidades entre mujeres y hombres,0.0788,0.0788,0.0823794223015872,middle,69.84126984126983,92.6984126984127,76.85714285714286
2451,Arquitectos (excepto arquitectos paisajistas y urbanistas),0.0784,0.0420138311513927,0.0812990707142857,middle,2514.5873015873017,457.3809523809524,3153.714285714286
2481,Arquitectos técnicos y técnicos urbanistas,0.0784,0.0784,0.0935190515873016,middle,2284.0793650793653,462.53968253968253,2972.5238095238096
3122,Técnicos en construcción,0.0776,0.0776,0.0515651204761904,middle,2409.7301587301586,1227.2063492063492,3048.714285714286
2434,Ingenieros aeronáuticos,0.0753,0.0753,0.058703169126984,middle,136.28571428571428,121.57142857142857,186.0
9431,Ordenanzas,0.0748,0.0748,0.057686831984127,middle,15257.190476190477,2878.8253968253966,15798.190476190477
5621,Técnicos auxiliares de farmacia,0.0735,0.0477868337482959,0.0572934116666666,middle,4800.793650793651,2156.9841269841268,5111.714285714285
9432,Mozos de equipaje y afines,0.073,0.073,0.0416687187301587,middle,270.92063492063494,7014.174603174603,335.4761904761905
2439,Ingenieros no clasificados bajo otros epígrafes,0.0659,0.0975944927671193,0.056039123095238,middle,703.984126984127,1773.3650793650793,650.6190476190476
1323,Directores-gerentes de centros sanitarios,0.0659,0.0659,0.1019776257142856,middle,215.31746031746033,73.52380952380952,215.04761904761904
4444,Empleados de casas de empeño y de préstamos,0.0653,0.0653,0.0689558807142857,middle,6.555555555555555,1.3968253968253967,6.238095238095238
2624,Especialistas en políticas y servicios de personal y afines,0.0649,0.0342406036963483,0.1797273335930736,middle,8032.158730158731,766.0793650793651,9003.238095238095
2210,Profesores de universidades y otra enseñanza superior (excepto formación profesional),0.0644,0.1095265520685803,0.1426099801587302,middle,1142.1612903225807,3780.2741935483873,1281.6190476190477
2322,Profesores de enseñanza no reglada de idiomas,0.0636,0.2164136729833703,0.1292187128571429,middle,5469.857142857143,2704.6825396825398,6667.0
2936,"Locutores de radio, televisión y otros presentadores",0.0634,0.0634,0.082509170079365,middle,868.2380952380952,1316.3492063492063,985.7142857142857
2421,"Biólogos, botánicos, zoólogos y afines",0.0606,0.0776562761991508,0.101789890079365,middle,5465.444444444444,746.8730158730159,5995.238095238095
3141,Técnicos en ciencias biológicas (excepto en áreas sanitarias),0.0599,0.1889177284606311,0.0875155621428571,middle,393.1746031746032,89.71428571428571,380.7142857142857
2823,Psicólogos,0.0591,0.0989229053452268,0.1845760490476191,middle,7498.603174603175,1397.142857142857,8880.761904761905
2471,Ingenieros técnicos en electricidad,0.059,0.059,0.0608754171428571,middle,532.6825396825396,108.73015873015873,647.7619047619048
2441,Ingenieros en electricidad,0.059,0.059,0.0798220593650794,middle,444.3809523809524,148.66666666666666,509.4761904761905
5999,Trabajadores de los servicios de protección y seguridad no clasificados bajo otros epígrafes,0.0571,0.0571,0.0575055501587301,middle,326.3492063492063,1639.015873015873,345.7142857142857
3203,Supervisores de industrias alimenticias y del tabaco,0.0564,0.0564,0.0395599754761904,middle,518.6190476190476,167.77777777777777,566.7619047619048
7618,"Artesanos en tejidos, cueros y materiales similares, preparadores de fibra y tejedores con telares artesanos o de tejidos de punto y afines",0.0539,0.0539,0.06385437,middle,1353.6825396825398,297.4761904761905,1675.857142857143
2415,Matemáticos y actuarios,0.0539,0.3338911273082483,0.1611862985714284,middle,290.07936507936506,43.53968253968254,280.85714285714283
7617,Artesanos en madera y materiales similares,0.0539,0.0539,0.0328610619047619,middle,221.03174603174602,35.142857142857146,286.0
7619,Artesanos no clasificados bajo otros epígrafes,0.0539,0.0539,0.0443916964285714,middle,206.22222222222223,183.65079365079364,243.1904761904762
7899,"Oficiales, operarios y artesanos de otros oficios no clasificados bajo otros epígrafes",0.0539,0.0539,0.0579945883333333,middle,149.55555555555554,12116.047619047618,146.0952380952381
1326,Directores de servicios de educación,0.0525,0.0882638731973482,0.1097682511904762,middle,243.14285714285714,102.33333333333333,279.6190476190476
2123,Matronos,0.052,0.052,0.1197043735714285,middle,102.68253968253968,294.6666666666667,85.95238095238095
5824,Azafatos de tierra,0.0476,0.0476,0.0488241221428571,middle,1400.920634920635,4389.6984126984125,1717.7142857142858
1501,"Directores y gerentes de empresas de actividades recreativas, culturales y deportivas",0.0443,0.0246403193818852,0.0940251782539682,middle,523.7142857142857,136.6984126984127,604.1904761904761
2937,Profesionales de espectáculos taurinos,0.0443,0.0443,0.138662927063492,middle,304.0,146.015873015873,387.14285714285717
7292,Instaladores de material aislante térmico y de insonorización,0.0439,0.0220758227544621,0.0422403094444444,middle,626.0,269.3968253968254,757.4761904761905
2482,Diseñadores de productos y de prendas,0.0437,0.0502029895225101,0.0766936535714286,middle,2135.9206349206347,148.5079365079365,2394.6666666666665
5831,"Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos",0.0436,0.0435999999999999,0.0481677602380952,middle,1075.8253968253969,1543.2063492063492,1311.4285714285713
1221,Directores comerciales y de ventas,0.0433,0.0433,0.1798614513492065,middle,7846.476190476191,876.4920634920635,8299.42857142857
2414,Geólogos y geofísicos,0.043,0.1141027268693386,0.102610719047619,middle,508.1111111111111,66.57142857142857,643.4761904761905
9433,"Repartidores, recadistas y mensajeros a pie",0.0412,0.0412,0.0725599660173159,middle,2291.222222222222,3874.1111111111113,2591.4761904761904
5899,Trabajadores de servicios personales no clasificados bajo otros epígrafes,0.0407,0.1244,0.0594983043650793,middle,976.5873015873016,3504.5079365079364,1232.095238095238
3134,Técnicos de refinerías de petróleo y gas natural,0.0405,0.0149844730846871,0.0514554675180375,middle,69.4920634920635,30.206349206349206,85.38095238095238
2252,Técnicos en educación infantil,0.0395,0.0395,0.0564359324603174,middle,8162.269841269841,3595.746031746032,9397.666666666666
1322,Directores de servicios sociales para niños,0.0395,0.0395,0.0997631069841268,middle,10.365079365079366,9.904761904761905,10.80952380952381
2412,Meteorólogos,0.038,0.038,0.1210881509523809,middle,15.095238095238095,6.317460317460317,13.619047619047619
3631,"Técnicos de la policía nacional, autonómica y local",0.0374,0.0374,0.0675532773809524,middle,17.063492063492063,1.492063492063492,14.428571428571429
3632,Suboficiales de la guardia civil,0.0374,0.0374,0.0501669421428571,middle,3.2063492063492065,0.6507936507936508,3.2857142857142856
2932,"Compositores, músicos y cantantes",0.0368,0.0197448893312763,0.1383320199206349,middle,2531.6984126984125,10691.698412698413,3275.714285714286
2431,Ingenieros industriales y de producción,0.0367,0.0367,0.06473799505772,middle,2013.126984126984,1041.2063492063492,2211.095238095238
2437,Ingenieros ambientales,0.0358,0.0679745415213147,0.0712547529365079,middle,203.77777777777777,57.476190476190474,241.57142857142858
7831,"Sastres, modistos, peleteros y sombrereros",0.0342,0.0342,0.0400618578571428,middle,4407.888888888889,279.7936507936508,5168.761904761905
7834,"Costureros a mano, bordadores y afines",0.0342,0.0,0.0331493646825397,middle,3993.3333333333335,345.26984126984127,4728.523809523809
2622,Especialistas en administración de política de empresas,0.0333,0.1846,0.2340136889682539,middle,5505.333333333333,439.6825396825397,6271.0952380952385
1120,Directores generales y presidentes ejecutivos,0.0333,0.0845610099877072,0.1346032963203463,middle,1074.4920634920634,184.0793650793651,1209.5714285714287
1219,Directores de políticas y planificación y de otros departamentos administrativos no clasificados bajo otros epígrafes,0.0333,0.0,0.1224080518253968,middle,842.3015873015873,427.9047619047619,856.2857142857143
