cno4,occupation_title,exposure_nearest,exposure_weighted,exposure_rf,exposure_group,mean_parados,mean_contratos,pre_mean_parados
1329,Directores de otras empresas de servicios profesionales no clasificados bajo otros epígrafes,0.0333,0.0333,0.1204204062698411,middle,138.53968253968253,188.42857142857142,159.47619047619048
7893,"Clasificadores y probadores de productos (excepto alimentos, bebidas y tabaco)",0.0324,0.0324,0.1208327707142857,middle,809.4761904761905,58.0,968.3333333333334
8152,Operadores de telares y otras máquinas tejedoras,0.032,0.0238771431710024,0.0297497564285714,middle,1506.095238095238,103.14285714285714,1881.095238095238
8159,Operadores de máquinas para fabricar productos textiles no clasificados bajo otros epígrafes,0.032,0.0,0.0231120438095238,middle,140.14285714285714,345.46031746031747,165.95238095238096
5811,Peluqueros,0.0304,0.007952685443072,0.0654087923593073,middle,33155.142857142855,3392.4285714285716,38023.19047619047
3201,Supervisores en ingeniería de minas,0.0296,0.0296,0.0437955156349206,middle,64.42857142857143,13.555555555555555,77.66666666666667
9602,Peones de la construcción de edificios,0.0281,0.0281,0.0462366697619048,middle,75649.69841269842,16222.730158730159,93625.23809523809
9601,Peones de obras públicas,0.0281,0.0281,0.0312961567460317,middle,19396.555555555555,9135.47619047619,22002.95238095238
2825,Agentes de igualdad de oportunidades entre mujeres y hombres,0.0275,0.0275,0.0762032112698413,middle,115.26984126984127,67.53968253968254,126.38095238095238
3621,Profesionales de apoyo de la administración pública de tributos,0.0275,0.0755193828801388,0.1403848331746032,middle,63.23809523809524,51.73015873015873,74.14285714285714
3131,Técnicos en instalaciones de producción de energía,0.0257,0.0069100642582489,0.0687526661904762,middle,555.968253968254,362.8095238095238,612.3809523809524
2425,Ingenieros técnicos forestales y del medio natural,0.0221,0.0221,0.0691997028571428,middle,342.968253968254,78.01587301587301,435.76190476190476
3143,Técnicos forestales y del medio natural,0.0221,0.014181443390103,0.1008216015079364,middle,341.3492063492063,95.93650793650794,402.14285714285717
2591,Notarios y registradores,0.0216,0.0216,0.1339644503030304,middle,11.88888888888889,3.857142857142857,11.761904761904763
8199,Operadores de instalaciones y maquinaria fijas no clasificados bajo otros epígrafes,0.0215,0.0215,0.0315216231746031,middle,203.46031746031747,2011.3809523809523,231.0952380952381
8154,"Operadores de máquinas de blanquear, teñir, estampar y acabar textiles",0.0211,0.0211,0.0343795111904761,middle,2029.063492063492,136.015873015873,2436.3809523809523
9511,"Peones agrícolas (excepto en huertas, invernaderos, viveros y jardines)",0.0203,0.0203,0.038589878095238,middle,38667.968253968254,104435.61904761905,49836.142857142855
6120,"Trabajadores cualificados en huertas, invernaderos, viveros y jardines",0.0203,0.0203,0.065286304047619,middle,32379.88888888889,3363.0,38076.80952380953
9512,"Peones agrícolas en huertas, invernaderos, viveros y jardines",0.0203,0.0203,0.0352930396825396,middle,19171.93650793651,31419.126984126986,21256.571428571428
6110,"Trabajadores cualificados en actividades agrícolas (excepto en huertas, invernaderos, viveros y jardines)",0.0203,0.0203,0.0761825999999999,middle,18672.904761904763,11484.555555555555,24307.428571428572
3124,Técnicos en electrónica (excepto electro medicina),0.0202,0.0114211106995658,0.0750997980952381,middle,3266.7936507936506,580.0952380952381,3586.8571428571427
2472,Ingenieros técnicos en electrónica,0.0202,0.0202,0.0745182271428571,middle,427.5079365079365,52.98412698412698,537.5238095238095
3832,Técnicos de radiodifusión,0.0197,0.0197,0.0925932564285714,middle,270.95238095238096,164.66666666666666,321.95238095238096
7250,Mecánicos-instaladores de refrigeración y climatización,0.0191,0.0111193321419979,0.0573541366666666,middle,2788.3968253968255,1045.142857142857,3317.714285714286
3327,Ayudantes de veterinaria,0.0179,0.0053540684694535,0.0447188264285714,middle,2059.809523809524,332.4920634920635,2106.3333333333335
2152,Fisioterapeutas,0.0174,0.0093589330301025,0.0745179480158731,middle,1846.015873015873,2260.5555555555557,2035.047619047619
3531,Representantes de aduanas,0.0165,0.0165,0.1657900133766235,middle,119.58730158730158,16.095238095238095,126.80952380952381
3523,Consignatarios,0.0165,0.0165,0.1069920069047619,middle,44.20634920634921,11.857142857142858,47.857142857142854
7291,Montadores de cubiertas,0.0157,0.0083186317710264,0.0337482694444444,middle,375.04761904761904,213.14285714285714,470.76190476190476
7833,"Cortadores de tejidos, cuero, piel y otros materiales",0.0152,0.0,0.0437335542857143,middle,911.047619047619,67.68253968253968,1145.8095238095239
1313,Directores de industrias manufactureras,0.0132,0.0132,0.0929939023809523,middle,864.0952380952381,95.39682539682539,998.0952380952381
1314,Directores de explotaciones mineras,0.0132,0.0132,0.1021669749999999,middle,5.412698412698413,1.6825396825396826,6.0476190476190474
5721,Cuidadores de niños en guarderías y centros educativos,0.0122,0.0395,0.0274668018253968,middle,21020.622950819674,11962.344262295082,24258.35
5722,Cuidadores de niños en domicilios,0.0122,0.0122,0.0478616150793651,middle,14081.126984126984,108.07936507936508,16135.619047619048
5110,Cocineros asalariados,0.0116,0.004005481376242,0.0997215366666667,middle,43649.11111111111,24370.507936507936,55145.19047619047
9310,Ayudantes de cocina,0.0116,0.0116,0.0342940222222222,middle,28471.0,26079.492063492064,32931.52380952381
7221,Fontaneros,0.0116,0.0042532854156565,0.0318167421428571,middle,9749.460317460318,1578.6825396825398,11770.333333333334
7223,Instaladores de conductos en obra pública,0.0116,0.0,0.0320956642857142,middle,122.84126984126983,126.03174603174604,163.23809523809524
8133,Operadores de laboratorios fotográficos y afines,0.0108,0.0059891496618481,0.0347719799999999,middle,734.7777777777778,111.77777777777777,863.3333333333334
2432,Ingenieros en construcción y obra civil,0.0081,0.0409190265975001,0.0703700226984127,middle,1016.0793650793651,406.9047619047619,1374.7619047619048
2462,Ingenieros técnicos de obras públicas,0.0081,0.0081,0.0605882764285714,middle,569.3015873015873,118.41269841269842,772.952380952381
2156,Terapeutas ocupacionales,0.008,0.0114362663401322,0.0654345602380952,middle,641.6349206349206,638.1904761904761,786.7142857142857
3142,Técnicos agropecuarios,0.0058,0.0032166614254964,0.0868141646825396,middle,721.3015873015873,131.15873015873015,816.0952380952381
9210,"Personal de limpieza de oficinas, hoteles y otros establecimientos similares",0.0,0.0,0.044686909047619,zero,315975.22222222225,75501.01587301587,356014.5714285714
9700,Peones de las industrias manufactureras,0.0,0.0,0.0248359692857142,zero,185193.7142857143,101702.04761904762,217594.47619047618
5120,Camareros asalariados,0.0,0.0139655490773945,0.0511525269047619,zero,118915.57142857143,135041.52380952382,150507.7619047619
7121,Albañiles,0.0,0.0,0.0333640157142857,zero,57359.52380952381,23804.444444444445,71732.57142857143
9811,Peones del transporte de mercancías y descargadores,0.0,0.0,0.0266810319841269,zero,54823.28571428572,34585.46031746032,61221.380952380954
9820,Reponedores,0.0,0.0,0.0706233084920634,zero,31537.777777777777,6909.412698412699,35721.0
5611,Auxiliares de enfermería hospitalaria,0.0,0.0,0.0426618597619047,zero,30214.920634920636,18069.968253968254,32718.428571428572
8412,"Conductores asalariados de automóviles, taxis y furgonetas",0.0,0.0577325952151067,0.0422460247619047,zero,30192.619047619046,15769.52380952381,35128.09523809524
9100,Empleados domésticos,0.0,0.0,0.030474199047619,zero,27503.68253968254,16069.79365079365,28505.04761904762
7231,Pintores y empapeladores,0.0,0.0,0.0767884523809523,zero,22567.52380952381,2545.809523809524,26869.190476190477
5710,Trabajadores de los cuidados personales a domicilio,0.0,0.0,0.0400841314285714,zero,17142.25396825397,14655.746031746032,19971.714285714286
5812,"Especialistas en tratamientos de estética, bienestar y afines",0.0,0.0,0.0749591059523809,zero,16144.15873015873,3601.1428571428573,17120.714285714286
7401,Mecánicos y ajustadores de vehículos de motor,0.0,0.0,0.0332585967460317,zero,16036.698412698413,3859.6984126984125,19203.333333333332
8432,Conductores asalariados de camiones,0.0,0.0,0.0223433661904761,zero,15527.730158730159,17324.698412698413,19298.761904761905
5942,Auxiliares de vigilante de seguridad y similares no habilitados para ir armados,0.0,0.0,0.0240057519047618,zero,14561.587301587302,5493.412698412699,17117.571428571428
8153,Operadores de máquinas de coser y bordar,0.0,0.0,0.0386357443650793,zero,14270.920634920634,322.74603174603175,17268.85714285714
5629,Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes,0.0,0.0,0.0406201830952381,zero,14255.920634920634,12121.666666666666,14783.714285714286
7131,Carpinteros (excepto ebanistas),0.0,0.0,0.0367361504761905,zero,13982.444444444445,1543.8412698412699,17106.238095238095
7510,Electricistas de la construcción y afines,0.0,0.0,0.0320978356349206,zero,13506.650793650793,3773.9841269841268,16402.52380952381
3724,Monitores de actividades recreativas y de entretenimiento,0.0,0.029906784306698,0.0656925630952381,zero,12556.412698412698,26768.904761904763,15240.52380952381
7111,Encofradores y operarios de puesta en obra de hormigón,0.0,0.0,0.0204599371428571,zero,11261.095238095239,2379.4444444444443,14660.904761904761
9443,Barrenderos y afines,0.0,0.0,0.0262053212698412,zero,10543.698412698413,5175.952380952381,11550.57142857143
7312,Soldadores y oxicortadores,0.0,0.0,0.0290572735497835,zero,10063.698412698413,2642.6190476190477,12483.095238095239
2824,Profesionales del trabajo y la educación social,0.0,0.0243039472195637,0.1111169107142857,zero,9291.095238095239,5509.142857142857,10451.190476190477
9490,Otras ocupaciones elementales,0.0,0.0,0.0372789115873016,zero,8790.047619047618,9699.380952380952,14726.0
3723,Instructores de actividades deportivas,0.0,0.0569791581994414,0.0630766390476191,zero,8365.349206349207,4776.047619047619,10220.380952380952
2251,Maestros de educación infantil,0.0,0.0,0.0836888948268398,zero,8005.555555555556,1303.7301587301588,9358.285714285714
4424,Teleoperadores,0.0,0.2395099421791161,0.0791169183333333,zero,7102.047619047619,8767.619047619048,7359.952380952381
7703,"Panaderos, pasteleros y confiteros",0.0,0.0,0.0450327859523809,zero,7082.333333333333,2916.253968253968,8186.0952380952385
7521,Mecánicos y reparadores de equipos eléctricos,0.0,0.0,0.0188003016666666,zero,7059.0952380952385,1154.015873015873,8283.52380952381
3831,Técnicos de grabación audiovisual,0.0,0.0976550732267961,0.1051393581746032,zero,6939.063492063492,9512.0,7526.571428571428
7191,Mantenedores de edificios,0.0,0.0,0.0292557428571428,zero,6893.222222222223,3047.809523809524,7931.666666666667
8333,Operadores de carretillas elevadoras,0.0,0.0,0.0358731735714285,zero,6749.841269841269,6198.603174603175,7586.380952380952
3110,Delineantes y dibujantes técnicos,0.0,0.0,0.0470823722799422,zero,6730.571428571428,1103.1746031746031,8355.0
7705,Trabajadores conserveros de frutas y hortalizas y trabajadores de la elaboración de bebidas no alcohólicas,0.0,0.0,0.0629830361111111,zero,6594.412698412699,3509.4444444444443,8060.190476190476
7132,Instaladores de cerramientos metálicos y carpinteros metálicos (excepto montadores de estructuras metálicas),0.0,0.0,0.0323768242857143,zero,6028.222222222223,1317.4761904761904,7235.142857142857
7701,Matarifes y trabajadores de las industrias cárnicas,0.0,0.0,0.0442992735714285,zero,5856.825396825397,4168.380952380952,6617.285714285715
5941,Vigilantes de seguridad y similares habilitados para ir armados,0.0,0.0,0.0349288566666666,zero,5776.619047619048,7247.158730158731,6852.666666666667
7403,Mecánicos y ajustadores de maquinaria agrícola e industrial,0.0,0.0081929009414029,0.01699223,zero,5728.047619047619,1837.063492063492,6706.190476190476
4423,Telefonistas,0.0,0.3862999999999999,0.0615523396031745,zero,5394.952380952381,1657.7936507936508,6420.333333333333
4121,Empleados de control de abastecimientos e inventario,0.0,0.0,0.0904999643506493,zero,5342.650793650793,2609.2698412698414,6381.047619047619
9543,Peones forestales y de la caza,0.0,0.0,0.043093252063492,zero,5317.9047619047615,2141.0476190476193,6121.476190476191
7313,Chapistas y caldereros,0.0,0.0,0.0351965569047619,zero,5248.285714285715,1185.7460317460318,6624.0
8209,Montadores y ensambladores no clasificados en otros epígrafes,0.0,0.0,0.0489903715079365,zero,5131.31746031746,4764.603174603175,6083.142857142857
3732,Diseñadores y decoradores de interior,0.0,0.0,0.0570313139682539,zero,4823.523809523809,276.23809523809524,5368.0952380952385
7240,"Soladores, colocadores de parquet y afines",0.0,0.0,0.0200046903968253,zero,4762.603174603175,461.63492063492066,5902.952380952381
4221,Empleados de servicios de correos (excepto empleados de mostrador),0.0,0.0533968763060235,0.0661492609523809,zero,4421.746031746032,6975.9682539682535,5499.0952380952385
8156,"Operadores de máquinas para la fabricación del calzado, marroquinería y guantería de piel",0.0,0.0,0.0250883071428571,zero,4308.650793650793,297.25396825396825,5545.047619047619
3123,Técnicos en electricidad,0.0,0.0,0.0525234627777777,zero,4307.31746031746,2046.5238095238096,5095.523809523809
8331,Operadores de maquinaria de movimientos de tierras y equipos similares,0.0,0.003484272347514,0.0165979033333333,zero,4217.190476190476,1434.888888888889,5394.190476190476
9221,Limpiadores en seco a mano y afines,0.0,0.0,0.0436497915079365,zero,4216.9682539682535,1470.4603174603174,5067.619047619048
3314,Técnicos en laboratorio de diagnóstico clínico,0.0,0.0,0.093547576111111,zero,4206.730158730159,1156.3968253968253,4161.285714285715
8202,Ensambladores de equipos eléctricos y electrónicos,0.0,0.0472393927701655,0.05979038,zero,4150.0317460317465,807.7301587301587,4789.714285714285
3715,Animadores comunitarios,0.0,0.0,0.1181166291269841,zero,4077.1428571428573,2724.3015873015875,5010.0952380952385
5992,Bañistas-socorristas,0.0,0.0,0.0468997485714285,zero,4047.1111111111113,4349.603174603175,5246.523809523809
3713,Profesionales de apoyo al trabajo y a la educación social,0.0,0.0302381458575545,0.1144093015873016,zero,4036.5238095238096,3485.746031746032,4150.571428571428
7323,Ajustadores y operadores de máquinas-herramienta,0.0,0.0140571954142531,0.0173922161904762,zero,3973.2380952380954,4072.6666666666665,4497.428571428572
7533,Instaladores y reparadores en tecnologías de la información y las comunicaciones,0.0,0.0151927001250897,0.0481144207936508,zero,3965.6984126984125,1118.8412698412699,4391.142857142857
2121,Enfermeros no especializados,0.0,0.0522788422847072,0.1060751946031746,zero,3616.3492063492063,8237.984126984127,2722.3333333333335
5430,Expendedores de gasolineras,0.0,0.0,0.0346439072222222,zero,3598.15873015873,2635.777777777778,4125.952380952381
8332,"Operadores de grúas, montacargas y de maquinaria similar de movimiento de materiales",0.0,0.0,0.00948948,zero,3515.285714285714,4572.936507936508,4333.761904761905
7232,Pintores en las industrias manufactureras,0.0,0.0,0.045856773015873,zero,3342.2063492063494,697.7619047619048,4122.666666666667
7199,Otros trabajadores de las obras estructurales de construcción no clasificados bajo otros epígrafes,0.0,0.0,0.0322926885714285,zero,3155.5079365079364,3777.0476190476193,3735.4285714285716
3126,Técnicos en mecánica,0.0,0.0556485084340917,0.0678932718253968,zero,3142.4920634920636,997.5714285714286,3644.9523809523807
3733,"Técnicos en galerías de arte, museos y bibliotecas",0.0,0.0,0.0792983111904762,zero,2961.904761904762,131.0793650793651,3315.6190476190477
7212,Aplicadores de revestimientos de pasta y mortero,0.0,0.0,0.0281958892857142,zero,2921.6190476190477,479.23809523809524,3700.7619047619046
7837,Zapateros y afines,0.0,0.0,0.0227462230952381,zero,2822.253968253968,729.5238095238095,3525.190476190476
7322,"Trabajadores de la fabricación de herramientas, mecánico-ajustadores, modelistas, matriceros y afines",0.0,0.0,0.0628165026190476,zero,2704.6031746031745,633.984126984127,3352.0476190476193
7622,Trabajadores de procesos de impresión,0.0,0.0,0.0347085685714285,zero,2646.9206349206347,516.3333333333334,3096.3333333333335
7211,Escayolistas,0.0,0.0,0.0532698105555555,zero,2541.9206349206347,548.6507936507936,3174.6666666666665
8142,Operadores de máquinas para fabricar productos de material plástico,0.0,0.0,0.0587980042857143,zero,2497.9523809523807,1093.4603174603174,2953.4761904761904
8193,"Operadores de máquinas de embalaje, embotellamiento y etiquetado",0.0,0.0,0.0258619171428571,zero,2477.7619047619046,1679.888888888889,2990.9523809523807
8201,Ensambladores de maquinaria mecánica,0.0,0.0155921667953219,0.0328878552380952,zero,2420.809523809524,925.3015873015873,2884.904761904762
8420,Conductores de autobuses y tranvías,0.0,0.0,0.0516916207142857,zero,2346.15873015873,5200.444444444444,3014.904761904762
7531,Mecánicos y reparadores de equipos electrónicos,0.0,0.0184651685695192,0.0438968961904761,zero,2269.84126984127,633.4285714285714,2602.8571428571427
6410,Trabajadores cualificados en actividades forestales y del medio natural,0.0,0.0,0.0307478095238095,zero,2256.3492063492063,1382.857142857143,2818.6666666666665
7820,Ebanistas y trabajadores afines,0.0,0.0,0.0219808239682539,zero,2215.7301587301586,292.22222222222223,2692.1428571428573
7314,Montadores de estructuras metálicas,0.0,0.0169768720317621,0.026058508095238,zero,2192.15873015873,4107.31746031746,2727.809523809524
3833,Técnicos de ingeniería de las telecomunicaciones,0.0,0.0,0.0806062926190475,zero,2061.5714285714284,274.25396825396825,1907.095238095238
3321,Técnicos superiores en higiene bucodental,0.0,0.0,0.0538928253174603,zero,2040.015873015873,1053.3492063492063,1890.0
8160,"Operadores de máquinas para elaborar productos alimenticios, bebidas y tabaco",0.0,0.0,0.023703824047619,zero,2019.888888888889,3331.5714285714284,2433.6190476190477
3722,Entrenadores y árbitros de actividades deportivas,0.0,0.01681420924203,0.0784922602380952,zero,1969.079365079365,1104.7460317460318,2180.3333333333335
2220,Profesores de formación profesional (materias específicas),0.0,0.0812162188514298,0.1510506634920635,zero,1933.2333333333333,1044.6333333333334,2350.9473684210525
8170,Operadores de máquinas de lavandería y tintorería,0.0,0.0,0.0375942626190476,zero,1920.142857142857,1124.015873015873,2284.0
3326,Técnicos en prevención de riesgos laborales y salud ambiental,0.0,0.0,0.0442082454329004,zero,1916.888888888889,1138.873015873016,2275.190476190476
3325,Ayudantes fisioterapeutas,0.0,0.0,0.0299614183333333,zero,1808.095238095238,195.20634920634922,2131.1428571428573
8440,Conductores de motocicletas y ciclomotores,0.0,0.0,0.0378062588095238,zero,1794.2698412698412,3005.6349206349205,1878.8095238095239
8191,Operadores de hornos e instalaciones de vidriería y cerámica,0.0,0.0,0.0197032514285714,zero,1769.126984126984,437.1111111111111,1936.047619047619
5893,Cuidadores de animales y adiestradores,0.0,0.0,0.0151257639682539,zero,1751.7619047619048,381.07936507936506,1843.047619047619
4443,Empleados de sala de juegos y afines,0.0,0.0133655910194138,0.0629537402380952,zero,1561.6825396825398,1105.3650793650793,1859.1904761904761
7835,"Tapiceros, colchoneros y afines",0.0,0.0,0.036638504047619,zero,1515.5714285714287,252.1904761904762,1800.095238095238
6423,Pescadores de altura,0.0,0.0,0.0452378568253968,zero,1408.3968253968253,403.7936507936508,1876.8095238095239
3711,Profesionales de apoyo de servicios jurídicos y servicios similares,0.0,0.052168226959164,0.1421789118253969,zero,1366.7619047619048,181.84126984126985,1562.857142857143
3316,Técnicos en prótesis dentales,0.0,0.0,0.1229488428571428,zero,1365.3650793650793,216.6984126984127,1451.952380952381
9441,Recogedores de residuos,0.0,0.0,0.042932646031746,zero,1356.031746031746,2215.714285714286,1521.6190476190477
9520,Peones ganaderos,0.0,0.0,0.0272495458730158,zero,1312.952380952381,1636.2222222222222,1529.4285714285713
7613,"Joyeros, orfebres y plateros",0.0,0.0,0.0240592581746031,zero,1305.2698412698412,37.06349206349206,1612.7142857142858
5612,Auxiliares de enfermería de atención primaria,0.0,0.0,0.0773743766666667,zero,1300.111111111111,3519.3968253968255,1238.4285714285713
7702,Trabajadores de las industrias del pescado,0.0,0.0,0.0438217797619047,zero,1282.952380952381,1507.047619047619,1629.142857142857
2111,Médicos de familia,0.0,0.0185351002908756,0.1001130200505049,zero,1239.1746031746031,1446.7460317460318,1215.3333333333333
7616,"Rotulistas, grabadores de vidrio, pintores decorativos de artículos diversos",0.0,0.0,0.0770262671428571,zero,1225.8095238095239,101.42857142857143,1432.3809523809523
4442,Empleados de venta de apuestas,0.0,0.0,0.1150968597619048,zero,1213.920634920635,517.5238095238095,1324.6190476190477
2424,Ingenieros técnicos agrícolas,0.0,0.0,0.0621199602380952,zero,1212.3174603174602,164.84126984126985,1474.8095238095239
0020,Tropa y marinería de las fuerzas armadas,0.0,0.0,0.080791738095238,zero,1176.5079365079366,9.555555555555555,1235.0
8151,"Operadores de máquinas para preparar fibras, hilar y devanar",0.0,0.0,0.0289807703968253,zero,1089.6507936507937,177.93650793650792,1392.095238095238
7293,Cristaleros,0.0,0.0,0.0426281992857142,zero,1089.5555555555557,182.8095238095238,1307.5238095238096
7294,Montadores-instaladores de placas de energía solar,0.0,0.0,0.0303025514285714,zero,1079.6190476190477,752.6984126984127,1105.2380952380952
7812,Ajustadores y operadores de máquinas para trabajar la madera,0.0,0.0,0.0213743576190476,zero,1073.4920634920634,175.55555555555554,1325.6190476190477
7614,"Trabajadores de la cerámica, alfareros y afines",0.0,0.0,0.0413700165079364,zero,1055.3809523809523,160.82539682539684,1275.095238095238
2911,Archivistas y conservadores de museos,0.0,0.1749630481962393,0.0807408349206348,zero,1033.5714285714287,158.12698412698413,1183.5238095238096
7321,Herreros y forjadores,0.0,0.0,0.0683576293650794,zero,993.2380952380952,288.5079365079365,1225.952380952381
1421,Directores y gerentes de restaurantes,0.0,0.0,0.0968461628571427,zero,957.3650793650794,179.03174603174602,1077.4285714285713
2443,Ingenieros en telecomunicaciones,0.0,0.0,0.1076910923015872,zero,917.9206349206349,270.4920634920635,836.7619047619048
8321,Operadores de maquinaria agrícola móvil,0.0,0.0,0.0103916971428571,zero,906.2539682539683,4116.269841269841,1125.2380952380952
8131,Operadores en plantas industriales químicas,0.0,0.0112788100782629,0.0616781573809524,zero,904.1904761904761,1493.3650793650793,1014.3333333333334
7832,Patronistas para productos en textil y piel,0.0,0.0140555485863288,0.0578555100793651,zero,897.7777777777778,70.7936507936508,1056.2380952380952
8340,"Marineros de puente, marineros de máquinas y afines",0.0,0.0,0.039426725,zero,888.0,876.015873015873,1059.7619047619048
3721,Atletas y deportistas,0.0,0.0,0.0914127426190475,zero,871.5079365079365,1149.4603174603174,966.1904761904761
3209,Supervisores de otras industrias manufactureras,0.0,0.0,0.0404809024603174,zero,860.8095238095239,380.9047619047619,985.5238095238095
9222,Limpiadores de vehículos,0.0,0.0,0.0304141530952381,zero,838.1428571428571,1064.1587301587301,995.8571428571429
8431,Conductores propietarios de camiones,0.0,0.0,0.0764261964285714,zero,811.1746031746031,1211.4920634920634,899.2380952380952
8112,Operadores en instalaciones para la preparación de minerales y rocas,0.0,0.0425,0.0180934014285714,zero,809.9047619047619,107.58730158730158,1017.7142857142857
3132,"Técnicos en instalaciones de tratamiento de residuos, de aguas y otros operadores en plantas similares",0.0,0.0,0.0251935653174603,zero,806.7142857142857,453.2857142857143,1012.1428571428571
7122,"Canteros, tronzadores, labrantes y grabadores de piedras",0.0,0.0,0.0352148342857143,zero,798.1111111111111,159.85714285714286,992.4285714285714
7623,Trabajadores de procesos de encuadernación,0.0,0.0,0.0475598208730158,zero,784.952380952381,99.41269841269842,955.8095238095239
3734,Chefs,0.0,0.0,0.1063848642857143,zero,775.5238095238095,511.1587301587302,951.6666666666666
6209,Trabajadores cualificados en actividades ganaderas no clasificados bajo otros epígrafes,0.0,0.0,0.0531385152380952,zero,741.3492063492064,95.63492063492063,837.8095238095239
5622,Técnicos de emergencias sanitarias,0.0,0.0,0.0611371811904762,zero,740.7301587301587,1383.3492063492063,700.0
8311,Maquinistas de locomotoras,0.0,0.0,0.0312420287301587,zero,739.015873015873,179.46031746031747,780.6666666666666
5000,Camareros y cocineros propietarios,0.0,0.0,0.0622941688095238,zero,737.968253968254,309.93650793650795,860.952380952381
1212,Directores de recursos humanos,0.0,0.1890672207414919,0.1500508414285714,zero,728.015873015873,167.76190476190476,757.8571428571429
8121,Operadores en instalaciones para la obtención y transformación de metales,0.0,0.0,0.0211055133333333,zero,697.5079365079365,5281.333333333333,814.9047619047619
2469,Ingenieros técnicos no clasificados bajo otros epígrafes,0.0,0.0,0.0963686646681096,zero,668.1269841269841,608.3492063492064,664.1904761904761
9530,Peones agropecuarios,0.0,0.0,0.0393627471428571,zero,636.2222222222222,13084.777777777777,760.2857142857143
2155,Ópticos-optometristas,0.0,0.0,0.0949722535714285,zero,632.9206349206349,291.2857142857143,671.5714285714286
8114,Operadores de maquinaria para fabricar productos derivados de minerales no metálicos,0.0,0.0,0.020033448095238,zero,627.0,331.3968253968254,789.5238095238095
9320,Preparadores de comidas rápidas,0.0,0.0,0.0362202269047619,zero,623.6984126984127,2004.7142857142858,741.0952380952381
2435,Ingenieros químicos,0.0,0.0,0.1323166824458874,zero,609.0952380952381,132.20634920634922,749.3809523809524
2112,Otros médicos especialistas,0.0,0.0589713892378808,0.1456147271428571,zero,595.6349206349206,2903.222222222222,578.952380952381
9229,Otro personal de limpieza,0.0,0.0,0.0344536585714285,zero,589.0,12718.142857142857,688.3333333333334
3331,"Profesionales de la acupuntura, la naturopatía, la homeopatía, la medicina tradicional china y la ayurveda",0.0,0.0,0.1381408830158729,zero,576.7142857142857,27.03174603174603,621.1904761904761
1422,"Directores y gerentes de bares, cafeterías y similares",0.0,0.0,0.1041082423015872,zero,554.7777777777778,78.12698412698413,678.7619047619048
8111,Mineros y otros operadores en instalaciones mineras,0.0,0.0,0.0201003519047619,zero,527.4285714285714,94.68253968253968,738.9047619047619
5932,Bomberos forestales,0.0,0.0,0.0386605476190476,zero,523.4426229508197,280.72131147540983,617.7619047619048
8141,Operadores de máquinas para fabricar productos de caucho y derivados de resinas naturales,0.0,0.0,0.0298333234920634,zero,520.984126984127,227.22222222222223,597.8571428571429
5892,Empleados de pompas fúnebres y embalsamadores,0.0,0.0024391715996985,0.0349390793650793,zero,520.063492063492,365.92063492063494,521.0
8143,Operadores de máquinas para fabricar productos de papel y cartón,0.0,0.0106984845394086,0.0325282838095238,zero,496.968253968254,3220.5079365079364,594.8095238095239
5993,Agentes forestales y medioambientales,0.0,0.0,0.0414378493506493,zero,494.3809523809524,119.92063492063492,558.4761904761905
2461,Ingenieros técnicos industriales y de producción,0.0,0.0,0.0688101526190476,zero,492.95238095238096,436.0,569.3333333333334
7709,Catadores y clasificadores de alimentos y bebidas,0.0,0.0,0.1795426070634921,zero,481.3333333333333,523.8095238095239,543.8571428571429
2422,Ingenieros agrónomos,0.0,0.0513,0.0530133513492063,zero,480.6507936507937,111.38095238095238,556.2857142857143
2473,Ingenieros técnicos en telecomunicaciones,0.0,0.0,0.0721691557142857,zero,480.44444444444446,74.92063492063492,498.57142857142856
8144,"Operadores de serrerías, de máquinas de fabricación de tableros y de instalaciones afines para el tratamiento de la madera y el corcho",0.0,0.0,0.0306285578571428,zero,472.3174603174603,193.52380952380952,583.4761904761905
3329,Técnicos de la sanidad no clasificados bajo otros epígrafes,0.0,0.0162401615419394,0.0977117037301586,zero,467.8412698412698,1060.1746031746031,538.3333333333334
7222,Montadores-instaladores de gas en edificios,0.0,0.0,0.0434955769841269,zero,461.984126984127,85.6984126984127,535.8095238095239
7315,Montadores de estructuras cableadas y empalmadores de cables,0.0,0.0,0.033438144047619,zero,442.3174603174603,327.26984126984127,542.1428571428571
8132,"Operadores de máquinas para fabricar productos farmacéuticos, cosméticos y afines",0.0,0.0,0.039734106031746,zero,426.6507936507937,599.8571428571429,469.1904761904762
2154,Logopedas,0.0,0.0,0.0883577689682539,zero,420.58730158730157,332.77777777777777,488.0952380952381
9442,"Clasificadores de desechos, operarios de punto limpio y recogedores de chatarra",0.0,0.0,0.0691474285714285,zero,417.984126984127,1803.7301587301588,416.5238095238095
7522,Instaladores y reparadores de líneas eléctricas,0.0,0.0,0.0259684295238095,zero,404.77777777777777,803.6507936507936,474.6666666666667
9223,Limpiadores de ventanas,0.0,0.0,0.0359565218253968,zero,402.06349206349205,67.06349206349206,459.42857142857144
8122,"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales",0.0,0.0,0.024829395,zero,387.44444444444446,248.5079365079365,441.95238095238096
3151,Jefes y oficiales de máquinas,0.0,0.0,0.0465106080952381,zero,385.6031746031746,1276.3968253968253,476.3809523809524
